Year,Units,Regions,Value
2014,Percent,Batys Kazakhstan,0.033817883603191365
2014,Percent,Zhambyl,0.13497455918909515
2014,Percent,Karagandy,0.13961835832617694
2014,Percent,Kostanay,0.041150853148950735
2014,Percent,Kyzylorda,0.019273514575378032
2014,Percent,Mangistau,0.2547623358158536
2014,Percent,Ontustik Kazakhstan,0.05143459498028702
2014,Percent,Pavlodar,0.018485501046958324
2014,Percent,Soltustik Kazakhstan,0.02970267658448633
2014,Percent,Shygys Kazakhstan,0.13320133816396634
2014,Percent,Nur-Sultan city,0.2534504155485214
2014,Percent,Almaty city,0.4178793718754952
2015,Percent,,0.16951050174633028
2015,Percent,Akmola,0.09929305769273654
2015,Percent,Aktobe,0.03965689774534484
2015,Percent,Almaty,0.05331855096412905
2015,Percent,Atyrau,0.05729261958224696
2015,Percent,Batys Kazakhstan,0.04404800202952983
2015,Percent,Zhambyl,0.06798392042776348
2015,Percent,Karagandy,0.11579339816064288
2015,Percent,Kostanay,0.043475156763056924
2015,Percent,Kyzylorda,0.020226648351648356
2015,Percent,Mangistau,0.36230118342930573
2015,Percent,Ontustik Kazakhstan,0.05423418747926203
2015,Percent,Pavlodar,0.01847760330739884
2015,Percent,Soltustik Kazakhstan,0.02680427468456899
2015,Percent,Shygys Kazakhstan,0.14277270300136774
2015,Percent,Nur-Sultan city,0.2796864170504362
2015,Percent,Almaty city,0.3493536158108028
2016,Percent,,0.1417893749674
2016,Percent,Akmola,0.05930815140813901
2016,Percent,Aktobe,0.036840045351399474
2016,Percent,Almaty,0.042999899863246885
2016,Percent,Atyrau,0.05294122307089014
2016,Percent,Batys Kazakhstan,0.08802216237865282
2016,Percent,Zhambyl,0.038577986503031084
2016,Percent,Karagandy,0.11527574248006342
2016,Percent,Kostanay,0.03692482490597505
2016,Percent,Kyzylorda,0.04690072646443047
2016,Percent,Mangistau,0.3166507408983513
2016,Percent,Ontustik Kazakhstan,0.04343137240842269
2016,Percent,Pavlodar,0.01976221259433052
2016,Percent,Soltustik Kazakhstan,0.01962456529464237
2016,Percent,Shygys Kazakhstan,0.1243926178060262
2016,Percent,Nur-Sultan city,0.2875579248161383
2016,Percent,Almaty city,0.25087470481819296
2017,Percent,,0.12667462629198512
2017,Percent,Akmola,0.057848637969456884
2017,Percent,Aktobe,0.03582827915172075
2017,Percent,Almaty,0.035237895249182284
2017,Percent,Atyrau,0.06116262012425808
2017,Percent,Batys Kazakhstan,0.012768858702676104
2017,Percent,Zhambyl,0.07583962555831897
2017,Percent,Karagandy,0.08141401710490144
2017,Percent,Kostanay,0.06358491493994696
2017,Percent,Kyzylorda,0.035380191520483065
2017,Percent,Mangistau,0.2440287065755281
2017,Percent,Ontustik Kazakhstan,0.028992647545063813
2017,Percent,Pavlodar,0.014170768233524719
2017,Percent,Soltustik Kazakhstan,0.016629286489256254
2017,Percent,Shygys Kazakhstan,0.15750462830438386
2017,Percent,Nur-Sultan city,0.2821766164681406
2017,Percent,Almaty city,0.2132120554440995
2018,Percent,,0.11683127406953507
2018,Percent,Akmola,0.09967183052913202
2018,Percent,Aktobe,0.03598403355654296
2018,Percent,Almaty,0.0401093693036821
2018,Percent,Atyrau,0.057483610585807525
2018,Percent,Batys Kazakhstan,0.03147019330469878
2018,Percent,Zhambyl,0.04774798112887605
2018,Percent,Karagandy,0.0741028032685015
2018,Percent,Kostanay,0.03998537756642847
2018,Percent,Kyzylorda,0.018329702120756058
2018,Percent,Mangistau,0.258968553060897
2018,Percent,Pavlodar,0.01056474534943832
2018,Percent,Soltustik Kazakhstan,0.0186673881141689
2018,Percent,Turkistan,0.016484095870331242
2018,Percent,Shygys Kazakhstan,0.1481910092037161
2018,Percent,Nur-Sultan city,0.2101734697527956
2018,Percent,Almaty city,0.219132115880672
2018,Percent,Shymkent city,0.04847789828498393
2019,Percent,,0.12
2019,Percent,Akmola,0.08346894158840393
2019,Percent,Aktobe,0.03489150298295534
2019,Percent,Almaty,0.047091400848977616
2019,Percent,Atyrau,0.056153761120281635
2019,Percent,Batys Kazakhstan,0.035269301297295934
2019,Percent,Zhambyl,0.04489681211909485
2019,Percent,Karagandy,0.08497573110688095
2019,Percent,Kostanay,0.028483852109982537
2019,Percent,Kyzylorda,0.014904964731351006
2019,Percent,Mangistau,0.26798494388012484
2019,Percent,Pavlodar,0.04484075605032495
2019,Percent,Soltustik Kazakhstan,0.017761541491434298
2019,Percent,Turkistan,0.01035691942239266
2019,Percent,Shygys Kazakhstan,0.17321103000094573
2019,Percent,Nur-Sultan city,0.25633747106776844
2019,Percent,Almaty city,0.19471420347848328
2019,Percent,Shymkent city,0.05173774410508843
