Year,Units,Regions,Value
2014,в процентах к предыдущему году,Almaty city,104.0
2015,в процентах к предыдущему году,,100.6
2015,в процентах к предыдущему году,Akmola,102.3
2015,в процентах к предыдущему году,Aktobe,95.0
2015,в процентах к предыдущему году,Almaty,108.0
2015,в процентах к предыдущему году,Atyrau,100.9
2015,в процентах к предыдущему году,Batys Kazakhstan,99.7
2015,в процентах к предыдущему году,Zhambyl,104.1
2015,в процентах к предыдущему году,Karagandy,101.2
2015,в процентах к предыдущему году,Kostanay,96.6
2015,в процентах к предыдущему году,Kyzylorda,97.1
2015,в процентах к предыдущему году,Mangistau,90.8
2015,в процентах к предыдущему году,Ontustik Kazakhstan,102.9
2015,в процентах к предыдущему году,Pavlodar,101.1
2015,в процентах к предыдущему году,Soltustik Kazakhstan,99.5
2015,в процентах к предыдущему году,Shygys Kazakhstan,101.7
2015,в процентах к предыдущему году,Nur-Sultan city,99.3
2015,в процентах к предыдущему году,Almaty city,95.6
2016,в процентах к предыдущему году,,100.2
2016,в процентах к предыдущему году,Akmola,101.7
2016,в процентах к предыдущему году,Aktobe,102.4
2016,в процентах к предыдущему году,Almaty,99.5
2016,в процентах к предыдущему году,Atyrau,104.0
2016,в процентах к предыдущему году,Batys Kazakhstan,101.9
2016,в процентах к предыдущему году,Zhambyl,103.1
2016,в процентах к предыдущему году,Karagandy,103.3
2016,в процентах к предыдущему году,Kostanay,97.2
2016,в процентах к предыдущему году,Kyzylorda,88.7
2016,в процентах к предыдущему году,Mangistau,99.6
2016,в процентах к предыдущему году,Ontustik Kazakhstan,101.0
2016,в процентах к предыдущему году,Pavlodar,100.7
2016,в процентах к предыдущему году,Soltustik Kazakhstan,102.8
2016,в процентах к предыдущему году,Shygys Kazakhstan,102.5
2016,в процентах к предыдущему году,Nur-Sultan city,102.5
2016,в процентах к предыдущему году,Almaty city,99.3
2017,в процентах к предыдущему году,,104.3
2017,в процентах к предыдущему году,Akmola,105.9
2017,в процентах к предыдущему году,Aktobe,106.3
2017,в процентах к предыдущему году,Almaty,103.7
2017,в процентах к предыдущему году,Atyrau,116.4
2017,в процентах к предыдущему году,Batys Kazakhstan,103.4
2017,в процентах к предыдущему году,Zhambyl,104.7
2017,в процентах к предыдущему году,Karagandy,107.9
2017,в процентах к предыдущему году,Kostanay,107.7
2017,в процентах к предыдущему году,Kyzylorda,96.7
2017,в процентах к предыдущему году,Mangistau,101.0
2017,в процентах к предыдущему году,Ontustik Kazakhstan,105.9
2017,в процентах к предыдущему году,Pavlodar,107.5
2017,в процентах к предыдущему году,Soltustik Kazakhstan,107.9
2017,в процентах к предыдущему году,Shygys Kazakhstan,101.9
2017,в процентах к предыдущему году,Nur-Sultan city,97.4
2017,в процентах к предыдущему году,Almaty city,102.1
2018,в процентах к предыдущему году,,103.1
2018,в процентах к предыдущему году,Akmola,103.0
2018,в процентах к предыдущему году,Aktobe,104.1
2018,в процентах к предыдущему году,Almaty,103.5
2018,в процентах к предыдущему году,Atyrau,108.6
2018,в процентах к предыдущему году,Batys Kazakhstan,97.9
2018,в процентах к предыдущему году,Zhambyl,102.5
2018,в процентах к предыдущему году,Karagandy,103.0
2018,в процентах к предыдущему году,Kostanay,109.8
2018,в процентах к предыдущему году,Kyzylorda,99.2
2018,в процентах к предыдущему году,Mangistau,92.3
2018,в процентах к предыдущему году,Pavlodar,105.6
2018,в процентах к предыдущему году,Soltustik Kazakhstan,102.2
2018,в процентах к предыдущему году,Turkistan,101.1
2018,в процентах к предыдущему году,Shygys Kazakhstan,110.3
2018,в процентах к предыдущему году,Nur-Sultan city,88.0
2018,в процентах к предыдущему году,Almaty city,102.0
2018,в процентах к предыдущему году,Shymkent city,110.8
2019,в процентах к предыдущему году,,103.7
2019,в процентах к предыдущему году,Akmola,104.6
2019,в процентах к предыдущему году,Aktobe,105.7
2019,в процентах к предыдущему году,Almaty,104.7
2019,в процентах к предыдущему году,Atyrau,106.7
2019,в процентах к предыдущему году,Batys Kazakhstan,98.9
2019,в процентах к предыдущему году,Zhambyl,105.9
2019,в процентах к предыдущему году,Karagandy,107.0
2019,в процентах к предыдущему году,Kostanay,105.1
2019,в процентах к предыдущему году,Kyzylorda,101.2
2019,в процентах к предыдущему году,Mangistau,99.6
2019,в процентах к предыдущему году,Pavlodar,103.7
2019,в процентах к предыдущему году,Soltustik Kazakhstan,105.7
2019,в процентах к предыдущему году,Turkistan,108.4
2019,в процентах к предыдущему году,Shygys Kazakhstan,105.1
2019,в процентах к предыдущему году,Nur-Sultan city,92.9
2019,в процентах к предыдущему году,Almaty city,103.0
2019,в процентах к предыдущему году,Shymkent city,97.1
