Year,Units,Area,Sex,Regions,GeoCode,Value
2017,Percent,,Female,Kyzylorda,KZ14,83.3
2018,Percent,,Female,Kyzylorda,KZ14,85.2
2016,Percent,Urban,,Kyzylorda,KZ14,91.8
2017,Percent,Urban,,Kyzylorda,KZ14,88.7
2018,Percent,Urban,,Kyzylorda,KZ14,93.9
2016,Percent,Urban,Male,Kyzylorda,KZ14,90.6
2017,Percent,Urban,Male,Kyzylorda,KZ14,89.0
2018,Percent,Urban,Male,Kyzylorda,KZ14,93.8
2016,Percent,Urban,Female,Kyzylorda,KZ14,93.1
2017,Percent,Urban,Female,Kyzylorda,KZ14,88.4
2018,Percent,Urban,Female,Kyzylorda,KZ14,94.0
2016,Percent,Rural,,Kyzylorda,KZ14,77.8
2017,Percent,Rural,,Kyzylorda,KZ14,78.7
2018,Percent,Rural,,Kyzylorda,KZ14,79.7
2016,Percent,Rural,Male,Kyzylorda,KZ14,79.4
2017,Percent,Rural,Male,Kyzylorda,KZ14,78.3
2018,Percent,Rural,Male,Kyzylorda,KZ14,81.2
2016,Percent,Rural,Female,Kyzylorda,KZ14,76.1
2017,Percent,Rural,Female,Kyzylorda,KZ14,79.2
2018,Percent,Rural,Female,Kyzylorda,KZ14,78.1
2016,Percent,,,Mangistau,KZ09,87.0
2017,Percent,,,Mangistau,KZ09,89.3
2018,Percent,,,Mangistau,KZ09,88.7
2016,Percent,,Male,Mangistau,KZ09,87.2
2017,Percent,,Male,Mangistau,KZ09,90.9
2018,Percent,,Male,Mangistau,KZ09,88.6
2016,Percent,,Female,Mangistau,KZ09,86.8
2017,Percent,,Female,Mangistau,KZ09,87.8
2018,Percent,,Female,Mangistau,KZ09,88.8
2016,Percent,Urban,,Mangistau,KZ09,94.0
2017,Percent,Urban,,Mangistau,KZ09,92.9
2018,Percent,Urban,,Mangistau,KZ09,91.8
2016,Percent,Urban,Male,Mangistau,KZ09,95.5
2017,Percent,Urban,Male,Mangistau,KZ09,93.4
2018,Percent,Urban,Male,Mangistau,KZ09,91.5
2016,Percent,Urban,Female,Mangistau,KZ09,92.6
2017,Percent,Urban,Female,Mangistau,KZ09,92.4
2018,Percent,Urban,Female,Mangistau,KZ09,92.0
2016,Percent,Rural,,Mangistau,KZ09,80.5
2017,Percent,Rural,,Mangistau,KZ09,86.7
2018,Percent,Rural,,Mangistau,KZ09,86.6
2016,Percent,Rural,Male,Mangistau,KZ09,79.8
2017,Percent,Rural,Male,Mangistau,KZ09,89.1
2018,Percent,Rural,Male,Mangistau,KZ09,86.5
2016,Percent,Rural,Female,Mangistau,KZ09,81.2
2017,Percent,Rural,Female,Mangistau,KZ09,84.5
2018,Percent,Rural,Female,Mangistau,KZ09,86.6
2016,Percent,,,Pavlodar,KZ11,89.6
2017,Percent,,,Pavlodar,KZ11,86.5
2018,Percent,,,Pavlodar,KZ11,88.1
2016,Percent,,Male,Pavlodar,KZ11,91.3
2017,Percent,,Male,Pavlodar,KZ11,87.0
2018,Percent,,Male,Pavlodar,KZ11,89.4
2016,Percent,,Female,Pavlodar,KZ11,88.1
2017,Percent,,Female,Pavlodar,KZ11,86.1
2018,Percent,,Female,Pavlodar,KZ11,86.9
2016,Percent,Urban,,Pavlodar,KZ11,92.1
2017,Percent,Urban,,Pavlodar,KZ11,89.3
2018,Percent,Urban,,Pavlodar,KZ11,91.4
2016,Percent,Urban,Male,Pavlodar,KZ11,92.9
2017,Percent,Urban,Male,Pavlodar,KZ11,90.3
2018,Percent,Urban,Male,Pavlodar,KZ11,93.5
2016,Percent,Urban,Female,Pavlodar,KZ11,91.4
2017,Percent,Urban,Female,Pavlodar,KZ11,88.4
2018,Percent,Urban,Female,Pavlodar,KZ11,89.6
2016,Percent,Rural,,Pavlodar,KZ11,83.7
2017,Percent,Rural,,Pavlodar,KZ11,79.9
2018,Percent,Rural,,Pavlodar,KZ11,80.2
2016,Percent,Rural,Male,Pavlodar,KZ11,87.6
2017,Percent,Rural,Male,Pavlodar,KZ11,79.7
2018,Percent,Rural,Male,Pavlodar,KZ11,80.6
2016,Percent,Rural,Female,Pavlodar,KZ11,79.8
2017,Percent,Rural,Female,Pavlodar,KZ11,80.2
2018,Percent,Rural,Female,Pavlodar,KZ11,79.9
2016,Percent,,,Soltustik Kazakhstan,KZ16,81.5
2017,Percent,,,Soltustik Kazakhstan,KZ16,83.5
2018,Percent,,,Soltustik Kazakhstan,KZ16,84.8
2016,Percent,,Male,Soltustik Kazakhstan,KZ16,84.0
2017,Percent,,Male,Soltustik Kazakhstan,KZ16,85.5
2018,Percent,,Male,Soltustik Kazakhstan,KZ16,85.1
2016,Percent,,Female,Soltustik Kazakhstan,KZ16,79.3
2017,Percent,,Female,Soltustik Kazakhstan,KZ16,81.7
2018,Percent,,Female,Soltustik Kazakhstan,KZ16,84.5
2016,Percent,Urban,,Soltustik Kazakhstan,KZ16,83.1
2017,Percent,Urban,,Soltustik Kazakhstan,KZ16,86.5
2018,Percent,Urban,,Soltustik Kazakhstan,KZ16,86.4
2016,Percent,Urban,Male,Soltustik Kazakhstan,KZ16,85.0
2017,Percent,Urban,Male,Soltustik Kazakhstan,KZ16,87.7
2018,Percent,Urban,Male,Soltustik Kazakhstan,KZ16,86.5
2016,Percent,Urban,Female,Soltustik Kazakhstan,KZ16,81.5
2017,Percent,Urban,Female,Soltustik Kazakhstan,KZ16,85.5
2018,Percent,Urban,Female,Soltustik Kazakhstan,KZ16,86.3
2016,Percent,Rural,,Soltustik Kazakhstan,KZ16,80.4
2017,Percent,Rural,,Soltustik Kazakhstan,KZ16,81.2
2018,Percent,Rural,,Soltustik Kazakhstan,KZ16,83.5
2016,Percent,Rural,Male,Soltustik Kazakhstan,KZ16,83.3
2017,Percent,Rural,Male,Soltustik Kazakhstan,KZ16,83.9
2018,Percent,Rural,Male,Soltustik Kazakhstan,KZ16,84.1
2016,Percent,Rural,Female,Soltustik Kazakhstan,KZ16,77.5
2017,Percent,Rural,Female,Soltustik Kazakhstan,KZ16,78.5
2018,Percent,Rural,Female,Soltustik Kazakhstan,KZ16,83.0
2016,Percent,,,Turkistan,KZ10,78.1
2017,Percent,,,Turkistan,KZ10,78.8
2018,Percent,,,Turkistan,KZ10,80.4
2016,Percent,,Male,Turkistan,KZ10,78.4
2017,Percent,,Male,Turkistan,KZ10,79.7
2018,Percent,,Male,Turkistan,KZ10,81.2
2016,Percent,,Female,Turkistan,KZ10,77.8
2017,Percent,,Female,Turkistan,KZ10,77.8
2018,Percent,,Female,Turkistan,KZ10,79.5
2016,Percent,Urban,,Turkistan,KZ10,77.5
2017,Percent,Urban,,Turkistan,KZ10,76.6
2018,Percent,Urban,,Turkistan,KZ10,77.9
2016,Percent,Urban,Male,Turkistan,KZ10,77.6
2017,Percent,Urban,Male,Turkistan,KZ10,75.8
2018,Percent,Urban,Male,Turkistan,KZ10,78.0
2016,Percent,Urban,Female,Turkistan,KZ10,77.4
2017,Percent,Urban,Female,Turkistan,KZ10,77.4
2018,Percent,Urban,Female,Turkistan,KZ10,77.8
2016,Percent,Rural,,Turkistan,KZ10,78.3
2017,Percent,Rural,,Turkistan,KZ10,79.3
2018,Percent,Rural,,Turkistan,KZ10,80.9
2016,Percent,Rural,Male,Turkistan,KZ10,78.6
2017,Percent,Rural,Male,Turkistan,KZ10,80.6
2018,Percent,Rural,Male,Turkistan,KZ10,82.0
2016,Percent,Rural,Female,Turkistan,KZ10,77.9
2017,Percent,Rural,Female,Turkistan,KZ10,77.9
2018,Percent,Rural,Female,Turkistan,KZ10,79.9
2016,Percent,,,Shygys Kazakhstan,KZ15,89.5
2017,Percent,,,Shygys Kazakhstan,KZ15,85.3
2018,Percent,,,Shygys Kazakhstan,KZ15,87.3
2016,Percent,,Male,Shygys Kazakhstan,KZ15,91.3
2017,Percent,,Male,Shygys Kazakhstan,KZ15,85.1
2018,Percent,,Male,Shygys Kazakhstan,KZ15,87.7
2016,Percent,,Female,Shygys Kazakhstan,KZ15,87.9
2017,Percent,,Female,Shygys Kazakhstan,KZ15,85.5
2018,Percent,,Female,Shygys Kazakhstan,KZ15,87.0
2016,Percent,Urban,,Shygys Kazakhstan,KZ15,92.4
2017,Percent,Urban,,Shygys Kazakhstan,KZ15,92.2
2018,Percent,Urban,,Shygys Kazakhstan,KZ15,94.2
2016,Percent,Urban,Male,Shygys Kazakhstan,KZ15,92.6
2017,Percent,Urban,Male,Shygys Kazakhstan,KZ15,91.4
2018,Percent,Urban,Male,Shygys Kazakhstan,KZ15,94.3
2016,Percent,Urban,Female,Shygys Kazakhstan,KZ15,92.1
2017,Percent,Urban,Female,Shygys Kazakhstan,KZ15,92.9
2018,Percent,Urban,Female,Shygys Kazakhstan,KZ15,94.2
2016,Percent,Rural,,Shygys Kazakhstan,KZ15,85.2
2017,Percent,Rural,,Shygys Kazakhstan,KZ15,74.8
2018,Percent,Rural,,Shygys Kazakhstan,KZ15,76.5
2016,Percent,Rural,Male,Shygys Kazakhstan,KZ15,89.5
2017,Percent,Rural,Male,Shygys Kazakhstan,KZ15,76.2
2018,Percent,Rural,Male,Shygys Kazakhstan,KZ15,78.2
2016,Percent,Rural,Female,Shygys Kazakhstan,KZ15,81.0
2017,Percent,Rural,Female,Shygys Kazakhstan,KZ15,73.3
2018,Percent,Rural,Female,Shygys Kazakhstan,KZ15,74.8
2016,Percent,,,Nur-Sultan city,KZ05,99.6
2017,Percent,,,Nur-Sultan city,KZ05,96.3
2018,Percent,,,Nur-Sultan city,KZ05,94.2
2016,Percent,Urban,Male,Nur-Sultan city,KZ05,99.4
2017,Percent,Urban,Male,Nur-Sultan city,KZ05,96.1
2018,Percent,Urban,Male,Nur-Sultan city,KZ05,98.5
2016,Percent,Urban,Female,Nur-Sultan city,KZ05,99.8
2017,Percent,Urban,Female,Nur-Sultan city,KZ05,96.5
2018,Percent,Urban,Female,Nur-Sultan city,KZ05,90.3
2016,Percent,,,Almaty city,KZ02,85.4
2017,Percent,,,Almaty city,KZ02,86.5
2018,Percent,,,Almaty city,KZ02,89.8
2016,Percent,Urban,Male,Almaty city,KZ02,84.6
2017,Percent,Urban,Male,Almaty city,KZ02,86.3
2018,Percent,Urban,Male,Almaty city,KZ02,90.5
2016,Percent,Urban,Female,Almaty city,KZ02,86.1
2017,Percent,Urban,Female,Almaty city,KZ02,86.6
2018,Percent,Urban,Female,Almaty city,KZ02,89.2
2016,Percent,,,Shymkent city,KZ18,81.0
2017,Percent,,,Shymkent city,KZ18,91.2
2018,Percent,,,Shymkent city,KZ18,91.3
2016,Percent,Urban,Male,Shymkent city,KZ18,81.3
2017,Percent,Urban,Male,Shymkent city,KZ18,92.1
2018,Percent,Urban,Male,Shymkent city,KZ18,92.4
2016,Percent,Urban,Female,Shymkent city,KZ18,80.7
2017,Percent,Urban,Female,Shymkent city,KZ18,90.3
2018,Percent,Urban,Female,Shymkent city,KZ18,90.3
