Year,Units,Area,Regions,Value
2014,Percent,Urban,Zhambyl,100
2014,Percent,Urban,Karagandy,100
2014,Percent,Urban,Kostanay,100
2014,Percent,Urban,Kyzylorda,100
2014,Percent,Urban,Mangistau,100
2014,Percent,Urban,Pavlodar,100
2014,Percent,Urban,Soltustik Kazakhstan,100
2014,Percent,Urban,Turkistan,100
2014,Percent,Urban,Shygys Kazakhstan,100
2014,Percent,Urban,Nur-Sultan city,100
2014,Percent,Urban,Almaty city,100
2014,Percent,Urban,Shymkent city,100
2014,Percent,Rural,,100
2014,Percent,Rural,Akmola,100
2014,Percent,Rural,Aktobe,100
2014,Percent,Rural,Almaty,100
2014,Percent,Rural,Atyrau,100
2014,Percent,Rural,Batys Kazakhstan,100
2014,Percent,Rural,Zhambyl,100
2014,Percent,Rural,Karagandy,100
2014,Percent,Rural,Kostanay,100
2014,Percent,Rural,Kyzylorda,100
2014,Percent,Rural,Mangistau,100
2014,Percent,Rural,Pavlodar,100
2014,Percent,Rural,Soltustik Kazakhstan,100
2014,Percent,Rural,Turkistan,100
2015,Percent,,,100
2015,Percent,,Akmola,100
2015,Percent,,Aktobe,100
2015,Percent,,Almaty,100
2015,Percent,,Atyrau,100
2015,Percent,,Batys Kazakhstan,100
2015,Percent,,Zhambyl,100
2015,Percent,,Karagandy,100
2015,Percent,,Kostanay,100
2015,Percent,,Kyzylorda,100
2015,Percent,,Mangistau,100
2015,Percent,,Pavlodar,100
2015,Percent,,Soltustik Kazakhstan,100
2015,Percent,,Turkistan,100
2015,Percent,,Shygys Kazakhstan,100
2015,Percent,,Nur-Sultan city,100
2015,Percent,,Almaty city,100
2015,Percent,,Shymkent city,100
2015,Percent,Urban,,100
2015,Percent,Urban,Akmola,100
2015,Percent,Urban,Aktobe,100
2015,Percent,Urban,Almaty,100
2015,Percent,Urban,Atyrau,100
2015,Percent,Urban,Batys Kazakhstan,100
2015,Percent,Urban,Zhambyl,100
2015,Percent,Urban,Karagandy,100
2015,Percent,Urban,Kostanay,100
2015,Percent,Urban,Kyzylorda,100
2015,Percent,Urban,Mangistau,100
2015,Percent,Urban,Pavlodar,100
2015,Percent,Urban,Soltustik Kazakhstan,100
2015,Percent,Urban,Turkistan,100
2015,Percent,Urban,Shygys Kazakhstan,100
2015,Percent,Urban,Nur-Sultan city,100
2015,Percent,Urban,Almaty city,100
2015,Percent,Urban,Shymkent city,100
2015,Percent,Rural,,100
2015,Percent,Rural,Akmola,100
2015,Percent,Rural,Aktobe,100
2015,Percent,Rural,Almaty,100
2015,Percent,Rural,Atyrau,100
2015,Percent,Rural,Batys Kazakhstan,100
2015,Percent,Rural,Zhambyl,100
2015,Percent,Rural,Karagandy,100
2015,Percent,Rural,Kostanay,100
2015,Percent,Rural,Kyzylorda,100
2015,Percent,Rural,Mangistau,100
2015,Percent,Rural,Pavlodar,100
2015,Percent,Rural,Soltustik Kazakhstan,100
2015,Percent,Rural,Turkistan,100
2016,Percent,,,100
2016,Percent,,Akmola,100
2016,Percent,,Aktobe,100
2016,Percent,,Almaty,100
2016,Percent,,Atyrau,100
2016,Percent,,Batys Kazakhstan,100
2016,Percent,,Zhambyl,100
2016,Percent,,Karagandy,100
2016,Percent,,Kostanay,100
2016,Percent,,Kyzylorda,100
2016,Percent,,Mangistau,100
2016,Percent,,Pavlodar,100
2016,Percent,,Soltustik Kazakhstan,100
2016,Percent,,Turkistan,100
2016,Percent,,Shygys Kazakhstan,100
2016,Percent,,Nur-Sultan city,100
2016,Percent,,Almaty city,100
2016,Percent,,Shymkent city,100
2016,Percent,Urban,,100
2016,Percent,Urban,Akmola,100
2016,Percent,Urban,Aktobe,100
2016,Percent,Urban,Almaty,100
2016,Percent,Urban,Atyrau,100
2016,Percent,Urban,Batys Kazakhstan,100
2016,Percent,Urban,Zhambyl,100
2016,Percent,Urban,Karagandy,100
2016,Percent,Urban,Kostanay,100
2016,Percent,Urban,Kyzylorda,100
2016,Percent,Urban,Mangistau,100
2016,Percent,Urban,Pavlodar,100
2016,Percent,Urban,Soltustik Kazakhstan,100
2016,Percent,Urban,Turkistan,100
2016,Percent,Urban,Shygys Kazakhstan,100
2016,Percent,Urban,Nur-Sultan city,100
2016,Percent,Urban,Almaty city,100
2016,Percent,Urban,Shymkent city,100
2016,Percent,Rural,,100
2016,Percent,Rural,Akmola,100
2016,Percent,Rural,Aktobe,100
2016,Percent,Rural,Almaty,100
2016,Percent,Rural,Atyrau,100
2016,Percent,Rural,Batys Kazakhstan,100
2016,Percent,Rural,Zhambyl,100
2016,Percent,Rural,Karagandy,100
2016,Percent,Rural,Kostanay,100
2016,Percent,Rural,Kyzylorda,100
2016,Percent,Rural,Mangistau,100
2016,Percent,Rural,Pavlodar,100
2016,Percent,Rural,Soltustik Kazakhstan,100
2016,Percent,Rural,Turkistan,100
2017,Percent,,,100
2017,Percent,,Akmola,100
2017,Percent,,Aktobe,100
2017,Percent,,Almaty,100
2017,Percent,,Atyrau,100
2017,Percent,,Batys Kazakhstan,100
2017,Percent,,Zhambyl,100
2017,Percent,,Karagandy,100
2017,Percent,,Kostanay,100
2017,Percent,,Kyzylorda,100
2017,Percent,,Mangistau,100
2017,Percent,,Pavlodar,100
2017,Percent,,Soltustik Kazakhstan,100
2017,Percent,,Turkistan,100
2017,Percent,,Shygys Kazakhstan,100
2017,Percent,,Nur-Sultan city,100
2017,Percent,,Almaty city,100
2017,Percent,,Shymkent city,100
2017,Percent,Urban,,100
2017,Percent,Urban,Akmola,100
2017,Percent,Urban,Aktobe,100
2017,Percent,Urban,Almaty,100
2017,Percent,Urban,Atyrau,100
2017,Percent,Urban,Batys Kazakhstan,100
2017,Percent,Urban,Zhambyl,100
2017,Percent,Urban,Karagandy,100
2017,Percent,Urban,Kostanay,100
2017,Percent,Urban,Kyzylorda,100
2017,Percent,Urban,Mangistau,100
2017,Percent,Urban,Pavlodar,100
2017,Percent,Urban,Soltustik Kazakhstan,100
2017,Percent,Urban,Turkistan,100
2017,Percent,Urban,Shygys Kazakhstan,100
2017,Percent,Urban,Nur-Sultan city,100
2017,Percent,Urban,Almaty city,100
2017,Percent,Urban,Shymkent city,100
2017,Percent,Rural,,100
2017,Percent,Rural,Akmola,100
2017,Percent,Rural,Aktobe,100
2017,Percent,Rural,Almaty,100
2017,Percent,Rural,Atyrau,100
2017,Percent,Rural,Batys Kazakhstan,100
2017,Percent,Rural,Zhambyl,100
2017,Percent,Rural,Karagandy,100
2017,Percent,Rural,Kostanay,100
2017,Percent,Rural,Kyzylorda,100
2017,Percent,Rural,Mangistau,100
2017,Percent,Rural,Pavlodar,100
2017,Percent,Rural,Soltustik Kazakhstan,100
2017,Percent,Rural,Turkistan,100
2018,Percent,,,100
2018,Percent,,Akmola,100
2018,Percent,,Aktobe,100
2018,Percent,,Almaty,100
2018,Percent,,Atyrau,100
2018,Percent,,Batys Kazakhstan,100
2018,Percent,,Zhambyl,100
2018,Percent,,Karagandy,100
2018,Percent,,Kostanay,100
2018,Percent,,Kyzylorda,100
2018,Percent,,Mangistau,100
2018,Percent,,Pavlodar,100
2018,Percent,,Soltustik Kazakhstan,100
2018,Percent,,Turkistan,100
2018,Percent,,Shygys Kazakhstan,100
2018,Percent,,Nur-Sultan city,100
2018,Percent,,Almaty city,100
2018,Percent,,Shymkent city,100
2018,Percent,Urban,,100
2018,Percent,Urban,Akmola,100
2018,Percent,Urban,Aktobe,100
2018,Percent,Urban,Almaty,100
2018,Percent,Urban,Atyrau,100
2018,Percent,Urban,Batys Kazakhstan,100
2018,Percent,Urban,Zhambyl,100
2018,Percent,Urban,Karagandy,100
2018,Percent,Urban,Kostanay,100
2018,Percent,Urban,Kyzylorda,100
2018,Percent,Urban,Mangistau,100
2018,Percent,Urban,Pavlodar,100
2018,Percent,Urban,Soltustik Kazakhstan,100
2018,Percent,Urban,Turkistan,100
2018,Percent,Urban,Shygys Kazakhstan,100
2018,Percent,Urban,Nur-Sultan city,100
2018,Percent,Urban,Almaty city,100
2018,Percent,Urban,Shymkent city,100
2018,Percent,Rural,,100
2018,Percent,Rural,Akmola,100
2018,Percent,Rural,Aktobe,100
2018,Percent,Rural,Almaty,100
2018,Percent,Rural,Atyrau,100
2018,Percent,Rural,Batys Kazakhstan,100
2018,Percent,Rural,Zhambyl,100
2018,Percent,Rural,Karagandy,100
2018,Percent,Rural,Kostanay,100
2018,Percent,Rural,Kyzylorda,100
2018,Percent,Rural,Mangistau,100
2018,Percent,Rural,Pavlodar,100
2018,Percent,Rural,Soltustik Kazakhstan,100
2018,Percent,Rural,Turkistan,100
2019,Percent,,,100
2019,Percent,,Akmola,100
2019,Percent,,Aktobe,100
2019,Percent,,Almaty,100
2019,Percent,,Atyrau,100
2019,Percent,,Batys Kazakhstan,100
2019,Percent,,Zhambyl,100
2019,Percent,,Karagandy,100
2019,Percent,,Kostanay,100
2019,Percent,,Kyzylorda,100
2019,Percent,,Mangistau,100
2019,Percent,,Pavlodar,100
2019,Percent,,Soltustik Kazakhstan,100
2019,Percent,,Turkistan,100
2019,Percent,,Shygys Kazakhstan,100
2019,Percent,,Nur-Sultan city,100
2019,Percent,,Almaty city,100
2019,Percent,,Shymkent city,100
2019,Percent,Urban,,100
2019,Percent,Urban,Akmola,100
2019,Percent,Urban,Aktobe,100
2019,Percent,Urban,Almaty,100
2019,Percent,Urban,Atyrau,100
2019,Percent,Urban,Batys Kazakhstan,100
2019,Percent,Urban,Zhambyl,100
2019,Percent,Urban,Karagandy,100
2019,Percent,Urban,Kostanay,100
2019,Percent,Urban,Kyzylorda,100
2019,Percent,Urban,Mangistau,100
2019,Percent,Urban,Pavlodar,100
2019,Percent,Urban,Soltustik Kazakhstan,100
2019,Percent,Urban,Turkistan,100
2019,Percent,Urban,Shygys Kazakhstan,100
2019,Percent,Urban,Nur-Sultan city,100
2019,Percent,Urban,Almaty city,100
2019,Percent,Urban,Shymkent city,100
2019,Percent,Rural,,100
2019,Percent,Rural,Akmola,100
2019,Percent,Rural,Aktobe,100
2019,Percent,Rural,Almaty,100
2019,Percent,Rural,Atyrau,100
2019,Percent,Rural,Batys Kazakhstan,100
2019,Percent,Rural,Zhambyl,100
2019,Percent,Rural,Karagandy,100
2019,Percent,Rural,Kostanay,100
2019,Percent,Rural,Kyzylorda,100
2019,Percent,Rural,Mangistau,100
2019,Percent,Rural,Pavlodar,100
2019,Percent,Rural,Soltustik Kazakhstan,100
2019,Percent,Rural,Turkistan,100
