Year,Units,Regions,Area,Sex,Education,Marital status,citizenship,GeoCode,Value
2012,per 100000 population,Akmola,Population of urban areas,,,,,,0.29
2013,per 100000 population,Akmola,Population of urban areas,,,,,,0.87
2014,per 100000 population,Akmola,Population of urban areas,,,,,,0.86
2015,per 100000 population,Akmola,Population of urban areas,,,,,,0.29
2016,per 100000 population,Akmola,Population of urban areas,,,,,,0.57
2017,per 100000 population,Akmola,Population of urban areas,,,,,,0.29
2018,per 100000 population,Akmola,Population of urban areas,,,,,,0.57
2010,per 100000 population,Aktobe,Population of urban areas,,,,,,0.42
2011,per 100000 population,Aktobe,Population of urban areas,,,,,,0.62
2012,per 100000 population,Aktobe,Population of urban areas,,,,,,0.0
2013,per 100000 population,Aktobe,Population of urban areas,,,,,,0.2
2014,per 100000 population,Aktobe,Population of urban areas,,,,,,0.2
2015,per 100000 population,Aktobe,Population of urban areas,,,,,,0.19
2016,per 100000 population,Aktobe,Population of urban areas,,,,,,0.0
2017,per 100000 population,Aktobe,Population of urban areas,,,,,,0.0
2018,per 100000 population,Aktobe,Population of urban areas,,,,,,0.16
2010,per 100000 population,Almaty,Population of urban areas,,,,,,0.23
2011,per 100000 population,Almaty,Population of urban areas,,,,,,5.21
2012,per 100000 population,Almaty,Population of urban areas,,,,,,0.0
2013,per 100000 population,Almaty,Population of urban areas,,,,,,0.44
2014,per 100000 population,Almaty,Population of urban areas,,,,,,0.0
2015,per 100000 population,Almaty,Population of urban areas,,,,,,0.43
2016,per 100000 population,Almaty,Population of urban areas,,,,,,0.42
2017,per 100000 population,Almaty,Population of urban areas,,,,,,0.21
2018,per 100000 population,Almaty,Population of urban areas,,,,,,0.22
2010,per 100000 population,Atyrau,Population of urban areas,,,,,,0.4
2011,per 100000 population,Atyrau,Population of urban areas,,,,,,0.39
2012,per 100000 population,Atyrau,Population of urban areas,,,,,,1.51
2013,per 100000 population,Atyrau,Population of urban areas,,,,,,0.37
2014,per 100000 population,Atyrau,Population of urban areas,,,,,,0.37
2015,per 100000 population,Atyrau,Population of urban areas,,,,,,0.36
2016,per 100000 population,Atyrau,Population of urban areas,,,,,,1.04
2017,per 100000 population,Atyrau,Population of urban areas,,,,,,0.34
2018,per 100000 population,Atyrau,Population of urban areas,,,,,,0.0
2010,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,0.0
2011,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,0.0
2012,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,0.0
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,0.33
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,0.0
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,0.64
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,0.31
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,2.43
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,2.68
2010,per 100000 population,Zhambyl,Population of urban areas,,,,,,0.47
2011,per 100000 population,Zhambyl,Population of urban areas,,,,,,1.66
2012,per 100000 population,Zhambyl,Population of urban areas,,,,,,0.47
2013,per 100000 population,Zhambyl,Population of urban areas,,,,,,0.23
2014,per 100000 population,Zhambyl,Population of urban areas,,,,,,0.23
2015,per 100000 population,Zhambyl,Population of urban areas,,,,,,0.45
2016,per 100000 population,Zhambyl,Population of urban areas,,,,,,0.45
2017,per 100000 population,Zhambyl,Population of urban areas,,,,,,0.67
2018,per 100000 population,Zhambyl,Population of urban areas,,,,,,0.22
2010,per 100000 population,Karagandy,Population of urban areas,,,,,,0.57
2011,per 100000 population,Karagandy,Population of urban areas,,,,,,0.57
2012,per 100000 population,Karagandy,Population of urban areas,,,,,,0.75
2013,per 100000 population,Karagandy,Population of urban areas,,,,,,0.37
2014,per 100000 population,Karagandy,Population of urban areas,,,,,,0.37
2015,per 100000 population,Karagandy,Population of urban areas,,,,,,0.92
2016,per 100000 population,Karagandy,Population of urban areas,,,,,,0.18
2017,per 100000 population,Karagandy,Population of urban areas,,,,,,0.36
2018,per 100000 population,Karagandy,Population of urban areas,,,,,,0.64
2010,per 100000 population,Kostanay,Population of urban areas,,,,,,0.0
2011,per 100000 population,Kostanay,Population of urban areas,,,,,,0.0
2012,per 100000 population,Kostanay,Population of urban areas,,,,,,0.22
2013,per 100000 population,Kostanay,Population of urban areas,,,,,,0.22
2014,per 100000 population,Kostanay,Population of urban areas,,,,,,0.0
2015,per 100000 population,Kostanay,Population of urban areas,,,,,,0.0
2016,per 100000 population,Kostanay,Population of urban areas,,,,,,0.43
2017,per 100000 population,Kostanay,Population of urban areas,,,,,,0.42
2018,per 100000 population,Kostanay,Population of urban areas,,,,,,0.63
2010,per 100000 population,Kyzylorda,Population of urban areas,,,,,,1.02
2011,per 100000 population,Kyzylorda,Population of urban areas,,,,,,1.0
2012,per 100000 population,Kyzylorda,Population of urban areas,,,,,,0.33
2013,per 100000 population,Kyzylorda,Population of urban areas,,,,,,0.0
2014,per 100000 population,Kyzylorda,Population of urban areas,,,,,,0.0
2015,per 100000 population,Kyzylorda,Population of urban areas,,,,,,0.61
2016,per 100000 population,Kyzylorda,Population of urban areas,,,,,,0.0
2017,per 100000 population,Kyzylorda,Population of urban areas,,,,,,0.29
2018,per 100000 population,Kyzylorda,Population of urban areas,,,,,,0.0
2010,per 100000 population,Mangistau,Population of urban areas,,,,,,0.73
2011,per 100000 population,Mangistau,Population of urban areas,,,,,,0.36
2012,per 100000 population,Mangistau,Population of urban areas,,,,,,0.35
2013,per 100000 population,Mangistau,Population of urban areas,,,,,,0.34
2014,per 100000 population,Mangistau,Population of urban areas,,,,,,0.71
2015,per 100000 population,Mangistau,Population of urban areas,,,,,,0.74
2016,per 100000 population,Mangistau,Population of urban areas,,,,,,1.83
2017,per 100000 population,Mangistau,Population of urban areas,,,,,,0.37
2018,per 100000 population,Mangistau,Population of urban areas,,,,,,0.0
2010,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,2.5
2011,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,2.66
2012,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,1.93
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,1.42
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,0.35
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,1.43
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,2.02
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,2.19
2010,per 100000 population,Pavlodar,Population of urban areas,,,,,,0.39
2011,per 100000 population,Pavlodar,Population of urban areas,,,,,,0.39
2012,per 100000 population,Pavlodar,Population of urban areas,,,,,,0.19
2013,per 100000 population,Pavlodar,Population of urban areas,,,,,,0.38
2014,per 100000 population,Pavlodar,Population of urban areas,,,,,,0.19
2015,per 100000 population,Pavlodar,Population of urban areas,,,,,,0.0
2016,per 100000 population,Pavlodar,Population of urban areas,,,,,,1.12
2017,per 100000 population,Pavlodar,Population of urban areas,,,,,,0.19
2018,per 100000 population,Pavlodar,Population of urban areas,,,,,,2.25
2010,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,0.0
2011,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,0.0
2012,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,0.0
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,0.0
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,0.41
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,0.41
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,0.0
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,0.0
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,0.0
2018,per 100000 population,Turkistan,Population of urban areas,,,,,,1.28
2010,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,0.74
2011,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,2.47
2012,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,0.37
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,2.32
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,2.06
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,2.16
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,1.08
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,1.31
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,0.35
2010,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,0.45
2011,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,0.14
2012,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,0.26
2013,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,0.63
2014,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,0.48
2015,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,1.28
2016,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,0.22
2017,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,0.0
2018,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,0.28
2010,per 100000 population,Almaty city,Population of urban areas,,,,,,0.21
2011,per 100000 population,Almaty city,Population of urban areas,,,,,,0.14
2012,per 100000 population,Almaty city,Population of urban areas,,,,,,0.27
2013,per 100000 population,Almaty city,Population of urban areas,,,,,,0.2
2014,per 100000 population,Almaty city,Population of urban areas,,,,,,0.06
2015,per 100000 population,Almaty city,Population of urban areas,,,,,,0.06
2016,per 100000 population,Almaty city,Population of urban areas,,,,,,0.17
2017,per 100000 population,Almaty city,Population of urban areas,,,,,,0.11
2018,per 100000 population,Almaty city,Population of urban areas,,,,,,0.05
2018,per 100000 population,Shymkent city,Population of urban areas,,,,,,1.84
2010,per 100000 population,,Population of rural areas,,,,,,0.96
2011,per 100000 population,,Population of rural areas,,,,,,1.08
2012,per 100000 population,,Population of rural areas,,,,,,0.65
2013,per 100000 population,,Population of rural areas,,,,,,0.69
2014,per 100000 population,,Population of rural areas,,,,,,0.76
2015,per 100000 population,,Population of rural areas,,,,,,0.59
2016,per 100000 population,,Population of rural areas,,,,,,1.01
2017,per 100000 population,,Population of rural areas,,,,,,1.47
2018,per 100000 population,,Population of rural areas,,,,,,1.12
2010,per 100000 population,Akmola,Population of rural areas,,,,,,0.26
2011,per 100000 population,Akmola,Population of rural areas,,,,,,0.26
2012,per 100000 population,Akmola,Population of rural areas,,,,,,0.77
2013,per 100000 population,Akmola,Population of rural areas,,,,,,0.51
2014,per 100000 population,Akmola,Population of rural areas,,,,,,0.0
2015,per 100000 population,Akmola,Population of rural areas,,,,,,0.51
2016,per 100000 population,Akmola,Population of rural areas,,,,,,1.28
2017,per 100000 population,Akmola,Population of rural areas,,,,,,1.29
2018,per 100000 population,Akmola,Population of rural areas,,,,,,1.54
2010,per 100000 population,Aktobe,Population of rural areas,,,,,,0.33
2011,per 100000 population,Aktobe,Population of rural areas,,,,,,0.0
2012,per 100000 population,Aktobe,Population of rural areas,,,,,,0.33
2013,per 100000 population,Aktobe,Population of rural areas,,,,,,0.0
2014,per 100000 population,Aktobe,Population of rural areas,,,,,,0.0
2015,per 100000 population,Aktobe,Population of rural areas,,,,,,0.0
2016,per 100000 population,Aktobe,Population of rural areas,,,,,,0.0
2017,per 100000 population,Aktobe,Population of rural areas,,,,,,0.64
2018,per 100000 population,Aktobe,Population of rural areas,,,,,,0.39
2010,per 100000 population,Almaty,Population of rural areas,,,,,,1.2
2011,per 100000 population,Almaty,Population of rural areas,,,,,,1.66
2012,per 100000 population,Almaty,Population of rural areas,,,,,,0.27
2013,per 100000 population,Almaty,Population of rural areas,,,,,,0.07
2014,per 100000 population,Almaty,Population of rural areas,,,,,,0.2
2015,per 100000 population,Almaty,Population of rural areas,,,,,,0.2
2016,per 100000 population,Almaty,Population of rural areas,,,,,,0.13
2017,per 100000 population,Almaty,Population of rural areas,,,,,,0.2
2018,per 100000 population,Almaty,Population of rural areas,,,,,,0.32
2010,per 100000 population,Atyrau,Population of rural areas,,,,,,0.0
2011,per 100000 population,Atyrau,Population of rural areas,,,,,,0.36
2012,per 100000 population,Atyrau,Population of rural areas,,,,,,0.35
2013,per 100000 population,Atyrau,Population of rural areas,,,,,,0.34
2014,per 100000 population,Atyrau,Population of rural areas,,,,,,0.33
2015,per 100000 population,Atyrau,Population of rural areas,,,,,,1.29
2016,per 100000 population,Atyrau,Population of rural areas,,,,,,0.96
2017,per 100000 population,Atyrau,Population of rural areas,,,,,,0.31
2018,per 100000 population,Atyrau,Population of rural areas,,,,,,0.0
2010,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,0.31
2011,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,0.32
2012,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,1.27
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,0.63
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,1.58
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,0.94
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,1.26
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,0.63
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,0.96
2010,per 100000 population,Zhambyl,Population of rural areas,,,,,,0.48
2011,per 100000 population,Zhambyl,Population of rural areas,,,,,,1.27
2012,per 100000 population,Zhambyl,Population of rural areas,,,,,,0.78
2013,per 100000 population,Zhambyl,Population of rural areas,,,,,,0.47
2014,per 100000 population,Zhambyl,Population of rural areas,,,,,,0.31
2015,per 100000 population,Zhambyl,Population of rural areas,,,,,,0.0
2016,per 100000 population,Zhambyl,Population of rural areas,,,,,,0.6
2017,per 100000 population,Zhambyl,Population of rural areas,,,,,,0.3
2018,per 100000 population,Zhambyl,Population of rural areas,,,,,,0.3
2010,per 100000 population,Karagandy,Population of rural areas,,,,,,1.01
2011,per 100000 population,Karagandy,Population of rural areas,,,,,,2.03
2012,per 100000 population,Karagandy,Population of rural areas,,,,,,3.73
2013,per 100000 population,Karagandy,Population of rural areas,,,,,,1.02
2014,per 100000 population,Karagandy,Population of rural areas,,,,,,2.06
2015,per 100000 population,Karagandy,Population of rural areas,,,,,,2.42
2016,per 100000 population,Karagandy,Population of rural areas,,,,,,2.1
2017,per 100000 population,Karagandy,Population of rural areas,,,,,,0.71
2018,per 100000 population,Karagandy,Population of rural areas,,,,,,1.07
2010,per 100000 population,Kostanay,Population of rural areas,,,,,,0.45
2011,per 100000 population,Kostanay,Population of rural areas,,,,,,0.0
2012,per 100000 population,Kostanay,Population of rural areas,,,,,,0.46
2013,per 100000 population,Kostanay,Population of rural areas,,,,,,0.47
2014,per 100000 population,Kostanay,Population of rural areas,,,,,,0.47
2015,per 100000 population,Kostanay,Population of rural areas,,,,,,0.24
2016,per 100000 population,Kostanay,Population of rural areas,,,,,,0.73
2017,per 100000 population,Kostanay,Population of rural areas,,,,,,0.0
2018,per 100000 population,Kostanay,Population of rural areas,,,,,,0.0
2010,per 100000 population,Kyzylorda,Population of rural areas,,,,,,3.49
2011,per 100000 population,Kyzylorda,Population of rural areas,,,,,,2.45
2012,per 100000 population,Kyzylorda,Population of rural areas,,,,,,0.24
2013,per 100000 population,Kyzylorda,Population of rural areas,,,,,,0.48
2014,per 100000 population,Kyzylorda,Population of rural areas,,,,,,0.24
2015,per 100000 population,Kyzylorda,Population of rural areas,,,,,,0.23
2016,per 100000 population,Kyzylorda,Population of rural areas,,,,,,0.69
2017,per 100000 population,Kyzylorda,Population of rural areas,,,,,,0.0
2018,per 100000 population,Kyzylorda,Population of rural areas,,,,,,0.45
2010,per 100000 population,Mangistau,Population of rural areas,,,,,,0.0
2011,per 100000 population,Mangistau,Population of rural areas,,,,,,1.17
2012,per 100000 population,Mangistau,Population of rural areas,,,,,,0.74
2013,per 100000 population,Mangistau,Population of rural areas,,,,,,0.0
2014,per 100000 population,Mangistau,Population of rural areas,,,,,,0.63
2015,per 100000 population,Mangistau,Population of rural areas,,,,,,0.29
2016,per 100000 population,Mangistau,Population of rural areas,,,,,,0.83
2017,per 100000 population,Mangistau,Population of rural areas,,,,,,0.26
2018,per 100000 population,Mangistau,Population of rural areas,,,,,,0.5
2010,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,1.62
2011,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,0.44
2012,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,0.62
2013,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,0.79
2014,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,0.69
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,0.52
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,1.91
2017,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,3.79
2010,per 100000 population,Pavlodar,Population of rural areas,,,,,,0.43
2011,per 100000 population,Pavlodar,Population of rural areas,,,,,,0.0
2012,per 100000 population,Pavlodar,Population of rural areas,,,,,,0.0
2013,per 100000 population,Pavlodar,Population of rural areas,,,,,,0.0
2014,per 100000 population,Pavlodar,Population of rural areas,,,,,,0.0
2015,per 100000 population,Pavlodar,Population of rural areas,,,,,,1.33
2016,per 100000 population,Pavlodar,Population of rural areas,,,,,,0.45
