Year,Units,Regions,Area,Sex,Education,Marital status,citizenship,GeoCode,Value
2013,per 100000 population,Kyzylorda,,,,,,KZ14,2.32
2014,per 100000 population,Kyzylorda,,,,,,KZ14,1.34
2015,per 100000 population,Kyzylorda,,,,,,KZ14,1.32
2016,per 100000 population,Kyzylorda,,,,,,KZ14,1.04
2017,per 100000 population,Kyzylorda,,,,,,KZ14,1.93
2018,per 100000 population,Kyzylorda,,,,,,KZ14,0.51
2010,per 100000 population,Mangistau,,,,,,KZ09,1.36
2011,per 100000 population,Mangistau,,,,,,KZ09,1.87
2012,per 100000 population,Mangistau,,,,,,KZ09,1.08
2013,per 100000 population,Mangistau,,,,,,KZ09,1.04
2014,per 100000 population,Mangistau,,,,,,KZ09,1.51
2015,per 100000 population,Mangistau,,,,,,KZ09,0.32
2016,per 100000 population,Mangistau,,,,,,KZ09,1.26
2017,per 100000 population,Mangistau,,,,,,KZ09,1.84
2018,per 100000 population,Mangistau,,,,,,KZ09,2.09
2010,per 100000 population,Ontustik Kazakhstan,,,,,,KZ10,2.76
2011,per 100000 population,Ontustik Kazakhstan,,,,,,KZ10,1.77
2012,per 100000 population,Ontustik Kazakhstan,,,,,,KZ10,1.89
2013,per 100000 population,Ontustik Kazakhstan,,,,,,KZ10,3.14
2014,per 100000 population,Ontustik Kazakhstan,,,,,,KZ10,4.13
2015,per 100000 population,Ontustik Kazakhstan,,,,,,KZ10,2.38
2016,per 100000 population,Ontustik Kazakhstan,,,,,,KZ10,2.8
2017,per 100000 population,Ontustik Kazakhstan,,,,,,KZ10,2.58
2010,per 100000 population,Pavlodar,,,,,,KZ11,13.82
2011,per 100000 population,Pavlodar,,,,,,KZ11,8.97
2012,per 100000 population,Pavlodar,,,,,,KZ11,7.48
2013,per 100000 population,Pavlodar,,,,,,KZ11,3.2
2014,per 100000 population,Pavlodar,,,,,,KZ11,3.98
2015,per 100000 population,Pavlodar,,,,,,KZ11,0.92
2016,per 100000 population,Pavlodar,,,,,,KZ11,1.98
2017,per 100000 population,Pavlodar,,,,,,KZ11,0.93
2018,per 100000 population,Pavlodar,,,,,,KZ11,1.72
2010,per 100000 population,Soltustik Kazakhstan,,,,,,KZ16,2.03
2011,per 100000 population,Soltustik Kazakhstan,,,,,,KZ16,1.7
2012,per 100000 population,Soltustik Kazakhstan,,,,,,KZ16,3.61
2013,per 100000 population,Soltustik Kazakhstan,,,,,,KZ16,3.63
2014,per 100000 population,Soltustik Kazakhstan,,,,,,KZ16,3.31
2015,per 100000 population,Soltustik Kazakhstan,,,,,,KZ16,2.45
2016,per 100000 population,Soltustik Kazakhstan,,,,,,KZ16,3.18
2017,per 100000 population,Soltustik Kazakhstan,,,,,,KZ16,2.85
2018,per 100000 population,Soltustik Kazakhstan,,,,,,KZ16,3.41
2018,per 100000 population,Turkistan,,,,,,KZ10,2.52
2010,per 100000 population,Shygys Kazakhstan,,,,,,KZ15,10.16
2011,per 100000 population,Shygys Kazakhstan,,,,,,KZ15,7.45
2012,per 100000 population,Shygys Kazakhstan,,,,,,KZ15,7.31
2013,per 100000 population,Shygys Kazakhstan,,,,,,KZ15,3.66
2014,per 100000 population,Shygys Kazakhstan,,,,,,KZ15,3.87
2015,per 100000 population,Shygys Kazakhstan,,,,,,KZ15,3.58
2016,per 100000 population,Shygys Kazakhstan,,,,,,KZ15,2.58
2017,per 100000 population,Shygys Kazakhstan,,,,,,KZ15,2.74
2018,per 100000 population,Shygys Kazakhstan,,,,,,KZ15,2.9
2010,per 100000 population,Nur-Sultan city,,,,,,KZ05,10.7
2011,per 100000 population,Nur-Sultan city,,,,,,KZ05,8.06
2012,per 100000 population,Nur-Sultan city,,,,,,KZ05,7.63
2013,per 100000 population,Nur-Sultan city,,,,,,KZ05,6.28
2014,per 100000 population,Nur-Sultan city,,,,,,KZ05,5.04
2015,per 100000 population,Nur-Sultan city,,,,,,KZ05,5.22
2016,per 100000 population,Nur-Sultan city,,,,,,KZ05,3.58
2017,per 100000 population,Nur-Sultan city,,,,,,KZ05,3.0
2018,per 100000 population,Nur-Sultan city,,,,,,KZ05,2.85
2010,per 100000 population,Almaty city,,,,,,KZ02,8.99
2011,per 100000 population,Almaty city,,,,,,KZ02,10.62
2012,per 100000 population,Almaty city,,,,,,KZ02,9.1
2013,per 100000 population,Almaty city,,,,,,KZ02,6.84
2014,per 100000 population,Almaty city,,,,,,KZ02,5.15
2015,per 100000 population,Almaty city,,,,,,KZ02,5.2
2016,per 100000 population,Almaty city,,,,,,KZ02,3.94
2017,per 100000 population,Almaty city,,,,,,KZ02,4.28
2018,per 100000 population,Almaty city,,,,,,KZ02,3.06
2018,per 100000 population,Shymkent city,,,,,,KZ18,2.55
2010,per 100000 population,,Population of urban areas,,,,,,8.68
2011,per 100000 population,,Population of urban areas,,,,,,7.33
2012,per 100000 population,,Population of urban areas,,,,,,7.15
2013,per 100000 population,,Population of urban areas,,,,,,5.55
2014,per 100000 population,,Population of urban areas,,,,,,4.75
2015,per 100000 population,,Population of urban areas,,,,,,4.02
2016,per 100000 population,,Population of urban areas,,,,,,3.09
2017,per 100000 population,,Population of urban areas,,,,,,3.12
2018,per 100000 population,,Population of urban areas,,,,,,2.84
2010,per 100000 population,Akmola,Population of urban areas,,,,,,11.97
2011,per 100000 population,Akmola,Population of urban areas,,,,,,11.4
2012,per 100000 population,Akmola,Population of urban areas,,,,,,7.58
2013,per 100000 population,Akmola,Population of urban areas,,,,,,5.21
2014,per 100000 population,Akmola,Population of urban areas,,,,,,8.36
2015,per 100000 population,Akmola,Population of urban areas,,,,,,9.73
2016,per 100000 population,Akmola,Population of urban areas,,,,,,6.86
2017,per 100000 population,Akmola,Population of urban areas,,,,,,6.02
2018,per 100000 population,Akmola,Population of urban areas,,,,,,6.89
2010,per 100000 population,Aktobe,Population of urban areas,,,,,,3.18
2011,per 100000 population,Aktobe,Population of urban areas,,,,,,2.49
2012,per 100000 population,Aktobe,Population of urban areas,,,,,,5.12
2013,per 100000 population,Aktobe,Population of urban areas,,,,,,2.22
2014,per 100000 population,Aktobe,Population of urban areas,,,,,,2.18
2015,per 100000 population,Aktobe,Population of urban areas,,,,,,2.52
2016,per 100000 population,Aktobe,Population of urban areas,,,,,,1.9
2017,per 100000 population,Aktobe,Population of urban areas,,,,,,2.6
2018,per 100000 population,Aktobe,Population of urban areas,,,,,,2.3
2010,per 100000 population,Almaty,Population of urban areas,,,,,,9.42
2011,per 100000 population,Almaty,Population of urban areas,,,,,,8.61
2012,per 100000 population,Almaty,Population of urban areas,,,,,,8.25
2013,per 100000 population,Almaty,Population of urban areas,,,,,,7.69
2014,per 100000 population,Almaty,Population of urban areas,,,,,,3.47
2015,per 100000 population,Almaty,Population of urban areas,,,,,,8.33
2016,per 100000 population,Almaty,Population of urban areas,,,,,,4.86
2017,per 100000 population,Almaty,Population of urban areas,,,,,,4.68
2018,per 100000 population,Almaty,Population of urban areas,,,,,,5.42
2010,per 100000 population,Atyrau,Population of urban areas,,,,,,2.79
2011,per 100000 population,Atyrau,Population of urban areas,,,,,,6.22
2012,per 100000 population,Atyrau,Population of urban areas,,,,,,2.65
2013,per 100000 population,Atyrau,Population of urban areas,,,,,,2.25
2014,per 100000 population,Atyrau,Population of urban areas,,,,,,2.97
2015,per 100000 population,Atyrau,Population of urban areas,,,,,,1.08
2016,per 100000 population,Atyrau,Population of urban areas,,,,,,1.74
2017,per 100000 population,Atyrau,Population of urban areas,,,,,,0.68
2018,per 100000 population,Atyrau,Population of urban areas,,,,,,0.31
2010,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,7.67
2011,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,7.49
2012,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,4.66
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,4.26
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,5.81
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,2.86
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,2.49
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,2.74
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,,,,,,2.38
2010,per 100000 population,Zhambyl,Population of urban areas,,,,,,5.93
2011,per 100000 population,Zhambyl,Population of urban areas,,,,,,6.15
2012,per 100000 population,Zhambyl,Population of urban areas,,,,,,7.29
2013,per 100000 population,Zhambyl,Population of urban areas,,,,,,12.3
2014,per 100000 population,Zhambyl,Population of urban areas,,,,,,3.64
2015,per 100000 population,Zhambyl,Population of urban areas,,,,,,1.57
2016,per 100000 population,Zhambyl,Population of urban areas,,,,,,0.67
2017,per 100000 population,Zhambyl,Population of urban areas,,,,,,1.57
2018,per 100000 population,Zhambyl,Population of urban areas,,,,,,2.24
2010,per 100000 population,Karagandy,Population of urban areas,,,,,,15.4
2011,per 100000 population,Karagandy,Population of urban areas,,,,,,11.3
2012,per 100000 population,Karagandy,Population of urban areas,,,,,,11.7
2013,per 100000 population,Karagandy,Population of urban areas,,,,,,7.64
2014,per 100000 population,Karagandy,Population of urban areas,,,,,,6.37
2015,per 100000 population,Karagandy,Population of urban areas,,,,,,5.4
2016,per 100000 population,Karagandy,Population of urban areas,,,,,,4.19
2017,per 100000 population,Karagandy,Population of urban areas,,,,,,4.1
2018,per 100000 population,Karagandy,Population of urban areas,,,,,,3.64
2010,per 100000 population,Kostanay,Population of urban areas,,,,,,10.17
2011,per 100000 population,Kostanay,Population of urban areas,,,,,,9.44
2012,per 100000 population,Kostanay,Population of urban areas,,,,,,11.6
2013,per 100000 population,Kostanay,Population of urban areas,,,,,,9.05
2014,per 100000 population,Kostanay,Population of urban areas,,,,,,7.21
2015,per 100000 population,Kostanay,Population of urban areas,,,,,,7.55
2016,per 100000 population,Kostanay,Population of urban areas,,,,,,3.42
2017,per 100000 population,Kostanay,Population of urban areas,,,,,,2.76
2018,per 100000 population,Kostanay,Population of urban areas,,,,,,3.37
2010,per 100000 population,Kyzylorda,Population of urban areas,,,,,,1.02
2011,per 100000 population,Kyzylorda,Population of urban areas,,,,,,0.0
2012,per 100000 population,Kyzylorda,Population of urban areas,,,,,,0.33
2013,per 100000 population,Kyzylorda,Population of urban areas,,,,,,1.91
2014,per 100000 population,Kyzylorda,Population of urban areas,,,,,,1.56
2015,per 100000 population,Kyzylorda,Population of urban areas,,,,,,1.21
2016,per 100000 population,Kyzylorda,Population of urban areas,,,,,,1.48
2017,per 100000 population,Kyzylorda,Population of urban areas,,,,,,3.2
2018,per 100000 population,Kyzylorda,Population of urban areas,,,,,,0.86
2010,per 100000 population,Mangistau,Population of urban areas,,,,,,1.47
2011,per 100000 population,Mangistau,Population of urban areas,,,,,,1.43
2012,per 100000 population,Mangistau,Population of urban areas,,,,,,1.05
2013,per 100000 population,Mangistau,Population of urban areas,,,,,,1.03
2014,per 100000 population,Mangistau,Population of urban areas,,,,,,1.43
2015,per 100000 population,Mangistau,Population of urban areas,,,,,,0.37
2016,per 100000 population,Mangistau,Population of urban areas,,,,,,1.1
2017,per 100000 population,Mangistau,Population of urban areas,,,,,,2.21
2018,per 100000 population,Mangistau,Population of urban areas,,,,,,3.33
2010,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,4.51
2011,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,2.95
2012,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,3.09
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,4.72
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,5.7
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,2.69
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,2.95
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,3.1
2018,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,,,,,2.48
2010,per 100000 population,Pavlodar,Population of urban areas,,,,,,12.15
2011,per 100000 population,Pavlodar,Population of urban areas,,,,,,7.79
2012,per 100000 population,Pavlodar,Population of urban areas,,,,,,7.94
2013,per 100000 population,Pavlodar,Population of urban areas,,,,,,4.03
2014,per 100000 population,Pavlodar,Population of urban areas,,,,,,4.36
2015,per 100000 population,Pavlodar,Population of urban areas,,,,,,0.56
2016,per 100000 population,Pavlodar,Population of urban areas,,,,,,1.68
2017,per 100000 population,Pavlodar,Population of urban areas,,,,,,1.12
2018,per 100000 population,Pavlodar,Population of urban areas,,,,,,2.25
2010,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,2.52
2011,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,0.42
2012,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,5.44
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,2.5
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,2.89
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,0.81
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,2.41
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,1.2
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,,,,,0.79
2018,per 100000 population,Turkistan,Population of urban areas,,,,,,2.31
2010,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,11.9
2011,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,7.78
2012,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,7.37
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,2.69
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,3.64
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,2.89
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,1.91
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,1.9
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,,,,,,2.01
2010,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,10.7
2011,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,8.06
2012,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,7.63
2013,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,6.28
2014,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,5.04
2015,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,5.22
2016,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,3.58
2017,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,3.0
2018,per 100000 population,Nur-Sultan city,Population of urban areas,,,,,,2.85
2010,per 100000 population,Almaty city,Population of urban areas,,,,,,8.99
2011,per 100000 population,Almaty city,Population of urban areas,,,,,,10.6
2012,per 100000 population,Almaty city,Population of urban areas,,,,,,9.1
2013,per 100000 population,Almaty city,Population of urban areas,,,,,,6.84
2014,per 100000 population,Almaty city,Population of urban areas,,,,,,5.15
2015,per 100000 population,Almaty city,Population of urban areas,,,,,,5.2
2016,per 100000 population,Almaty city,Population of urban areas,,,,,,3.94
2017,per 100000 population,Almaty city,Population of urban areas,,,,,,4.28
2018,per 100000 population,Almaty city,Population of urban areas,,,,,,3.06
2018,per 100000 population,Shymkent city,Population of urban areas,,,,,,2.55
2010,per 100000 population,,Population of rural areas,,,,,,5.31
2011,per 100000 population,,Population of rural areas,,,,,,4.38
2012,per 100000 population,,Population of rural areas,,,,,,4.26
2013,per 100000 population,,Population of rural areas,,,,,,3.52
2014,per 100000 population,,Population of rural areas,,,,,,3.84
2015,per 100000 population,,Population of rural areas,,,,,,3.37
2016,per 100000 population,,Population of rural areas,,,,,,3.24
2017,per 100000 population,,Population of rural areas,,,,,,2.73
2018,per 100000 population,,Population of rural areas,,,,,,2.67
2010,per 100000 population,Akmola,Population of rural areas,,,,,,10.72
2011,per 100000 population,Akmola,Population of rural areas,,,,,,9.48
2012,per 100000 population,Akmola,Population of rural areas,,,,,,9.51
2013,per 100000 population,Akmola,Population of rural areas,,,,,,7.46
2014,per 100000 population,Akmola,Population of rural areas,,,,,,8.22
2015,per 100000 population,Akmola,Population of rural areas,,,,,,6.65
2016,per 100000 population,Akmola,Population of rural areas,,,,,,7.19
2017,per 100000 population,Akmola,Population of rural areas,,,,,,6.19
2018,per 100000 population,Akmola,Population of rural areas,,,,,,5.89
2010,per 100000 population,Aktobe,Population of rural areas,,,,,,5.69
2011,per 100000 population,Aktobe,Population of rural areas,,,,,,3.0
2012,per 100000 population,Aktobe,Population of rural areas,,,,,,2.31
2013,per 100000 population,Aktobe,Population of rural areas,,,,,,4.88
2014,per 100000 population,Aktobe,Population of rural areas,,,,,,2.89
2015,per 100000 population,Aktobe,Population of rural areas,,,,,,2.24
2016,per 100000 population,Aktobe,Population of rural areas,,,,,,1.91
2017,per 100000 population,Aktobe,Population of rural areas,,,,,,2.24
2018,per 100000 population,Aktobe,Population of rural areas,,,,,,1.57
2010,per 100000 population,Almaty,Population of rural areas,,,,,,6.2
2011,per 100000 population,Almaty,Population of rural areas,,,,,,4.76
2012,per 100000 population,Almaty,Population of rural areas,,,,,,5.2
2013,per 100000 population,Almaty,Population of rural areas,,,,,,3.11
2014,per 100000 population,Almaty,Population of rural areas,,,,,,3.82
2015,per 100000 population,Almaty,Population of rural areas,,,,,,4.64
2016,per 100000 population,Almaty,Population of rural areas,,,,,,3.75
2017,per 100000 population,Almaty,Population of rural areas,,,,,,3.66
2018,per 100000 population,Almaty,Population of rural areas,,,,,,2.87
2010,per 100000 population,Atyrau,Population of rural areas,,,,,,2.54
2011,per 100000 population,Atyrau,Population of rural areas,,,,,,3.57
2012,per 100000 population,Atyrau,Population of rural areas,,,,,,3.51
2013,per 100000 population,Atyrau,Population of rural areas,,,,,,2.37
2014,per 100000 population,Atyrau,Population of rural areas,,,,,,4.26
2015,per 100000 population,Atyrau,Population of rural areas,,,,,,0.65
2016,per 100000 population,Atyrau,Population of rural areas,,,,,,0.96
2017,per 100000 population,Atyrau,Population of rural areas,,,,,,1.25
2018,per 100000 population,Atyrau,Population of rural areas,,,,,,1.34
2010,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,5.64
2011,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,4.73
2012,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,4.13
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,3.17
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,2.52
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,2.82
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,3.14
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,0.95
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,,,,,,4.79
2010,per 100000 population,Zhambyl,Population of rural areas,,,,,,2.75
2011,per 100000 population,Zhambyl,Population of rural areas,,,,,,4.93
2012,per 100000 population,Zhambyl,Population of rural areas,,,,,,5.02
2013,per 100000 population,Zhambyl,Population of rural areas,,,,,,4.03
2014,per 100000 population,Zhambyl,Population of rural areas,,,,,,3.84
2015,per 100000 population,Zhambyl,Population of rural areas,,,,,,1.97
2016,per 100000 population,Zhambyl,Population of rural areas,,,,,,2.56
2017,per 100000 population,Zhambyl,Population of rural areas,,,,,,1.94
2018,per 100000 population,Zhambyl,Population of rural areas,,,,,,1.63
2010,per 100000 population,Karagandy,Population of rural areas,,,,,,6.38
2011,per 100000 population,Karagandy,Population of rural areas,,,,,,4.06
2012,per 100000 population,Karagandy,Population of rural areas,,,,,,8.49
2013,per 100000 population,Karagandy,Population of rural areas,,,,,,2.73
2014,per 100000 population,Karagandy,Population of rural areas,,,,,,2.75
2015,per 100000 population,Karagandy,Population of rural areas,,,,,,5.88
2016,per 100000 population,Karagandy,Population of rural areas,,,,,,2.45
2017,per 100000 population,Karagandy,Population of rural areas,,,,,,2.48
2018,per 100000 population,Karagandy,Population of rural areas,,,,,,0.71
2010,per 100000 population,Kostanay,Population of rural areas,,,,,,12.49
2011,per 100000 population,Kostanay,Population of rural areas,,,,,,10.1
2012,per 100000 population,Kostanay,Population of rural areas,,,,,,7.65
2013,per 100000 population,Kostanay,Population of rural areas,,,,,,7.48
2014,per 100000 population,Kostanay,Population of rural areas,,,,,,9.68
2015,per 100000 population,Kostanay,Population of rural areas,,,,,,7.64
2016,per 100000 population,Kostanay,Population of rural areas,,,,,,7.98
2017,per 100000 population,Kostanay,Population of rural areas,,,,,,3.94
2018,per 100000 population,Kostanay,Population of rural areas,,,,,,3.25
2010,per 100000 population,Kyzylorda,Population of rural areas,,,,,,2.49
2011,per 100000 population,Kyzylorda,Population of rural areas,,,,,,0.74
2012,per 100000 population,Kyzylorda,Population of rural areas,,,,,,0.73
2013,per 100000 population,Kyzylorda,Population of rural areas,,,,,,2.62
2014,per 100000 population,Kyzylorda,Population of rural areas,,,,,,1.18
2015,per 100000 population,Kyzylorda,Population of rural areas,,,,,,1.4
2016,per 100000 population,Kyzylorda,Population of rural areas,,,,,,0.69
2017,per 100000 population,Kyzylorda,Population of rural areas,,,,,,0.92
2018,per 100000 population,Kyzylorda,Population of rural areas,,,,,,0.23
2010,per 100000 population,Mangistau,Population of rural areas,,,,,,1.24
2011,per 100000 population,Mangistau,Population of rural areas,,,,,,2.34
2012,per 100000 population,Mangistau,Population of rural areas,,,,,,1.1
2013,per 100000 population,Mangistau,Population of rural areas,,,,,,1.04
2014,per 100000 population,Mangistau,Population of rural areas,,,,,,1.58
2015,per 100000 population,Mangistau,Population of rural areas,,,,,,0.29
2016,per 100000 population,Mangistau,Population of rural areas,,,,,,1.38
2017,per 100000 population,Mangistau,Population of rural areas,,,,,,1.58
2018,per 100000 population,Mangistau,Population of rural areas,,,,,,1.25
2010,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,1.62
2011,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,1.01
2012,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,1.12
2013,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,2.13
2014,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,3.0
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,2.13
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,2.68
2017,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,2.15
2018,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,,,,,2.58
2010,per 100000 population,Pavlodar,Population of rural areas,,,,,,17.45
2011,per 100000 population,Pavlodar,Population of rural areas,,,,,,11.6
2012,per 100000 population,Pavlodar,Population of rural areas,,,,,,6.47
