Year,Units,Regions,Value
2013,процент к общей площади суши,Zhambyl,15.9
2013,процент к общей площади суши,Karagandy,0.4
2013,процент к общей площади суши,Kostanay,1.2
2013,процент к общей площади суши,Kyzylorda,15.1
2013,процент к общей площади суши,Mangistau,0.7
2013,процент к общей площади суши,Pavlodar,2.1
2013,процент к общей площади суши,Soltustik Kazakhstan,5.6
2013,процент к общей площади суши,Turkistan,14.0
2013,процент к общей площади суши,Shygys Kazakhstan,7.3
2014,процент к общей площади суши,,4.8
2014,процент к общей площади суши,Akmola,2.7
2014,процент к общей площади суши,Aktobe,0.2
2014,процент к общей площади суши,Almaty,8.8
2014,процент к общей площади суши,Atyrau,0.1
2014,процент к общей площади суши,Batys Kazakhstan,0.7
2014,процент к общей площади суши,Zhambyl,15.9
2014,процент к общей площади суши,Karagandy,0.4
2014,процент к общей площади суши,Kostanay,1.2
2014,процент к общей площади суши,Kyzylorda,15.1
2014,процент к общей площади суши,Mangistau,0.7
2014,процент к общей площади суши,Pavlodar,2.1
2014,процент к общей площади суши,Soltustik Kazakhstan,5.6
2014,процент к общей площади суши,Turkistan,14.0
2014,процент к общей площади суши,Shygys Kazakhstan,7.3
2015,процент к общей площади суши,,4.8
2015,процент к общей площади суши,Akmola,2.7
2015,процент к общей площади суши,Aktobe,0.2
2015,процент к общей площади суши,Almaty,8.9
2015,процент к общей площади суши,Atyrau,0.1
2015,процент к общей площади суши,Batys Kazakhstan,0.7
2015,процент к общей площади суши,Zhambyl,15.9
2015,процент к общей площади суши,Karagandy,0.4
2015,процент к общей площади суши,Kostanay,1.2
2015,процент к общей площади суши,Kyzylorda,15.1
2015,процент к общей площади суши,Mangistau,0.7
2015,процент к общей площади суши,Pavlodar,2.1
2015,процент к общей площади суши,Soltustik Kazakhstan,5.7
2015,процент к общей площади суши,Turkistan,14.0
2015,процент к общей площади суши,Shygys Kazakhstan,7.3
2016,процент к общей площади суши,,4.8
2016,процент к общей площади суши,Akmola,2.7
2016,процент к общей площади суши,Aktobe,0.2
2016,процент к общей площади суши,Almaty,8.9
2016,процент к общей площади суши,Atyrau,0.1
2016,процент к общей площади суши,Batys Kazakhstan,0.7
2016,процент к общей площади суши,Zhambyl,15.9
2016,процент к общей площади суши,Karagandy,0.4
2016,процент к общей площади суши,Kostanay,1.2
2016,процент к общей площади суши,Kyzylorda,15.2
2016,процент к общей площади суши,Mangistau,0.7
2016,процент к общей площади суши,Pavlodar,2.1
2016,процент к общей площади суши,Soltustik Kazakhstan,5.7
2016,процент к общей площади суши,Turkistan,14.1
2016,процент к общей площади суши,Shygys Kazakhstan,7.3
2017,процент к общей площади суши,,4.9
2017,процент к общей площади суши,Akmola,2.7
2017,процент к общей площади суши,Aktobe,0.2
2017,процент к общей площади суши,Almaty,9.2
2017,процент к общей площади суши,Atyrau,0.1
2017,процент к общей площади суши,Batys Kazakhstan,0.6
2017,процент к общей площади суши,Zhambyl,16.8
2017,процент к общей площади суши,Karagandy,0.4
2017,процент к общей площади суши,Kostanay,1.3
2017,процент к общей площади суши,Kyzylorda,15.3
2017,процент к общей площади суши,Mangistau,0.8
2017,процент к общей площади суши,Pavlodar,2.1
2017,процент к общей площади суши,Soltustik Kazakhstan,5.7
2017,процент к общей площади суши,Turkistan,14.2
2017,процент к общей площади суши,Shygys Kazakhstan,7.3
2018,процент к общей площади суши,,4.9
2018,процент к общей площади суши,Akmola,2.7
2018,процент к общей площади суши,Aktobe,0.2
2018,процент к общей площади суши,Almaty,9.3
2018,процент к общей площади суши,Atyrau,0.2
2018,процент к общей площади суши,Batys Kazakhstan,0.6
2018,процент к общей площади суши,Zhambyl,16.5
2018,процент к общей площади суши,Karagandy,0.4
2018,процент к общей площади суши,Kostanay,1.3
2018,процент к общей площади суши,Kyzylorda,15.4
2018,процент к общей площади суши,Mangistau,0.8
2018,процент к общей площади суши,Pavlodar,2.1
2018,процент к общей площади суши,Soltustik Kazakhstan,5.7
2018,процент к общей площади суши,Turkistan,14.3
2018,процент к общей площади суши,Shygys Kazakhstan,7.4
2019,процент к общей площади суши,,5.0
2019,процент к общей площади суши,Akmola,2.7
2019,процент к общей площади суши,Aktobe,0.2
2019,процент к общей площади суши,Almaty,10.0
2019,процент к общей площади суши,Atyrau,0.1
2019,процент к общей площади суши,Batys Kazakhstan,0.6
2019,процент к общей площади суши,Zhambyl,16.5
2019,процент к общей площади суши,Karagandy,0.4
2019,процент к общей площади суши,Kostanay,1.3
2019,процент к общей площади суши,Kyzylorda,15.6
2019,процент к общей площади суши,Mangistau,0.8
2019,процент к общей площади суши,Pavlodar,2.2
2019,процент к общей площади суши,Soltustik Kazakhstan,5.7
2019,процент к общей площади суши,Turkistan,14.4
2019,процент к общей площади суши,Shygys Kazakhstan,7.4
