Year,Units,Өңірлер,Аймақ,Жынысы,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2016,100 000 халыққа,Атырау,,,,,,KZ06,11.98
2017,100 000 халыққа,Атырау,,,,,,KZ06,8.96
2018,100 000 халыққа,Атырау,,,,,,KZ06,16.1
2010,100 000 халыққа,Батыс Қазақстан,,,,,,KZ07,14.35
2011,100 000 халыққа,Батыс Қазақстан,,,,,,KZ07,17.2
2012,100 000 халыққа,Батыс Қазақстан,,,,,,KZ07,18.86
2013,100 000 халыққа,Батыс Қазақстан,,,,,,KZ07,18.36
2014,100 000 халыққа,Батыс Қазақстан,,,,,,KZ07,13.24
2015,100 000 халыққа,Батыс Қазақстан,,,,,,KZ07,15.15
2016,100 000 халыққа,Батыс Қазақстан,,,,,,KZ07,14.24
2017,100 000 халыққа,Батыс Қазақстан,,,,,,KZ07,15.21
2018,100 000 халыққа,Батыс Қазақстан,,,,,,KZ07,17.86
2010,100 000 халыққа,Жамбыл,,,,,,KZ17,31.43
2011,100 000 халыққа,Жамбыл,,,,,,KZ17,30.35
2012,100 000 халыққа,Жамбыл,,,,,,KZ17,27.76
2013,100 000 халыққа,Жамбыл,,,,,,KZ17,26.55
2014,100 000 халыққа,Жамбыл,,,,,,KZ17,18.05
2015,100 000 халыққа,Жамбыл,,,,,,KZ17,21.91
2016,100 000 халыққа,Жамбыл,,,,,,KZ17,22.46
2017,100 000 халыққа,Жамбыл,,,,,,KZ17,17.2
2018,100 000 халыққа,Жамбыл,,,,,,KZ17,17.57
2010,100 000 халыққа,Қарағанды,,,,,,KZ12,20.3
2011,100 000 халыққа,Қарағанды,,,,,,KZ12,16.38
2012,100 000 халыққа,Қарағанды,,,,,,KZ12,21.32
2013,100 000 халыққа,Қарағанды,,,,,,KZ12,19.32
2014,100 000 халыққа,Қарағанды,,,,,,KZ12,14.7
2015,100 000 халыққа,Қарағанды,,,,,,KZ12,13.83
2016,100 000 халыққа,Қарағанды,,,,,,KZ12,11.92
2017,100 000 халыққа,Қарағанды,,,,,,KZ12,11.8
2018,100 000 халыққа,Қарағанды,,,,,,KZ12,14.72
2010,100 000 халыққа,Қостанай,,,,,,KZ13,11.67
2011,100 000 халыққа,Қостанай,,,,,,KZ13,11.36
2012,100 000 халыққа,Қостанай,,,,,,KZ13,11.93
2013,100 000 халыққа,Қостанай,,,,,,KZ13,13.4
2014,100 000 халыққа,Қостанай,,,,,,KZ13,16.34
2015,100 000 халыққа,Қостанай,,,,,,KZ13,14.5
2016,100 000 халыққа,Қостанай,,,,,,KZ13,9.3
2017,100 000 халыққа,Қостанай,,,,,,KZ13,10.37
2018,100 000 халыққа,Қостанай,,,,,,KZ13,9.72
2010,100 000 халыққа,Қызылорда,,,,,,KZ14,20.73
2011,100 000 халыққа,Қызылорда,,,,,,KZ14,18.54
2012,100 000 халыққа,Қызылорда,,,,,,KZ14,19.17
2013,100 000 халыққа,Қызылорда,,,,,,KZ14,17.46
2014,100 000 халыққа,Қызылорда,,,,,,KZ14,14.47
2015,100 000 халыққа,Қызылорда,,,,,,KZ14,13.04
2016,100 000 халыққа,Қызылорда,,,,,,KZ14,17.94
2017,100 000 халыққа,Қызылорда,,,,,,KZ14,11.44
2018,100 000 халыққа,Қызылорда,,,,,,KZ14,12.04
2010,100 000 халыққа,Маңғыстау,,,,,,KZ09,21.8
2011,100 000 халыққа,Маңғыстау,,,,,,KZ09,16.45
2012,100 000 халыққа,Маңғыстау,,,,,,KZ09,16.34
2013,100 000 халыққа,Маңғыстау,,,,,,KZ09,20.6
2014,100 000 халыққа,Маңғыстау,,,,,,KZ09,17.25
2015,100 000 халыққа,Маңғыстау,,,,,,KZ09,14.1
2016,100 000 халыққа,Маңғыстау,,,,,,KZ09,16.23
2017,100 000 халыққа,Маңғыстау,,,,,,KZ09,11.05
2018,100 000 халыққа,Маңғыстау,,,,,,KZ09,7.77
2010,100 000 халыққа,Оңтүстік Қазақстан,,,,,,KZ10,32.41
2011,100 000 халыққа,Оңтүстік Қазақстан,,,,,,KZ10,27.13
2012,100 000 халыққа,Оңтүстік Қазақстан,,,,,,KZ10,22.64
2013,100 000 халыққа,Оңтүстік Қазақстан,,,,,,KZ10,23.02
2014,100 000 халыққа,Оңтүстік Қазақстан,,,,,,KZ10,20.65
2015,100 000 халыққа,Оңтүстік Қазақстан,,,,,,KZ10,17.55
2016,100 000 халыққа,Оңтүстік Қазақстан,,,,,,KZ10,19.93
2017,100 000 халыққа,Оңтүстік Қазақстан,,,,,,KZ10,17.63
2010,100 000 халыққа,Павлодар,,,,,,KZ11,16.23
2011,100 000 халыққа,Павлодар,,,,,,KZ11,16.47
2012,100 000 халыққа,Павлодар,,,,,,KZ11,14.97
2013,100 000 халыққа,Павлодар,,,,,,KZ11,12.92
2014,100 000 халыққа,Павлодар,,,,,,KZ11,14.58
2015,100 000 халыққа,Павлодар,,,,,,KZ11,12.55
2016,100 000 халыққа,Павлодар,,,,,,KZ11,12.67
2017,100 000 халыққа,Павлодар,,,,,,KZ11,8.2
2018,100 000 халыққа,Павлодар,,,,,,KZ11,11.27
2010,100 000 халыққа,Солтүстік Қазақстан,,,,,,KZ16,17.59
2011,100 000 халыққа,Солтүстік Қазақстан,,,,,,KZ16,11.76
2012,100 000 халыққа,Солтүстік Қазақстан,,,,,,KZ16,12.55
2013,100 000 халыққа,Солтүстік Қазақстан,,,,,,KZ16,11.42
2014,100 000 халыққа,Солтүстік Қазақстан,,,,,,KZ16,14.11
2015,100 000 халыққа,Солтүстік Қазақстан,,,,,,KZ16,10.34
2016,100 000 халыққа,Солтүстік Қазақстан,,,,,,KZ16,9.36
2017,100 000 халыққа,Солтүстік Қазақстан,,,,,,KZ16,9.09
2018,100 000 халыққа,Солтүстік Қазақстан,,,,,,KZ16,9.7
2018,100 000 халыққа,Түркістан,,,,,,KZ10,18.58
2010,100 000 халыққа,Шығыс Қазақстан,,,,,,KZ15,17.95
2011,100 000 халыққа,Шығыс Қазақстан,,,,,,KZ15,16.11
2012,100 000 халыққа,Шығыс Қазақстан,,,,,,KZ15,16.49
2013,100 000 халыққа,Шығыс Қазақстан,,,,,,KZ15,15.85
2014,100 000 халыққа,Шығыс Қазақстан,,,,,,KZ15,13.12
2015,100 000 халыққа,Шығыс Қазақстан,,,,,,KZ15,14.47
2016,100 000 халыққа,Шығыс Қазақстан,,,,,,KZ15,15.08
2017,100 000 халыққа,Шығыс Қазақстан,,,,,,KZ15,10.17
2018,100 000 халыққа,Шығыс Қазақстан,,,,,,KZ15,10.79
2010,100 000 халыққа,Нұр-Сұлтан қаласы,,,,,,KZ05,14.41
2011,100 000 халыққа,Нұр-Сұлтан қаласы,,,,,,KZ05,10.28
2012,100 000 халыққа,Нұр-Сұлтан қаласы,,,,,,KZ05,11.05
2013,100 000 халыққа,Нұр-Сұлтан қаласы,,,,,,KZ05,13.19
2014,100 000 халыққа,Нұр-Сұлтан қаласы,,,,,,KZ05,8.88
2015,100 000 халыққа,Нұр-Сұлтан қаласы,,,,,,KZ05,8.35
2016,100 000 халыққа,Нұр-Сұлтан қаласы,,,,,,KZ05,8.67
2017,100 000 халыққа,Нұр-Сұлтан қаласы,,,,,,KZ05,8.09
2018,100 000 халыққа,Нұр-Сұлтан қаласы,,,,,,KZ05,8.16
2010,100 000 халыққа,Алматы қаласы,,,,,,KZ02,14.48
2011,100 000 халыққа,Алматы қаласы,,,,,,KZ02,14.11
2012,100 000 халыққа,Алматы қаласы,,,,,,KZ02,14.02
2013,100 000 халыққа,Алматы қаласы,,,,,,KZ02,10.8
2014,100 000 халыққа,Алматы қаласы,,,,,,KZ02,11.94
2015,100 000 халыққа,Алматы қаласы,,,,,,KZ02,8.79
2016,100 000 халыққа,Алматы қаласы,,,,,,KZ02,9.03
2017,100 000 халыққа,Алматы қаласы,,,,,,KZ02,8.24
2018,100 000 халыққа,Алматы қаласы,,,,,,KZ02,10.01
2018,100 000 халыққа,Шымкент қаласы,,,,,,KZ18,11.42
2010,100 000 халыққа,,городское население,,,,,,18.58
2011,100 000 халыққа,,городское население,,,,,,17.11
2012,100 000 халыққа,,городское население,,,,,,16.57
2013,100 000 халыққа,,городское население,,,,,,16.54
2014,100 000 халыққа,,городское население,,,,,,14.47
2015,100 000 халыққа,,городское население,,,,,,13.0
2016,100 000 халыққа,,городское население,,,,,,12.49
2017,100 000 халыққа,,городское население,,,,,,10.82
2018,100 000 халыққа,,городское население,,,,,,11.49
2010,100 000 халыққа,Ақмола,городское население,,,,,,20.74
2011,100 000 халыққа,Ақмола,городское население,,,,,,14.32
2012,100 000 халыққа,Ақмола,городское население,,,,,,13.99
2013,100 000 халыққа,Ақмола,городское население,,,,,,16.51
2014,100 000 халыққа,Ақмола,городское население,,,,,,13.55
2015,100 000 халыққа,Ақмола,городское население,,,,,,10.31
2016,100 000 халыққа,Ақмола,городское население,,,,,,10.86
2017,100 000 халыққа,Ақмола,городское население,,,,,,18.64
2018,100 000 халыққа,Ақмола,городское население,,,,,,10.9
2010,100 000 халыққа,Ақтөбе,городское население,,,,,,13.57
2011,100 000 халыққа,Ақтөбе,городское население,,,,,,12.25
2012,100 000 халыққа,Ақтөбе,городское население,,,,,,14.96
2013,100 000 халыққа,Ақтөбе,городское население,,,,,,17.38
2014,100 000 халыққа,Ақтөбе,городское население,,,,,,16.25
2015,100 000 халыққа,Ақтөбе,городское население,,,,,,14.54
2016,100 000 халыққа,Ақтөбе,городское население,,,,,,10.26
2017,100 000 халыққа,Ақтөбе,городское население,,,,,,8.91
2018,100 000 халыққа,Ақтөбе,городское население,,,,,,11.51
2010,100 000 халыққа,Алматы,городское население,,,,,,26.43
2011,100 000 халыққа,Алматы,городское население,,,,,,26.72
2012,100 000 халыққа,Алматы,городское население,,,,,,27.66
2013,100 000 халыққа,Алматы,городское население,,,,,,32.98
2014,100 000 халыққа,Алматы,городское население,,,,,,26.13
2015,100 000 халыққа,Алматы,городское население,,,,,,28.61
2016,100 000 халыққа,Алматы,городское население,,,,,,24.32
2017,100 000 халыққа,Алматы,городское население,,,,,,17.25
2018,100 000 халыққа,Алматы,городское население,,,,,,17.36
2010,100 000 халыққа,Атырау,городское население,,,,,,4.79
2011,100 000 халыққа,Атырау,городское население,,,,,,21.37
2012,100 000 халыққа,Атырау,городское население,,,,,,23.45
2013,100 000 халыққа,Атырау,городское население,,,,,,18.0
2014,100 000 халыққа,Атырау,городское население,,,,,,11.86
2015,100 000 халыққа,Атырау,городское население,,,,,,8.25
2016,100 000 халыққа,Атырау,городское население,,,,,,10.78
2017,100 000 халыққа,Атырау,городское население,,,,,,6.79
2018,100 000 халыққа,Атырау,городское население,,,,,,16.17
2010,100 000 халыққа,Батыс Қазақстан,городское население,,,,,,12.9
2011,100 000 халыққа,Батыс Қазақстан,городское население,,,,,,20.78
2012,100 000 халыққа,Батыс Қазақстан,городское население,,,,,,21.33
2013,100 000 халыққа,Батыс Қазақстан,городское население,,,,,,19.01
2014,100 000 халыққа,Батыс Қазақстан,городское население,,,,,,13.88
2015,100 000 халыққа,Батыс Қазақстан,городское население,,,,,,15.56
2016,100 000 халыққа,Батыс Қазақстан,городское население,,,,,,13.09
2017,100 000 халыққа,Батыс Қазақстан,городское население,,,,,,14.29
2018,100 000 халыққа,Батыс Қазақстан,городское население,,,,,,18.14
2010,100 000 халыққа,Жамбыл,городское население,,,,,,30.6
2011,100 000 халыққа,Жамбыл,городское население,,,,,,29.59
2012,100 000 халыққа,Жамбыл,городское население,,,,,,25.65
2013,100 000 халыққа,Жамбыл,городское население,,,,,,21.52
2014,100 000 халыққа,Жамбыл,городское население,,,,,,17.97
2015,100 000 халыққа,Жамбыл,городское население,,,,,,19.28
2016,100 000 халыққа,Жамбыл,городское население,,,,,,20.26
2017,100 000 халыққа,Жамбыл,городское население,,,,,,14.34
2018,100 000 халыққа,Жамбыл,городское население,,,,,,15.27
2010,100 000 халыққа,Қарағанды,городское население,,,,,,19.58
2011,100 000 халыққа,Қарағанды,городское население,,,,,,16.23
2012,100 000 халыққа,Қарағанды,городское население,,,,,,18.11
2013,100 000 халыққа,Қарағанды,городское население,,,,,,17.8
2014,100 000 халыққа,Қарағанды,городское население,,,,,,14.68
2015,100 000 халыққа,Қарағанды,городское население,,,,,,13.36
2016,100 000 халыққа,Қарағанды,городское население,,,,,,11.02
2017,100 000 халыққа,Қарағанды,городское население,,,,,,10.19
2018,100 000 халыққа,Қарағанды,городское население,,,,,,13.02
2010,100 000 халыққа,Қостанай,городское население,,,,,,10.17
2011,100 000 халыққа,Қостанай,городское население,,,,,,10.34
2012,100 000 халыққа,Қостанай,городское население,,,,,,7.58
2013,100 000 халыққа,Қостанай,городское население,,,,,,16.12
2014,100 000 халыққа,Қостанай,городское население,,,,,,11.15
2015,100 000 халыққа,Қостанай,городское население,,,,,,11.64
2016,100 000 халыққа,Қостанай,городское население,,,,,,7.26
2017,100 000 халыққа,Қостанай,городское население,,,,,,9.35
2018,100 000 халыққа,Қостанай,городское население,,,,,,10.12
2010,100 000 халыққа,Қызылорда,городское население,,,,,,17.4
2011,100 000 халыққа,Қызылорда,городское население,,,,,,14.39
2012,100 000 халыққа,Қызылорда,городское население,,,,,,19.28
2013,100 000 халыққа,Қызылорда,городское население,,,,,,15.96
2014,100 000 халыққа,Қызылорда,городское население,,,,,,14.65
2015,100 000 халыққа,Қызылорда,городское население,,,,,,13.66
2016,100 000 халыққа,Қызылорда,городское население,,,,,,12.16
2017,100 000 халыққа,Қызылорда,городское население,,,,,,12.52
2018,100 000 халыққа,Қызылорда,городское население,,,,,,11.74
2010,100 000 халыққа,Маңғыстау,городское население,,,,,,23.11
2011,100 000 халыққа,Маңғыстау,городское население,,,,,,20.08
2012,100 000 халыққа,Маңғыстау,городское население,,,,,,15.45
2013,100 000 халыққа,Маңғыстау,городское население,,,,,,17.9
2014,100 000 халыққа,Маңғыстау,городское население,,,,,,14.61
2015,100 000 халыққа,Маңғыстау,городское население,,,,,,15.56
2016,100 000 халыққа,Маңғыстау,городское население,,,,,,12.16
2017,100 000 халыққа,Маңғыстау,городское население,,,,,,10.69
2018,100 000 халыққа,Маңғыстау,городское население,,,,,,8.51
2010,100 000 халыққа,Оңтүстік Қазақстан,городское население,,,,,,32.86
2011,100 000 халыққа,Оңтүстік Қазақстан,городское население,,,,,,26.26
2012,100 000 халыққа,Оңтүстік Қазақстан,городское население,,,,,,20.73
2013,100 000 халыққа,Оңтүстік Қазақстан,городское население,,,,,,21.06
2014,100 000 халыққа,Оңтүстік Қазақстан,городское население,,,,,,22.01
2015,100 000 халыққа,Оңтүстік Қазақстан,городское население,,,,,,16.55
2016,100 000 халыққа,Оңтүстік Қазақстан,городское население,,,,,,19.07
2017,100 000 халыққа,Оңтүстік Қазақстан,городское население,,,,,,16.19
2010,100 000 халыққа,Павлодар,городское население,,,,,,13.32
2011,100 000 халыққа,Павлодар,городское население,,,,,,13.45
2012,100 000 халыққа,Павлодар,городское население,,,,,,14.91
2013,100 000 халыққа,Павлодар,городское население,,,,,,12.08
2014,100 000 халыққа,Павлодар,городское население,,,,,,11.56
2015,100 000 халыққа,Павлодар,городское население,,,,,,10.9
2016,100 000 халыққа,Павлодар,городское население,,,,,,10.1
2017,100 000 халыққа,Павлодар,городское население,,,,,,7.49
2018,100 000 халыққа,Павлодар,городское население,,,,,,9.2
2010,100 000 халыққа,Солтүстік Қазақстан,городское население,,,,,,15.52
2011,100 000 халыққа,Солтүстік Қазақстан,городское население,,,,,,10.47
2012,100 000 халыққа,Солтүстік Қазақстан,городское население,,,,,,10.46
2013,100 000 халыққа,Солтүстік Қазақстан,городское население,,,,,,11.65
2014,100 000 халыққа,Солтүстік Қазақстан,городское население,,,,,,7.84
2015,100 000 халыққа,Солтүстік Қазақстан,городское население,,,,,,10.16
2016,100 000 халыққа,Солтүстік Қазақстан,городское население,,,,,,9.63
2017,100 000 халыққа,Солтүстік Қазақстан,городское население,,,,,,5.6
2018,100 000 халыққа,Солтүстік Қазақстан,городское население,,,,,,5.95
2018,100 000 халыққа,Түркістан,городское население,,,,,,20.05
2010,100 000 халыққа,Шығыс Қазақстан,городское население,,,,,,15.75
2011,100 000 халыққа,Шығыс Қазақстан,городское население,,,,,,15.8
2012,100 000 халыққа,Шығыс Қазақстан,городское население,,,,,,13.39
2013,100 000 халыққа,Шығыс Қазақстан,городское население,,,,,,13.31
2014,100 000 халыққа,Шығыс Қазақстан,городское население,,,,,,11.15
2015,100 000 халыққа,Шығыс Қазақстан,городское население,,,,,,10.94
2016,100 000 халыққа,Шығыс Қазақстан,городское население,,,,,,12.78
2017,100 000 халыққа,Шығыс Қазақстан,городское население,,,,,,8.19
2018,100 000 халыққа,Шығыс Қазақстан,городское население,,,,,,8.26
2010,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,,,,,,14.41
2011,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,,,,,,10.28
2012,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,,,,,,11.05
2013,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,,,,,,13.19
2014,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,,,,,,8.88
2015,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,,,,,,8.35
2016,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,,,,,,8.67
2017,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,,,,,,8.09
2018,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,,,,,,8.16
2010,100 000 халыққа,Алматы қаласы,городское население,,,,,,14.48
2011,100 000 халыққа,Алматы қаласы,городское население,,,,,,14.11
2012,100 000 халыққа,Алматы қаласы,городское население,,,,,,14.02
2013,100 000 халыққа,Алматы қаласы,городское население,,,,,,10.8
2014,100 000 халыққа,Алматы қаласы,городское население,,,,,,11.94
2015,100 000 халыққа,Алматы қаласы,городское население,,,,,,8.79
2016,100 000 халыққа,Алматы қаласы,городское население,,,,,,9.03
2017,100 000 халыққа,Алматы қаласы,городское население,,,,,,8.27
2018,100 000 халыққа,Алматы қаласы,городское население,,,,,,10.01
2018,100 000 халыққа,Шымкент қаласы,городское население,,,,,,11.42
2010,100 000 халыққа,,сельское население,,,,,,23.27
2011,100 000 халыққа,,сельское население,,,,,,22.01
2012,100 000 халыққа,,сельское население,,,,,,22.19
2013,100 000 халыққа,,сельское население,,,,,,22.17
2014,100 000 халыққа,,сельское население,,,,,,18.55
2015,100 000 халыққа,,сельское население,,,,,,17.97
2016,100 000 халыққа,,сельское население,,,,,,18.98
2017,100 000 халыққа,,сельское население,,,,,,16.04
2018,100 000 халыққа,,сельское население,,,,,,15.58
2010,100 000 халыққа,Ақмола,сельское население,,,,,,18.89
2011,100 000 халыққа,Ақмола,сельское население,,,,,,16.4
2012,100 000 халыққа,Ақмола,сельское население,,,,,,15.68
2013,100 000 халыққа,Ақмола,сельское население,,,,,,15.94
2014,100 000 халыққа,Ақмола,сельское население,,,,,,13.62
2015,100 000 халыққа,Ақмола,сельское население,,,,,,11.25
2016,100 000 халыққа,Ақмола,сельское население,,,,,,14.89
2017,100 000 халыққа,Ақмола,сельское население,,,,,,12.11
2018,100 000 халыққа,Ақмола,сельское население,,,,,,10.25
2010,100 000 халыққа,Ақтөбе,сельское население,,,,,,16.4
2011,100 000 халыққа,Ақтөбе,сельское население,,,,,,16.98
2012,100 000 халыққа,Ақтөбе,сельское население,,,,,,20.77
2013,100 000 халыққа,Ақтөбе,сельское население,,,,,,22.1
2014,100 000 халыққа,Ақтөбе,сельское население,,,,,,13.5
2015,100 000 халыққа,Ақтөбе,сельское население,,,,,,16.31
2016,100 000 халыққа,Ақтөбе,сельское население,,,,,,12.75
2017,100 000 халыққа,Ақтөбе,сельское население,,,,,,13.73
2018,100 000 халыққа,Ақтөбе,сельское население,,,,,,15.66
2010,100 000 халыққа,Алматы,сельское население,,,,,,24.09
2011,100 000 халыққа,Алматы,сельское население,,,,,,26.7
2012,100 000 халыққа,Алматы,сельское население,,,,,,26.29
2013,100 000 халыққа,Алматы,сельское население,,,,,,27.2
2014,100 000 халыққа,Алматы,сельское население,,,,,,22.66
2015,100 000 халыққа,Алматы,сельское население,,,,,,22.91
2016,100 000 халыққа,Алматы,сельское население,,,,,,23.25
2017,100 000 халыққа,Алматы,сельское население,,,,,,20.58
2018,100 000 халыққа,Алматы,сельское население,,,,,,16.53
2010,100 000 халыққа,Атырау,сельское население,,,,,,2.9
2011,100 000 халыққа,Атырау,сельское население,,,,,,19.99
2012,100 000 халыққа,Атырау,сельское население,,,,,,17.56
2013,100 000 халыққа,Атырау,сельское население,,,,,,22.39
2014,100 000 халыққа,Атырау,сельское население,,,,,,17.39
2015,100 000 халыққа,Атырау,сельское население,,,,,,15.53
2016,100 000 халыққа,Атырау,сельское население,,,,,,13.08
2017,100 000 халыққа,Атырау,сельское население,,,,,,10.95
2018,100 000 халыққа,Атырау,сельское население,,,,,,16.03
2010,100 000 халыққа,Батыс Қазақстан,сельское население,,,,,,15.66
2011,100 000 халыққа,Батыс Қазақстан,сельское население,,,,,,13.89
2012,100 000 халыққа,Батыс Қазақстан,сельское население,,,,,,16.51
2013,100 000 халыққа,Батыс Қазақстан,сельское население,,,,,,17.73
2014,100 000 халыққа,Батыс Қазақстан,сельское население,,,,,,12.61
2015,100 000 халыққа,Батыс Қазақстан,сельское население,,,,,,14.75
2016,100 000 халыққа,Батыс Қазақстан,сельское население,,,,,,15.39
2017,100 000 халыққа,Батыс Қазақстан,сельское население,,,,,,16.17
2018,100 000 халыққа,Батыс Қазақстан,сельское население,,,,,,17.55
2010,100 000 халыққа,Жамбыл,сельское население,,,,,,31.99
2011,100 000 халыққа,Жамбыл,сельское население,,,,,,30.86
2012,100 000 халыққа,Жамбыл,сельское население,,,,,,29.16
2013,100 000 халыққа,Жамбыл,сельское население,,,,,,29.93
2014,100 000 халыққа,Жамбыл,сельское население,,,,,,18.1
2015,100 000 халыққа,Жамбыл,сельское население,,,,,,23.69
2016,100 000 халыққа,Жамбыл,сельское население,,,,,,23.95
2017,100 000 халыққа,Жамбыл,сельское население,,,,,,19.11
2018,100 000 халыққа,Жамбыл,сельское население,,,,,,19.09
2010,100 000 халыққа,Қарағанды,сельское население,,,,,,22.85
2011,100 000 халыққа,Қарағанды,сельское население,,,,,,16.92
2012,100 000 халыққа,Қарағанды,сельское население,,,,,,32.93
2013,100 000 халыққа,Қарағанды,сельское население,,,,,,24.89
2014,100 000 халыққа,Қарағанды,сельское население,,,,,,14.77
2015,100 000 халыққа,Қарағанды,сельское население,,,,,,15.57
2016,100 000 халыққа,Қарағанды,сельское население,,,,,,15.38
2017,100 000 халыққа,Қарағанды,сельское население,,,,,,18.03
2018,100 000 халыққа,Қарағанды,сельское население,,,,,,21.33
2010,100 000 халыққа,Қостанай,сельское население,,,,,,13.17
2011,100 000 халыққа,Қостанай,сельское население,,,,,,12.39
2012,100 000 халыққа,Қостанай,сельское население,,,,,,16.47
2013,100 000 халыққа,Қостанай,сельское население,,,,,,10.52
2014,100 000 халыққа,Қостанай,сельское население,,,,,,21.95
2015,100 000 халыққа,Қостанай,сельское население,,,,,,17.67
2016,100 000 халыққа,Қостанай,сельское население,,,,,,11.61
2017,100 000 халыққа,Қостанай,сельское население,,,,,,11.56
2018,100 000 халыққа,Қостанай,сельское население,,,,,,9.25
2010,100 000 халыққа,Қызылорда,сельское население,,,,,,23.15
2011,100 000 халыққа,Қызылорда,сельское население,,,,,,21.58
2012,100 000 халыққа,Қызылорда,сельское население,,,,,,19.09
2013,100 000 халыққа,Қызылорда,сельское население,,,,,,18.58
2014,100 000 халыққа,Қызылорда,сельское население,,,,,,14.34
2015,100 000 халыққа,Қызылорда,сельское население,,,,,,12.57
2016,100 000 халыққа,Қызылорда,сельское население,,,,,,22.46
2017,100 000 халыққа,Қызылорда,сельское население,,,,,,10.58
2018,100 000 халыққа,Қызылорда,сельское население,,,,,,12.28
2010,100 000 халыққа,Маңғыстау,сельское население,,,,,,20.33
2011,100 000 халыққа,Маңғыстау,сельское население,,,,,,12.49
2012,100 000 халыққа,Маңғыстау,сельское население,,,,,,17.28
2013,100 000 халыққа,Маңғыстау,сельское население,,,,,,23.33
2014,100 000 халыққа,Маңғыстау,сельское население,,,,,,19.59
2015,100 000 халыққа,Маңғыстау,сельское население,,,,,,12.97
2016,100 000 халыққа,Маңғыстау,сельское население,,,,,,19.6
2017,100 000 халыққа,Маңғыстау,сельское население,,,,,,11.31
2018,100 000 халыққа,Маңғыстау,сельское население,,,,,,7.27
2010,100 000 халыққа,Оңтүстік Қазақстан,сельское население,,,,,,32.12
2011,100 000 халыққа,Оңтүстік Қазақстан,сельское население,,,,,,27.7
2012,100 000 халыққа,Оңтүстік Қазақстан,сельское население,,,,,,23.87
2013,100 000 халыққа,Оңтүстік Қазақстан,сельское население,,,,,,24.29
2014,100 000 халыққа,Оңтүстік Қазақстан,сельское население,,,,,,19.66
2015,100 000 халыққа,Оңтүстік Қазақстан,сельское население,,,,,,18.36
2016,100 000 халыққа,Оңтүстік Қазақстан,сельское население,,,,,,20.64
