Year,Units,Өңірлер,Жынысы,Аймақ,GeoCode,Value
2016,пайыз,Қостанай,,,KZ13,0.3
2017,пайыз,Қостанай,,,KZ13,0.4
2018,пайыз,Қостанай,,,KZ13,0.5
2010,пайыз,Қызылорда,,,KZ14,0.6
2011,пайыз,Қызылорда,,,KZ14,1.0
2012,пайыз,Қызылорда,,,KZ14,0.1
2013,пайыз,Қызылорда,,,KZ14,0.1
2014,пайыз,Қызылорда,,,KZ14,0.7
2015,пайыз,Қызылорда,,,KZ14,0.2
2016,пайыз,Қызылорда,,,KZ14,0.2
2017,пайыз,Қызылорда,,,KZ14,0.1
2018,пайыз,Қызылорда,,,KZ14,0.2
2010,пайыз,Маңғыстау,,,KZ09,1.0
2011,пайыз,Маңғыстау,,,KZ09,0.1
2012,пайыз,Маңғыстау,,,KZ09,0.0
2013,пайыз,Маңғыстау,,,KZ09,0.2
2014,пайыз,Маңғыстау,,,KZ09,0.1
2015,пайыз,Маңғыстау,,,KZ09,0.1
2016,пайыз,Маңғыстау,,,KZ09,0.0
2017,пайыз,Маңғыстау,,,KZ09,0.0
2018,пайыз,Маңғыстау,,,KZ09,0.0
2010,пайыз,Оңтүстік Қазақстан,,,KZ10,1.1
2011,пайыз,Оңтүстік Қазақстан,,,KZ10,0.9
2012,пайыз,Оңтүстік Қазақстан,,,KZ10,0.4
2013,пайыз,Оңтүстік Қазақстан,,,KZ10,0.2
2014,пайыз,Оңтүстік Қазақстан,,,KZ10,0.2
2015,пайыз,Оңтүстік Қазақстан,,,KZ10,0.2
2016,пайыз,Оңтүстік Қазақстан,,,KZ10,0.2
2017,пайыз,Оңтүстік Қазақстан,,,KZ10,0.1
2010,пайыз,Павлодар,,,KZ11,1.3
2011,пайыз,Павлодар,,,KZ11,1.0
2012,пайыз,Павлодар,,,KZ11,0.4
2013,пайыз,Павлодар,,,KZ11,0.5
2014,пайыз,Павлодар,,,KZ11,0.6
2015,пайыз,Павлодар,,,KZ11,0.3
2016,пайыз,Павлодар,,,KZ11,0.1
2017,пайыз,Павлодар,,,KZ11,0.1
2018,пайыз,Павлодар,,,KZ11,0.1
2010,пайыз,Солтүстік Қазақстан,,,KZ16,0.8
2011,пайыз,Солтүстік Қазақстан,,,KZ16,0.2
2012,пайыз,Солтүстік Қазақстан,,,KZ16,0.3
2013,пайыз,Солтүстік Қазақстан,,,KZ16,0.7
2014,пайыз,Солтүстік Қазақстан,,,KZ16,0.4
2015,пайыз,Солтүстік Қазақстан,,,KZ16,0.2
2016,пайыз,Солтүстік Қазақстан,,,KZ16,0.1
2017,пайыз,Солтүстік Қазақстан,,,KZ16,0.2
2018,пайыз,Солтүстік Қазақстан,,,KZ16,0.0
2018,пайыз,Түркістан,,,KZ10,0.1
2010,пайыз,Шығыс Қазақстан,,,KZ15,0.2
2011,пайыз,Шығыс Қазақстан,,,KZ15,0.9
2012,пайыз,Шығыс Қазақстан,,,KZ15,0.1
2013,пайыз,Шығыс Қазақстан,,,KZ15,0.3
2014,пайыз,Шығыс Қазақстан,,,KZ15,0.1
2015,пайыз,Шығыс Қазақстан,,,KZ15,0.2
2016,пайыз,Шығыс Қазақстан,,,KZ15,0.1
2017,пайыз,Шығыс Қазақстан,,,KZ15,0.4
2018,пайыз,Шығыс Қазақстан,,,KZ15,0.3
2010,пайыз,Нұр-Сұлтан қаласы,,,KZ05,0.1
2011,пайыз,Нұр-Сұлтан қаласы,,,KZ05,0.1
2012,пайыз,Нұр-Сұлтан қаласы,,,KZ05,0.3
2013,пайыз,Нұр-Сұлтан қаласы,,,KZ05,0.0
2014,пайыз,Нұр-Сұлтан қаласы,,,KZ05,0.0
2015,пайыз,Нұр-Сұлтан қаласы,,,KZ05,0.2
2016,пайыз,Нұр-Сұлтан қаласы,,,KZ05,0.1
2017,пайыз,Нұр-Сұлтан қаласы,,,KZ05,0.0
2018,пайыз,Нұр-Сұлтан қаласы,,,KZ05,0.0
2010,пайыз,Алматы қаласы,,,KZ02,0.0
2011,пайыз,Алматы қаласы,,,KZ02,0.0
2012,пайыз,Алматы қаласы,,,KZ02,0.0
2013,пайыз,Алматы қаласы,,,KZ02,0.0
2014,пайыз,Алматы қаласы,,,KZ02,0.2
2015,пайыз,Алматы қаласы,,,KZ02,0.1
2016,пайыз,Алматы қаласы,,,KZ02,0.2
2017,пайыз,Алматы қаласы,,,KZ02,0.0
2018,пайыз,Алматы қаласы,,,KZ02,0.0
2018,пайыз,Шымкент қаласы,,,KZ18,0.0
2010,пайыз,,ерлер,,,0.9
2011,пайыз,,ерлер,,,0.9
2012,пайыз,,ерлер,,,0.6
2013,пайыз,,ерлер,,,0.5
2014,пайыз,,ерлер,,,0.4
2015,пайыз,,ерлер,,,0.3
2016,пайыз,,ерлер,,,0.2
2017,пайыз,,ерлер,,,0.2
2018,пайыз,,ерлер,,,0.1
2010,пайыз,Ақмола,ерлер,,,0.3
2011,пайыз,Ақмола,ерлер,,,0.2
2012,пайыз,Ақмола,ерлер,,,0.4
2013,пайыз,Ақмола,ерлер,,,0.0
2014,пайыз,Ақмола,ерлер,,,0.4
2015,пайыз,Ақмола,ерлер,,,0.2
2016,пайыз,Ақмола,ерлер,,,0.3
2017,пайыз,Ақмола,ерлер,,,0.3
2018,пайыз,Ақмола,ерлер,,,0.1
2010,пайыз,Ақтөбе,ерлер,,,0.4
2011,пайыз,Ақтөбе,ерлер,,,0.1
2012,пайыз,Ақтөбе,ерлер,,,0.0
2013,пайыз,Ақтөбе,ерлер,,,0.0
2014,пайыз,Ақтөбе,ерлер,,,0.0
2015,пайыз,Ақтөбе,ерлер,,,0.0
2016,пайыз,Ақтөбе,ерлер,,,0.0
2017,пайыз,Ақтөбе,ерлер,,,0.0
2018,пайыз,Ақтөбе,ерлер,,,0.0
2010,пайыз,Алматы,ерлер,,,1.5
2011,пайыз,Алматы,ерлер,,,1.9
2012,пайыз,Алматы,ерлер,,,1.7
2013,пайыз,Алматы,ерлер,,,1.5
2014,пайыз,Алматы,ерлер,,,0.8
2015,пайыз,Алматы,ерлер,,,0.8
2016,пайыз,Алматы,ерлер,,,0.4
2017,пайыз,Алматы,ерлер,,,0.2
2018,пайыз,Алматы,ерлер,,,0.1
2010,пайыз,Атырау,ерлер,,,0.2
2011,пайыз,Атырау,ерлер,,,0.0
2012,пайыз,Атырау,ерлер,,,0.1
2013,пайыз,Атырау,ерлер,,,0.0
2014,пайыз,Атырау,ерлер,,,0.2
2015,пайыз,Атырау,ерлер,,,0.2
2016,пайыз,Атырау,ерлер,,,0.1
2017,пайыз,Атырау,ерлер,,,0.1
2018,пайыз,Атырау,ерлер,,,0.0
2010,пайыз,Батыс Қазақстан,ерлер,,,1.4
2011,пайыз,Батыс Қазақстан,ерлер,,,0.7
2012,пайыз,Батыс Қазақстан,ерлер,,,0.1
2013,пайыз,Батыс Қазақстан,ерлер,,,0.0
2014,пайыз,Батыс Қазақстан,ерлер,,,0.1
2015,пайыз,Батыс Қазақстан,ерлер,,,0.0
2016,пайыз,Батыс Қазақстан,ерлер,,,0.0
2017,пайыз,Батыс Қазақстан,ерлер,,,0.0
2018,пайыз,Батыс Қазақстан,ерлер,,,0.0
2010,пайыз,Жамбыл,ерлер,,,1.6
2011,пайыз,Жамбыл,ерлер,,,2.1
2012,пайыз,Жамбыл,ерлер,,,1.6
2013,пайыз,Жамбыл,ерлер,,,2.2
2014,пайыз,Жамбыл,ерлер,,,1.2
2015,пайыз,Жамбыл,ерлер,,,1.2
2016,пайыз,Жамбыл,ерлер,,,0.5
2017,пайыз,Жамбыл,ерлер,,,0.7
2018,пайыз,Жамбыл,ерлер,,,0.7
2010,пайыз,Қарағанды,ерлер,,,0.6
2011,пайыз,Қарағанды,ерлер,,,0.4
2012,пайыз,Қарағанды,ерлер,,,0.4
2013,пайыз,Қарағанды,ерлер,,,0.2
2014,пайыз,Қарағанды,ерлер,,,0.5
2015,пайыз,Қарағанды,ерлер,,,0.1
2016,пайыз,Қарағанды,ерлер,,,0.1
2017,пайыз,Қарағанды,ерлер,,,0.1
2018,пайыз,Қарағанды,ерлер,,,0.0
2010,пайыз,Қостанай,ерлер,,,2.6
2011,пайыз,Қостанай,ерлер,,,1.6
2012,пайыз,Қостанай,ерлер,,,1.8
2013,пайыз,Қостанай,ерлер,,,0.6
2014,пайыз,Қостанай,ерлер,,,0.5
2015,пайыз,Қостанай,ерлер,,,0.4
2016,пайыз,Қостанай,ерлер,,,0.4
2017,пайыз,Қостанай,ерлер,,,0.4
2018,пайыз,Қостанай,ерлер,,,0.5
2010,пайыз,Қызылорда,ерлер,,,0.7
2011,пайыз,Қызылорда,ерлер,,,1.1
2012,пайыз,Қызылорда,ерлер,,,0.2
2013,пайыз,Қызылорда,ерлер,,,0.3
2014,пайыз,Қызылорда,ерлер,,,0.6
2015,пайыз,Қызылорда,ерлер,,,0.2
2016,пайыз,Қызылорда,ерлер,,,0.2
2017,пайыз,Қызылорда,ерлер,,,0.1
2018,пайыз,Қызылорда,ерлер,,,0.2
2010,пайыз,Маңғыстау,ерлер,,,0.9
2011,пайыз,Маңғыстау,ерлер,,,0.1
2012,пайыз,Маңғыстау,ерлер,,,0.0
2013,пайыз,Маңғыстау,ерлер,,,0.2
2014,пайыз,Маңғыстау,ерлер,,,0.1
2015,пайыз,Маңғыстау,ерлер,,,0.0
2016,пайыз,Маңғыстау,ерлер,,,0.0
2017,пайыз,Маңғыстау,ерлер,,,0.0
2018,пайыз,Маңғыстау,ерлер,,,0.0
2010,пайыз,Оңтүстік Қазақстан,ерлер,,,1.1
2011,пайыз,Оңтүстік Қазақстан,ерлер,,,0.8
2012,пайыз,Оңтүстік Қазақстан,ерлер,,,0.4
2013,пайыз,Оңтүстік Қазақстан,ерлер,,,0.2
2014,пайыз,Оңтүстік Қазақстан,ерлер,,,0.2
2015,пайыз,Оңтүстік Қазақстан,ерлер,,,0.2
2016,пайыз,Оңтүстік Қазақстан,ерлер,,,0.2
2017,пайыз,Оңтүстік Қазақстан,ерлер,,,0.1
2010,пайыз,Павлодар,ерлер,,,1.9
2011,пайыз,Павлодар,ерлер,,,1.3
2012,пайыз,Павлодар,ерлер,,,0.5
2013,пайыз,Павлодар,ерлер,,,0.4
2014,пайыз,Павлодар,ерлер,,,0.6
2015,пайыз,Павлодар,ерлер,,,0.4
2016,пайыз,Павлодар,ерлер,,,0.1
2017,пайыз,Павлодар,ерлер,,,0.2
2018,пайыз,Павлодар,ерлер,,,0.1
2010,пайыз,Солтүстік Қазақстан,ерлер,,,0.7
2011,пайыз,Солтүстік Қазақстан,ерлер,,,0.2
2012,пайыз,Солтүстік Қазақстан,ерлер,,,0.1
2013,пайыз,Солтүстік Қазақстан,ерлер,,,0.6
2014,пайыз,Солтүстік Қазақстан,ерлер,,,0.5
2015,пайыз,Солтүстік Қазақстан,ерлер,,,0.2
2016,пайыз,Солтүстік Қазақстан,ерлер,,,0.1
2017,пайыз,Солтүстік Қазақстан,ерлер,,,0.2
2018,пайыз,Солтүстік Қазақстан,ерлер,,,0.0
2018,пайыз,Түркістан,ерлер,,,0.1
2010,пайыз,Шығыс Қазақстан,ерлер,,,0.1
2011,пайыз,Шығыс Қазақстан,ерлер,,,1.2
2012,пайыз,Шығыс Қазақстан,ерлер,,,0.2
2013,пайыз,Шығыс Қазақстан,ерлер,,,0.2
2014,пайыз,Шығыс Қазақстан,ерлер,,,0.2
2015,пайыз,Шығыс Қазақстан,ерлер,,,0.3
2016,пайыз,Шығыс Қазақстан,ерлер,,,0.1
2017,пайыз,Шығыс Қазақстан,ерлер,,,0.4
2018,пайыз,Шығыс Қазақстан,ерлер,,,0.5
2010,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.0
2011,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.0
2012,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.6
2013,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.0
2014,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.0
2015,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.2
2016,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.1
2017,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.0
2018,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.0
2010,пайыз,Алматы қаласы,ерлер,,,0.0
2011,пайыз,Алматы қаласы,ерлер,,,0.0
2012,пайыз,Алматы қаласы,ерлер,,,0.0
2013,пайыз,Алматы қаласы,ерлер,,,0.0
2014,пайыз,Алматы қаласы,ерлер,,,0.1
2015,пайыз,Алматы қаласы,ерлер,,,0.1
2016,пайыз,Алматы қаласы,ерлер,,,0.1
2017,пайыз,Алматы қаласы,ерлер,,,0.0
2018,пайыз,Алматы қаласы,ерлер,,,0.0
2018,пайыз,Шымкент қаласы,ерлер,,,0.0
2010,пайыз,,әйелдер,,,0.8
2011,пайыз,,әйелдер,,,0.8
2012,пайыз,,әйелдер,,,0.6
2013,пайыз,,әйелдер,,,0.4
2014,пайыз,,әйелдер,,,0.3
2015,пайыз,,әйелдер,,,0.3
2016,пайыз,,әйелдер,,,0.2
2017,пайыз,,әйелдер,,,0.1
2018,пайыз,,әйелдер,,,0.1
2010,пайыз,Ақмола,әйелдер,,,0.1
2011,пайыз,Ақмола,әйелдер,,,0.1
2012,пайыз,Ақмола,әйелдер,,,0.4
2013,пайыз,Ақмола,әйелдер,,,0.3
2014,пайыз,Ақмола,әйелдер,,,0.2
2015,пайыз,Ақмола,әйелдер,,,0.1
2016,пайыз,Ақмола,әйелдер,,,0.1
2017,пайыз,Ақмола,әйелдер,,,0.3
2018,пайыз,Ақмола,әйелдер,,,0.1
2010,пайыз,Ақтөбе,әйелдер,,,0.7
2011,пайыз,Ақтөбе,әйелдер,,,0.0
2012,пайыз,Ақтөбе,әйелдер,,,0.1
2013,пайыз,Ақтөбе,әйелдер,,,0.0
2014,пайыз,Ақтөбе,әйелдер,,,0.0
2015,пайыз,Ақтөбе,әйелдер,,,0.1
2016,пайыз,Ақтөбе,әйелдер,,,0.0
2017,пайыз,Ақтөбе,әйелдер,,,0.0
2018,пайыз,Ақтөбе,әйелдер,,,0.0
2010,пайыз,Алматы,әйелдер,,,0.6
2011,пайыз,Алматы,әйелдер,,,1.6
2012,пайыз,Алматы,әйелдер,,,1.5
2013,пайыз,Алматы,әйелдер,,,1.0
2014,пайыз,Алматы,әйелдер,,,0.7
2015,пайыз,Алматы,әйелдер,,,0.6
2016,пайыз,Алматы,әйелдер,,,0.4
2017,пайыз,Алматы,әйелдер,,,0.2
2018,пайыз,Алматы,әйелдер,,,0.1
2010,пайыз,Атырау,әйелдер,,,0.2
2011,пайыз,Атырау,әйелдер,,,0.0
2012,пайыз,Атырау,әйелдер,,,0.1
2013,пайыз,Атырау,әйелдер,,,0.1
2014,пайыз,Атырау,әйелдер,,,0.2
2015,пайыз,Атырау,әйелдер,,,0.1
2016,пайыз,Атырау,әйелдер,,,0.3
2017,пайыз,Атырау,әйелдер,,,0.0
2018,пайыз,Атырау,әйелдер,,,0.0
2010,пайыз,Батыс Қазақстан,әйелдер,,,1.0
2011,пайыз,Батыс Қазақстан,әйелдер,,,0.4
2012,пайыз,Батыс Қазақстан,әйелдер,,,0.0
2013,пайыз,Батыс Қазақстан,әйелдер,,,0.0
2014,пайыз,Батыс Қазақстан,әйелдер,,,0.1
2015,пайыз,Батыс Қазақстан,әйелдер,,,0.0
2016,пайыз,Батыс Қазақстан,әйелдер,,,0.0
2017,пайыз,Батыс Қазақстан,әйелдер,,,0.0
2018,пайыз,Батыс Қазақстан,әйелдер,,,0.0
2010,пайыз,Жамбыл,әйелдер,,,0.9
2011,пайыз,Жамбыл,әйелдер,,,1.6
2012,пайыз,Жамбыл,әйелдер,,,1.9
2013,пайыз,Жамбыл,әйелдер,,,2.1
2014,пайыз,Жамбыл,әйелдер,,,0.9
2015,пайыз,Жамбыл,әйелдер,,,1.2
2016,пайыз,Жамбыл,әйелдер,,,0.5
2017,пайыз,Жамбыл,әйелдер,,,0.5
2018,пайыз,Жамбыл,әйелдер,,,1.1
2010,пайыз,Қарағанды,әйелдер,,,1.0
2011,пайыз,Қарағанды,әйелдер,,,0.7
2012,пайыз,Қарағанды,әйелдер,,,0.6
2013,пайыз,Қарағанды,әйелдер,,,0.1
2014,пайыз,Қарағанды,әйелдер,,,0.4
2015,пайыз,Қарағанды,әйелдер,,,0.2
2016,пайыз,Қарағанды,әйелдер,,,0.1
2017,пайыз,Қарағанды,әйелдер,,,0.1
2018,пайыз,Қарағанды,әйелдер,,,0.0
2010,пайыз,Қостанай,әйелдер,,,3.9
2011,пайыз,Қостанай,әйелдер,,,2.7
2012,пайыз,Қостанай,әйелдер,,,1.9
2013,пайыз,Қостанай,әйелдер,,,0.6
2014,пайыз,Қостанай,әйелдер,,,0.3
2015,пайыз,Қостанай,әйелдер,,,0.4
2016,пайыз,Қостанай,әйелдер,,,0.3
2017,пайыз,Қостанай,әйелдер,,,0.4
2018,пайыз,Қостанай,әйелдер,,,0.5
2010,пайыз,Қызылорда,әйелдер,,,0.5
2011,пайыз,Қызылорда,әйелдер,,,0.8
2012,пайыз,Қызылорда,әйелдер,,,0.1
2013,пайыз,Қызылорда,әйелдер,,,0.0
2014,пайыз,Қызылорда,әйелдер,,,0.7
2015,пайыз,Қызылорда,әйелдер,,,0.2
2016,пайыз,Қызылорда,әйелдер,,,0.2
2017,пайыз,Қызылорда,әйелдер,,,0.0
2018,пайыз,Қызылорда,әйелдер,,,0.2
2010,пайыз,Маңғыстау,әйелдер,,,1.1
2011,пайыз,Маңғыстау,әйелдер,,,0.1
2012,пайыз,Маңғыстау,әйелдер,,,0.0
2013,пайыз,Маңғыстау,әйелдер,,,0.2
2014,пайыз,Маңғыстау,әйелдер,,,0.0
2015,пайыз,Маңғыстау,әйелдер,,,0.2
2016,пайыз,Маңғыстау,әйелдер,,,0.0
2017,пайыз,Маңғыстау,әйелдер,,,0.0
2018,пайыз,Маңғыстау,әйелдер,,,0.0
2010,пайыз,Оңтүстік Қазақстан,әйелдер,,,1.0
2011,пайыз,Оңтүстік Қазақстан,әйелдер,,,1.0
2012,пайыз,Оңтүстік Қазақстан,әйелдер,,,0.4
2013,пайыз,Оңтүстік Қазақстан,әйелдер,,,0.2
2014,пайыз,Оңтүстік Қазақстан,әйелдер,,,0.2
2015,пайыз,Оңтүстік Қазақстан,әйелдер,,,0.1
2016,пайыз,Оңтүстік Қазақстан,әйелдер,,,0.2
2017,пайыз,Оңтүстік Қазақстан,әйелдер,,,0.0
2010,пайыз,Павлодар,әйелдер,,,0.7
2011,пайыз,Павлодар,әйелдер,,,0.6
2012,пайыз,Павлодар,әйелдер,,,0.3
2013,пайыз,Павлодар,әйелдер,,,0.6
2014,пайыз,Павлодар,әйелдер,,,0.5
2015,пайыз,Павлодар,әйелдер,,,0.2
2016,пайыз,Павлодар,әйелдер,,,0.1
2017,пайыз,Павлодар,әйелдер,,,0.1
2018,пайыз,Павлодар,әйелдер,,,0.1
2010,пайыз,Солтүстік Қазақстан,әйелдер,,,0.8
2011,пайыз,Солтүстік Қазақстан,әйелдер,,,0.2
2012,пайыз,Солтүстік Қазақстан,әйелдер,,,0.4
2013,пайыз,Солтүстік Қазақстан,әйелдер,,,0.9
2014,пайыз,Солтүстік Қазақстан,әйелдер,,,0.3
2015,пайыз,Солтүстік Қазақстан,әйелдер,,,0.3
2016,пайыз,Солтүстік Қазақстан,әйелдер,,,0.1
2017,пайыз,Солтүстік Қазақстан,әйелдер,,,0.1
2018,пайыз,Солтүстік Қазақстан,әйелдер,,,0.1
2018,пайыз,Түркістан,әйелдер,,,0.1
2010,пайыз,Шығыс Қазақстан,әйелдер,,,0.2
2011,пайыз,Шығыс Қазақстан,әйелдер,,,0.6
2012,пайыз,Шығыс Қазақстан,әйелдер,,,0.1
2013,пайыз,Шығыс Қазақстан,әйелдер,,,0.4
2014,пайыз,Шығыс Қазақстан,әйелдер,,,0.1
2015,пайыз,Шығыс Қазақстан,әйелдер,,,0.1
2016,пайыз,Шығыс Қазақстан,әйелдер,,,0.1
2017,пайыз,Шығыс Қазақстан,әйелдер,,,0.3
2018,пайыз,Шығыс Қазақстан,әйелдер,,,0.2
2010,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.2
2011,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.1
2012,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.0
2013,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.0
2014,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.0
2015,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.2
2016,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.0
2017,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.0
2018,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.0
2010,пайыз,Алматы қаласы,әйелдер,,,0.1
2011,пайыз,Алматы қаласы,әйелдер,,,0.0
2012,пайыз,Алматы қаласы,әйелдер,,,0.0
2013,пайыз,Алматы қаласы,әйелдер,,,0.0
2014,пайыз,Алматы қаласы,әйелдер,,,0.2
2015,пайыз,Алматы қаласы,әйелдер,,,0.1
2016,пайыз,Алматы қаласы,әйелдер,,,0.3
2017,пайыз,Алматы қаласы,әйелдер,,,0.0
2018,пайыз,Алматы қаласы,әйелдер,,,0.0
2018,пайыз,Шымкент қаласы,әйелдер,,,0.0
2010,пайыз,,,қала,,0.3
2011,пайыз,,,қала,,0.2
2012,пайыз,,,қала,,0.2
2013,пайыз,,,қала,,0.2
2014,пайыз,,,қала,,0.2
2015,пайыз,,,қала,,0.1
2016,пайыз,,,қала,,0.1
2017,пайыз,,,қала,,0.1
2018,пайыз,,,қала,,0.0
2010,пайыз,Ақмола,,қала,,0.0
2011,пайыз,Ақмола,,қала,,0.1
2012,пайыз,Ақмола,,қала,,0.3
2013,пайыз,Ақмола,,қала,,0.0
2014,пайыз,Ақмола,,қала,,0.1
2015,пайыз,Ақмола,,қала,,0.1
2016,пайыз,Ақмола,,қала,,0.0
2017,пайыз,Ақмола,,қала,,0.1
2018,пайыз,Ақмола,,қала,,0.0
2010,пайыз,Ақтөбе,,қала,,0.1
2011,пайыз,Ақтөбе,,қала,,0.0
2012,пайыз,Ақтөбе,,қала,,0.0
2013,пайыз,Ақтөбе,,қала,,0.0
2014,пайыз,Ақтөбе,,қала,,0.0
2015,пайыз,Ақтөбе,,қала,,0.1
2016,пайыз,Ақтөбе,,қала,,0.0
2017,пайыз,Ақтөбе,,қала,,0.0
2018,пайыз,Ақтөбе,,қала,,0.0
2010,пайыз,Алматы,,қала,,0.1
2011,пайыз,Алматы,,қала,,0.1
2012,пайыз,Алматы,,қала,,1.2
2013,пайыз,Алматы,,қала,,1.9
2014,пайыз,Алматы,,қала,,0.5
2015,пайыз,Алматы,,қала,,0.1
2016,пайыз,Алматы,,қала,,0.1
2017,пайыз,Алматы,,қала,,0.1
2018,пайыз,Алматы,,қала,,0.0
2010,пайыз,Атырау,,қала,,0.0
2011,пайыз,Атырау,,қала,,0.0
2012,пайыз,Атырау,,қала,,0.0
2013,пайыз,Атырау,,қала,0.0,
2014,пайыз,Атырау,,қала,,0.1
2015,пайыз,Атырау,,қала,,0.2
2016,пайыз,Атырау,,қала,,0.1
2017,пайыз,Атырау,,қала,,0.1
2018,пайыз,Атырау,,қала,,0.0
2010,пайыз,Батыс Қазақстан,,қала,,0.0
2011,пайыз,Батыс Қазақстан,,қала,,0.1
2012,пайыз,Батыс Қазақстан,,қала,,0.0
2013,пайыз,Батыс Қазақстан,,қала,,0.0
2014,пайыз,Батыс Қазақстан,,қала,,0.0
2015,пайыз,Батыс Қазақстан,,қала,,0.0
2016,пайыз,Батыс Қазақстан,,қала,,0.0
2017,пайыз,Батыс Қазақстан,,қала,,0.0
