Year,Units,Өңірлер,GeoCode,Value
2013,100 мың тірі туылғанға,Жамбыл,KZ17,14.8
2014,100 мың тірі туылғанға,Жамбыл,KZ17,18.1
2015,100 мың тірі туылғанға,Жамбыл,KZ17,3.8
2016,100 мың тірі туылғанға,Жамбыл,KZ17,11.5
2017,100 мың тірі туылғанға,Жамбыл,KZ17,12.2
2018,100 мың тірі туылғанға,Жамбыл,KZ17,8.0
2010,100 мың тірі туылғанға,Қарағанды,KZ12,4.2
2011,100 мың тірі туылғанға,Қарағанды,KZ12,8.2
2012,100 мың тірі туылғанға,Қарағанды,KZ12,16.2
2013,100 мың тірі туылғанға,Қарағанды,KZ12,4.1
2014,100 мың тірі туылғанға,Қарағанды,KZ12,16.1
2015,100 мың тірі туылғанға,Қарағанды,KZ12,32.7
2016,100 мың тірі туылғанға,Қарағанды,KZ12,29.4
2017,100 мың тірі туылғанға,Қарағанды,KZ12,13.2
2018,100 мың тірі туылғанға,Қарағанды,KZ12,26.2
2010,100 мың тірі туылғанға,Қостанай,KZ13,15.4
2011,100 мың тірі туылғанға,Қостанай,KZ13,15.7
2013,100 мың тірі туылғанға,Қостанай,KZ13,15.3
2014,100 мың тірі туылғанға,Қостанай,KZ13,15.7
2015,100 мың тірі туылғанға,Қостанай,KZ13,0.0
2016,100 мың тірі туылғанға,Қостанай,KZ13,32.7
2017,100 мың тірі туылғанға,Қостанай,KZ13,17.1
2018,100 мың тірі туылғанға,Қостанай,KZ13,8.7
2010,100 мың тірі туылғанға,Қызылорда,KZ14,35.0
2011,100 мың тірі туылғанға,Қызылорда,KZ14,10.4
2012,100 мың тірі туылғанға,Қызылорда,KZ14,15.0
2013,100 мың тірі туылғанға,Қызылорда,KZ14,10.6
2014,100 мың тірі туылғанға,Қызылорда,KZ14,10.0
2015,100 мың тірі туылғанға,Қызылорда,KZ14,48.8
2016,100 мың тірі туылғанға,Қызылорда,KZ14,5.3
2017,100 мың тірі туылғанға,Қызылорда,KZ14,0.0
2018,100 мың тірі туылғанға,Қызылорда,KZ14,10.7
2010,100 мың тірі туылғанға,Маңғыстау,KZ09,6.5
2011,100 мың тірі туылғанға,Маңғыстау,KZ09,24.7
2012,100 мың тірі туылғанға,Маңғыстау,KZ09,5.9
2013,100 мың тірі туылғанға,Маңғыстау,KZ09,11.0
2014,100 мың тірі туылғанға,Маңғыстау,KZ09,26.6
2015,100 мың тірі туылғанға,Маңғыстау,KZ09,5.2
2016,100 мың тірі туылғанға,Маңғыстау,KZ09,5.1
2017,100 мың тірі туылғанға,Маңғыстау,KZ09,10.3
2018,100 мың тірі туылғанға,Маңғыстау,KZ09,25.1
2010,100 мың тірі туылғанға,Оңтүстік Қазақстан,KZ10,26.7
2011,100 мың тірі туылғанға,Оңтүстік Қазақстан,KZ10,16.8
2012,100 мың тірі туылғанға,Оңтүстік Қазақстан,KZ10,20.6
2013,100 мың тірі туылғанға,Оңтүстік Қазақстан,KZ10,10.2
2014,100 мың тірі туылғанға,Оңтүстік Қазақстан,KZ10,15.5
2015,100 мың тірі туылғанға,Оңтүстік Қазақстан,KZ10,15.6
2016,100 мың тірі туылғанға,Оңтүстік Қазақстан,KZ10,16.0
2017,100 мың тірі туылғанға,Оңтүстік Қазақстан,KZ10,16.8
2010,100 мың тірі туылғанға,Павлодар,KZ11,16.3
2011,100 мың тірі туылғанға,Павлодар,KZ11,7.8
2012,100 мың тірі туылғанға,Павлодар,KZ11,15.5
2013,100 мың тірі туылғанға,Павлодар,KZ11,15.4
2014,100 мың тірі туылғанға,Павлодар,KZ11,0.0
2015,100 мың тірі туылғанға,Павлодар,KZ11,13.1
2016,100 мың тірі туылғанға,Павлодар,KZ11,0.0
2017,100 мың тірі туылғанға,Павлодар,KZ11,28.5
2018,100 мың тірі туылғанға,Павлодар,KZ11,8.5
2010,100 мың тірі туылғанға,Солтүстік Қазақстан,KZ16,24.0
2012,100 мың тірі туылғанға,Солтүстік Қазақстан,KZ16,12.2
2013,100 мың тірі туылғанға,Солтүстік Қазақстан,KZ16,12.5
2014,100 мың тірі туылғанға,Солтүстік Қазақстан,KZ16,17.7
2015,100 мың тірі туылғанға,Солтүстік Қазақстан,KZ16,15.2
2016,100 мың тірі туылғанға,Солтүстік Қазақстан,KZ16,18.9
2017,100 мың тірі туылғанға,Солтүстік Қазақстан,KZ16,18.3
2018,100 мың тірі туылғанға,Солтүстік Қазақстан,KZ16,14.8
2018,100 мың тірі туылғанға,Түркістан,KZ10,10.3
2010,100 мың тірі туылғанға,Шығыс Қазақстан,KZ15,21.5
2011,100 мың тірі туылғанға,Шығыс Қазақстан,KZ15,22.4
2012,100 мың тірі туылғанға,Шығыс Қазақстан,KZ15,13.2
2013,100 мың тірі туылғанға,Шығыс Қазақстан,KZ15,8.9
2014,100 мың тірі туылғанға,Шығыс Қазақстан,KZ15,25.8
2015,100 мың тірі туылғанға,Шығыс Қазақстан,KZ15,22.3
2016,100 мың тірі туылғанға,Шығыс Қазақстан,KZ15,17.8
2017,100 мың тірі туылғанға,Шығыс Қазақстан,KZ15,18.4
2018,100 мың тірі туылғанға,Шығыс Қазақстан,KZ15,14.0
2010,100 мың тірі туылғанға,Нұр-Сұлтан қаласы,KZ05,27.6
2011,100 мың тірі туылғанға,Нұр-Сұлтан қаласы,KZ05,10.4
2013,100 мың тірі туылғанға,Нұр-Сұлтан қаласы,KZ05,17.7
2014,100 мың тірі туылғанға,Нұр-Сұлтан қаласы,KZ05,16.3
2015,100 мың тірі туылғанға,Нұр-Сұлтан қаласы,KZ05,7.7
2016,100 мың тірі туылғанға,Нұр-Сұлтан қаласы,KZ05,11.0
2017,100 мың тірі туылғанға,Нұр-Сұлтан қаласы,KZ05,6.5
2018,100 мың тірі туылғанға,Нұр-Сұлтан қаласы,KZ05,29.0
2010,100 мың тірі туылғанға,Алматы қаласы,KZ02,6.0
2011,100 мың тірі туылғанға,Алматы қаласы,KZ02,15.5
2012,100 мың тірі туылғанға,Алматы қаласы,KZ02,13.0
2013,100 мың тірі туылғанға,Алматы қаласы,KZ02,10.2
2014,100 мың тірі туылғанға,Алматы қаласы,KZ02,4.8
2015,100 мың тірі туылғанға,Алматы қаласы,KZ02,2.4
2016,100 мың тірі туылғанға,Алматы қаласы,KZ02,7.9
2017,100 мың тірі туылғанға,Алматы қаласы,KZ02,14.7
2018,100 мың тірі туылғанға,Алматы қаласы,KZ02,8.9
2018,100 мың тірі туылғанға,Шымкент қаласы,KZ18,19.6
