Year,Units,Возраст,Местность,Регионы,Value
2010,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Западно-Казахстанская,0.0
2010,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Жамбылская,0.0
2010,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Карагандинская,0.0
2010,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Костанайская,0.0
2010,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Кызылординская,0.0
2010,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Мангистауская,0.0
2010,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Южно-Казахстанская,0.013003224799750338
2010,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Павлодарская,0.24998437597650147
2010,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Северо-Казахстанская,0.08231468905626209
2010,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Восточно-Казахстанская,0.04944620253164557
2010,на 1 000 женщин,в возрасте от 15 до - 19 лет,,,28.26355987484842
2010,на 1 000 женщин,,,Акмолинская,33.42636895268474
2010,на 1 000 женщин,,,Актюбинская,21.839371674689637
2010,на 1 000 женщин,,,Алматинская,30.749137046366265
2010,на 1 000 женщин,,,Атырауская,42.38024950967507
2010,на 1 000 женщин,,,Западно-Казахстанская,26.085191949379233
2010,на 1 000 женщин,,,Жамбылская,36.693411909928926
2010,на 1 000 женщин,,,Карагандинская,29.27261975162626
2010,на 1 000 женщин,,,Костанайская,25.815217391304348
2010,на 1 000 женщин,,,Кызылординская,23.190213616454276
2010,на 1 000 женщин,,,Мангистауская,39.68056934789805
2010,на 1 000 женщин,,,Южно-Казахстанская,30.066937342258313
2010,на 1 000 женщин,,,Павлодарская,27.558505064617535
2010,на 1 000 женщин,,,Северо-Казахстанская,31.215057771151695
2010,на 1 000 женщин,,,Восточно-Казахстанская,24.93887089352257
2010,на 1 000 женщин,,,г_Нур-Султан,22.602739726027398
2010,на 1 000 женщин,,,г_Алматы,13.971177977283899
2010,на 1 000 женщин,,город,,25.759867297653315
2010,на 1 000 женщин,,город,Акмолинская,31.138429828112923
2010,на 1 000 женщин,,город,Актюбинская,20.66295368434129
2010,на 1 000 женщин,,город,Алматинская,32.142952966113064
2010,на 1 000 женщин,,город,Атырауская,49.518066785436936
2010,на 1 000 женщин,,город,Западно-Казахстанская,30.549045865416804
2010,на 1 000 женщин,,город,Жамбылская,27.976146653905616
2010,на 1 000 женщин,,город,Карагандинская,29.81473502800517
2010,на 1 000 женщин,,город,Костанайская,21.052010850336124
2010,на 1 000 женщин,,город,Кызылординская,29.322548028311427
2010,на 1 000 женщин,,город,Мангистауская,35.975267003934796
2010,на 1 000 женщин,,город,Южно-Казахстанская,29.427666640920677
2010,на 1 000 женщин,,город,Павлодарская,25.58139534883721
2010,на 1 000 женщин,,город,Северо-Казахстанская,25.082672989330504
2010,на 1 000 женщин,,город,Восточно-Казахстанская,22.304832713754646
2010,на 1 000 женщин,,город,г_Нур-Султан,22.602739726027398
2010,на 1 000 женщин,,город,г_Алматы,13.971177977283899
2010,на 1 000 женщин,,село,,31.026544706337727
2010,на 1 000 женщин,,село,Акмолинская,35.308724222511586
2010,на 1 000 женщин,,село,Актюбинская,23.69374367677295
2010,на 1 000 женщин,,село,Алматинская,30.32854575189857
2010,на 1 000 женщин,,село,Атырауская,36.71189146049481
2010,на 1 000 женщин,,село,Западно-Казахстанская,22.566065124872157
2010,на 1 000 женщин,,село,Жамбылская,42.64299472405996
2010,на 1 000 женщин,,село,Карагандинская,27.6408907332617
2010,на 1 000 женщин,,село,Костанайская,30.21230266739249
2010,на 1 000 женщин,,село,Кызылординская,18.739144262054456
2010,на 1 000 женщин,,село,Мангистауская,43.61929150661545
2010,на 1 000 женщин,,село,Южно-Казахстанская,30.478964038804985
2010,на 1 000 женщин,,село,Павлодарская,31.16370808678501
2010,на 1 000 женщин,,село,Северо-Казахстанская,34.86859224564143
2010,на 1 000 женщин,,село,Восточно-Казахстанская,28.577567683712935
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,,0.021110054631062213
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Акмолинская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Актюбинская,0.0781188969611749
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Алматинская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Атырауская,0.04826487764853516
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Западно-Казахстанская,0.051717004551096395
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Жамбылская,0.047963931123794906
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Карагандинская,0.024278916189181314
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Костанайская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Кызылординская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Мангистауская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Южно-Казахстанская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Павлодарская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Северо-Казахстанская,0.11716804827323589
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,Восточно-Казахстанская,0.025402309069894453
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Нур-Султан,0.05382276164590005
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Алматы,0.02831778215130191
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,,0.02243409983174425
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Акмолинская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Актюбинская,0.07179008578915251
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Алматинская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Атырауская,0.10779346771585642
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Западно-Казахстанская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Жамбылская,0.13025921583952066
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Карагандинская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Костанайская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Кызылординская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Мангистауская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Южно-Казахстанская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Павлодарская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Северо-Казахстанская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Восточно-Казахстанская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Нур-Султан,0.05382276164590005
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Алматы,0.02831778215130191
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,,0.019933587929548056
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Акмолинская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Актюбинская,0.08567144998929106
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Алматинская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Атырауская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Западно-Казахстанская,0.08596234849136078
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Жамбылская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Карагандинская,0.08908289163066233
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Костанайская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Кызылординская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Мангистауская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Южно-Казахстанская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Павлодарская,0.0
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Северо-Казахстанская,0.1714310204431492
2011,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Восточно-Казахстанская,0.0506701122342986
2011,на 1 000 женщин,в возрасте от 15 до - 19 лет,,,31.68097401793369
2011,на 1 000 женщин,,,Акмолинская,32.29680542468082
2011,на 1 000 женщин,,,Актюбинская,26.613500083072786
2011,на 1 000 женщин,,,Алматинская,35.26154742823838
2011,на 1 000 женщин,,,Атырауская,49.189516400242134
2011,на 1 000 женщин,,,Западно-Казахстанская,29.708314441781635
2011,на 1 000 женщин,,,Жамбылская,41.57690415003554
2011,на 1 000 женщин,,,Карагандинская,31.144693053142724
2011,на 1 000 женщин,,,Костанайская,29.525140135000925
2011,на 1 000 женщин,,,Кызылординская,26.377580581221604
2011,на 1 000 женщин,,,Мангистауская,49.60176991150443
2011,на 1 000 женщин,,,Южно-Казахстанская,32.65544544156067
2011,на 1 000 женщин,,,Павлодарская,30.659275953787738
2011,на 1 000 женщин,,,Северо-Казахстанская,31.558592239267753
2011,на 1 000 женщин,,,Восточно-Казахстанская,25.40156892043332
2011,на 1 000 женщин,,,г_Нур-Султан,23.458121973052997
2011,на 1 000 женщин,,,г_Алматы,16.570703178129392
2011,на 1 000 женщин,,город,,29.92838451785309
2011,на 1 000 женщин,,город,Акмолинская,31.758393907926617
2011,на 1 000 женщин,,город,Актюбинская,26.221630233226254
2011,на 1 000 женщин,,город,Алматинская,38.32709879192984
2011,на 1 000 женщин,,город,Атырауская,55.72597137014315
2011,на 1 000 женщин,,город,Западно-Казахстанская,34.83370055608015
2011,на 1 000 женщин,,город,Жамбылская,31.532419268560485
2011,на 1 000 женщин,,город,Карагандинская,32.23099352819856
2011,на 1 000 женщин,,город,Костанайская,28.197608842770133
2011,на 1 000 женщин,,город,Кызылординская,33.40228300007661
2011,на 1 000 женщин,,город,Мангистауская,44.57772009130377
2011,на 1 000 женщин,,город,Южно-Казахстанская,33.541230502789624
2011,на 1 000 женщин,,город,Павлодарская,29.41741972697558
2011,на 1 000 женщин,,город,Северо-Казахстанская,29.085763697822497
2011,на 1 000 женщин,,город,Восточно-Казахстанская,25.789579561456446
2011,на 1 000 женщин,,город,г_Нур-Султан,23.458121973052997
2011,на 1 000 женщин,,город,г_Алматы,16.570703178129392
2011,на 1 000 женщин,,село,,33.39098229810347
2011,на 1 000 женщин,,село,Акмолинская,32.69807487665667
2011,на 1 000 женщин,,село,Актюбинская,27.150942044559066
2011,на 1 000 женщин,,село,Алматинская,34.364939152893484
2011,на 1 000 женщин,,село,Атырауская,44.08417521862397
2011,на 1 000 женщин,,село,Западно-Казахстанская,26.123647037240872
2011,на 1 000 женщин,,село,Жамбылская,47.95622787254587
2011,на 1 000 женщин,,село,Карагандинская,28.119925541605607
2011,на 1 000 женщин,,село,Костанайская,30.601359383096103
2011,на 1 000 женщин,,село,Кызылординская,21.732522796352587
2011,на 1 000 женщин,,село,Мангистауская,54.51284070525441
2011,на 1 000 женщин,,село,Южно-Казахстанская,32.1462775341499
2011,на 1 000 женщин,,село,Павлодарская,32.80687170961485
2011,на 1 000 женщин,,село,Северо-Казахстанская,32.76550030693677
2011,на 1 000 женщин,,село,Восточно-Казахстанская,24.963055587131976
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,,0.030106239606706255
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Акмолинская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Актюбинская,0.04039506372321302
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Алматинская,0.02985275130419207
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Атырауская,0.14594279042615294
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Западно-Казахстанская,0.05276487969607429
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Жамбылская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Карагандинская,0.024758297124323786
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Костанайская,0.03987479314951054
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Кызылординская,0.03386157388595422
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Мангистауская,0.04510294747761766
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Южно-Казахстанская,0.008294212298657996
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Павлодарская,0.09644364074743822
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Северо-Казахстанская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,Восточно-Казахстанская,0.0780365991650084
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Нур-Султан,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Алматы,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,,0.03758091641064667
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Акмолинская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Актюбинская,0.07370554634236226
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Алматинская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Атырауская,0.21600604816934876
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Западно-Казахстанская,0.13100150651732495
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Жамбылская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Карагандинская,0.033937995282618656
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Костанайская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Кызылординская,0.08964188068665681
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Мангистауская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Южно-Казахстанская,0.02390914524805738
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Павлодарская,0.07596475235490732
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Северо-Казахстанская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Восточно-Казахстанская,0.10393929944912171
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Нур-Султан,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Алматы,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,,0.023444734898660134
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Акмолинская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Актюбинская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Алматинская,0.038122831763943425
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Атырауская,0.088519075860848
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Западно-Казахстанская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Жамбылская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Карагандинская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Костанайская,0.06948063227375369
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Кызылординская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Мангистауская,0.08562743503018366
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Южно-Казахстанская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Павлодарская,0.13203934772562223
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Северо-Казахстанская,0.0
2012,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Восточно-Казахстанская,0.052079264640783274
2012,на 1 000 женщин,в возрасте от 15 до - 19 лет,,,33.820040047206206
2012,на 1 000 женщин,,,Акмолинская,34.51160438106726
2012,на 1 000 женщин,,,Актюбинская,29.618242377658213
2012,на 1 000 женщин,,,Алматинская,36.44040368376144
2012,на 1 000 женщин,,,Атырауская,54.24666526009799
2012,на 1 000 женщин,,,Западно-Казахстанская,34.750547298075816
2012,на 1 000 женщин,,,Жамбылская,45.43415498222892
2012,на 1 000 женщин,,,Карагандинская,32.020223298925636
2012,на 1 000 женщин,,,Костанайская,30.18575851393189
2012,на 1 000 женщин,,,Кызылординская,29.289885100772274
2012,на 1 000 женщин,,,Мангистауская,54.89684343150269
2012,на 1 000 женщин,,,Южно-Казахстанская,34.49343188599587
2012,на 1 000 женщин,,,Павлодарская,31.48986419996064
2012,на 1 000 женщин,,,Северо-Казахстанская,28.247507171151483
2012,на 1 000 женщин,,,Восточно-Казахстанская,25.687304230370636
2012,на 1 000 женщин,,,г_Нур-Султан,26.033616692426584
2012,на 1 000 женщин,,,г_Алматы,19.094380796508457
2012,на 1 000 женщин,,город,,32.79511883381278
2012,на 1 000 женщин,,город,Акмолинская,33.93194706994329
2012,на 1 000 женщин,,город,Актюбинская,33.32384836700496
2012,на 1 000 женщин,,город,Алматинская,40.69087629038185
2012,на 1 000 женщин,,город,Атырауская,59.61155646419541
2012,на 1 000 женщин,,город,Западно-Казахстанская,42.94788914497723
2012,на 1 000 женщин,,город,Жамбылская,35.640307054953084
2012,на 1 000 женщин,,город,Карагандинская,33.62265874828689
2012,на 1 000 женщин,,город,Костанайская,31.248665955176094
2012,на 1 000 женщин,,город,Кызылординская,35.407637582795
2012,на 1 000 женщин,,город,Мангистауская,50.36814707123763
2012,на 1 000 женщин,,город,Южно-Казахстанская,34.40895815350416
2012,на 1 000 женщин,,город,Павлодарская,32.16171158655182
2012,на 1 000 женщин,,город,Северо-Казахстанская,28.882785505448748
2012,на 1 000 женщин,,город,Восточно-Казахстанская,28.342940466154793
2012,на 1 000 женщин,,город,г_Нур-Султан,26.033616692426584
2012,на 1 000 женщин,,город,г_Алматы,19.094380796508457
2012,на 1 000 женщин,,село,,34.76437584972138
2012,на 1 000 женщин,,село,Акмолинская,34.917170915583775
2012,на 1 000 женщин,,село,Актюбинская,25.263783623123793
2012,на 1 000 женщин,,село,Алматинская,35.2402961845022
2012,на 1 000 женщин,,село,Атырауская,50.10386373078521
2012,на 1 000 женщин,,село,Западно-Казахстанская,29.055690072639226
2012,на 1 000 женщин,,село,Жамбылская,51.3758755151448
2012,на 1 000 женщин,,село,Карагандинская,27.72907066835216
2012,на 1 000 женщин,,село,Костанайская,29.378384513116508
2012,на 1 000 женщин,,село,Кызылординская,25.477707006369428
2012,на 1 000 женщин,,село,Мангистауская,59.0728247708009
2012,на 1 000 женщин,,село,Южно-Казахстанская,34.538722929451744
2012,на 1 000 женщин,,село,Павлодарская,30.347759343449255
2012,на 1 000 женщин,,село,Северо-Казахстанская,27.964294178055138
2012,на 1 000 женщин,,село,Восточно-Казахстанская,22.911307992759834
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,,0.0379838532448611
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Акмолинская,0.0876577840112202
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Актюбинская,0.08223515141547254
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Алматинская,0.030632797004112453
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Атырауская,0.049633949621541135
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Западно-Казахстанская,0.05410230746341332
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Жамбылская,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Карагандинская,0.025284769718959783
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Костанайская,0.12152883271556177
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Кызылординская,0.034355406682126596
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Мангистауская,0.04595799439312469
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Южно-Казахстанская,0.008469157445871497
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Павлодарская,0.09851974089308145
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Северо-Казахстанская,0.06056018168054504
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,Восточно-Казахстанская,0.05335609860207022
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Нур-Султан,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Алматы,0.028897140627934866
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,,0.030767574053704796
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Акмолинская,0.10660980810234541
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Актюбинская,0.07558293337364423
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Алматинская,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Атырауская,0.11289867344058707
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Западно-Казахстанская,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Жамбылская,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Карагандинская,0.03467646854844302
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Костанайская,0.0950344499881207
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Кызылординская,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Мангистауская,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Южно-Казахстанская,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Павлодарская,0.07756748371082842
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Северо-Казахстанская,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Восточно-Казахстанская,0.053198563638781754
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Нур-Султан,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Алматы,0.028897140627934866
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,,0.044390947661365365
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Акмолинская,0.07442691277165824
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Актюбинская,0.09017132551848513
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Алматинская,0.03911712645589055
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Атырауская,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Западно-Казахстанская,0.08987148377819719
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Жамбылская,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Карагандинская,0.0
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Костанайская,0.1412130198404293
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Кызылординская,0.055026687943652675
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Мангистауская,0.0862849993528625
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Южно-Казахстанская,0.012949593706497458
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Павлодарская,0.1349800904366606
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Северо-Казахстанская,0.08893236693494598
2013,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Восточно-Казахстанская,0.053514569341503226
2013,на 1 000 женщин,в возрасте от 15 до - 19 лет,,,33.61561193920943
2013,на 1 000 женщин,,,Акмолинская,31.21202916160389
2013,на 1 000 женщин,,,Актюбинская,30.866878236178387
2013,на 1 000 женщин,,,Алматинская,37.16566489998043
2013,на 1 000 женщин,,,Атырауская,51.92388219420276
2013,на 1 000 женщин,,,Западно-Казахстанская,31.559062118013113
2013,на 1 000 женщин,,,Жамбылская,46.20394407250535
2013,на 1 000 женщин,,,Карагандинская,30.561409196520234
2013,на 1 000 женщин,,,Костанайская,29.647305529945587
2013,на 1 000 женщин,,,Кызылординская,28.17602239154097
2013,на 1 000 женщин,,,Мангистауская,53.41390261115032
2013,на 1 000 женщин,,,Южно-Казахстанская,37.75585696670777
2013,на 1 000 женщин,,,Павлодарская,30.001714383679065
2013,на 1 000 женщин,,,Северо-Казахстанская,27.347947560713518
