Year,Units,Вид экономической деятельности,Регионы,Пол,Возраст,Value
2018,процент,,Актюбинская,,25-28,622.0
2018,процент,,Актюбинская,,29-34,747.0
2018,процент,,Актюбинская,,35-44,819.0
2018,процент,,Актюбинская,,45-54,773.0
2018,процент,,Актюбинская,,55-64,796.0
2018,процент,,Актюбинская,,65 и старше,798.0
2018,процент,,Алматинская,,16-24,497.0
2018,процент,,Алматинская,,25-28,608.0
2018,процент,,Алматинская,,29-34,711.0
2018,процент,,Алматинская,,35-44,791.0
2018,процент,,Алматинская,,45-54,708.0
2018,процент,,Алматинская,,55-64,732.0
2018,процент,,Алматинская,,65 и старше,810.0
2018,процент,,Атырауская,,16-24,768.0
2018,процент,,Атырауская,,25-28,1231.0
2018,процент,,Атырауская,,29-34,1571.0
2018,процент,,Атырауская,,35-44,1917.0
2018,процент,,Атырауская,,45-54,1855.0
2018,процент,,Атырауская,,55-64,2077.0
2018,процент,,Атырауская,,65 и старше,6563.0
2018,процент,,Западно-Казахстанская,,16-24,490.0
2018,процент,,Западно-Казахстанская,,25-28,621.0
2018,процент,,Западно-Казахстанская,,29-34,894.0
2018,процент,,Западно-Казахстанская,,35-44,1586.0
2018,процент,,Западно-Казахстанская,,45-54,1341.0
2018,процент,,Западно-Казахстанская,,55-64,1276.0
2018,процент,,Западно-Казахстанская,,65 и старше,1028.0
2018,процент,,Жамбылская,,16-24,443.0
2018,процент,,Жамбылская,,25-28,532.0
2018,процент,,Жамбылская,,29-34,619.0
2018,процент,,Жамбылская,,35-44,649.0
2018,процент,,Жамбылская,,45-54,630.0
2018,процент,,Жамбылская,,55-64,636.0
2018,процент,,Жамбылская,,65 и старше,661.0
2018,процент,,Карагандинская,,16-24,520.5235270651388
2018,процент,,Карагандинская,,25-28,708.0
2018,процент,,Карагандинская,,29-34,830.0
2018,процент,,Карагандинская,,35-44,890.0
2018,процент,,Карагандинская,,45-54,807.0
2018,процент,,Карагандинская,,55-64,817.0
2018,процент,,Карагандинская,,65 и старше,837.0
2018,процент,,Костанайская,,16-24,471.82799327592954
2018,процент,,Костанайская,,25-28,622.0
2018,процент,,Костанайская,,29-34,728.0
2018,процент,,Костанайская,,35-44,761.0
2018,процент,,Костанайская,,45-54,679.0
2018,процент,,Костанайская,,55-64,653.0
2018,процент,,Костанайская,,65 и старше,789.0
2018,процент,,Кызылординская,,16-24,460.0
2018,процент,,Кызылординская,,25-28,594.0
2018,процент,,Кызылординская,,29-34,696.0
2018,процент,,Кызылординская,,35-44,784.0
2018,процент,,Кызылординская,,45-54,726.0
2018,процент,,Кызылординская,,55-64,810.2078016824389
2018,процент,,Кызылординская,,65 и старше,941.0
2018,процент,,Мангистауская,,16-24,538.3856137802676
2018,процент,,Мангистауская,,25-28,867.0
2018,процент,,Мангистауская,,29-34,1351.0
2018,процент,,Мангистауская,,35-44,1585.0
2018,процент,,Мангистауская,,45-54,1641.0
2018,процент,,Мангистауская,,55-64,1661.8786260297786
2018,процент,,Мангистауская,,65 и старше,1421.0
2018,процент,,Южно-Казахстанская,,16-24,436.0414511910112
2018,процент,,Южно-Казахстанская,,25-28,514.0
2018,процент,,Южно-Казахстанская,,29-34,608.0
2018,процент,,Южно-Казахстанская,,35-44,651.0
2018,процент,,Южно-Казахстанская,,45-54,666.0
2018,процент,,Южно-Казахстанская,,55-64,672.0641325526118
2018,процент,,Южно-Казахстанская,,65 и старше,864.0
2018,процент,,Павлодарская,,16-24,515.3475799547509
2018,процент,,Павлодарская,,25-28,638.0
2018,процент,,Павлодарская,,29-34,765.0
2018,процент,,Павлодарская,,35-44,828.0
2018,процент,,Павлодарская,,45-54,787.0
2018,процент,,Павлодарская,,55-64,814.7523761591941
2018,процент,,Павлодарская,,65 и старше,788.0
2018,процент,,Северо-Казахстанская,,16-24,465.2290295740011
2018,процент,,Северо-Казахстанская,,25-28,566.0
2018,процент,,Северо-Казахстанская,,29-34,662.0
2018,процент,,Северо-Казахстанская,,35-44,697.0
2018,процент,,Северо-Казахстанская,,45-54,629.0
2018,процент,,Северо-Казахстанская,,55-64,607.421827061364
2018,процент,,Северо-Казахстанская,,65 и старше,639.0
2018,процент,,Восточно-Казахстанская,,16-24,530.7171706825818
2018,процент,,Восточно-Казахстанская,,25-28,628.0
2018,процент,,Восточно-Казахстанская,,29-34,732.0
2018,процент,,Восточно-Казахстанская,,35-44,827.0
2018,процент,,Восточно-Казахстанская,,45-54,757.0
2018,процент,,Восточно-Казахстанская,,55-64,714.023160897958
2018,процент,,Восточно-Казахстанская,,65 и старше,890.0
2018,процент,,г_Нур-Султан,,16-24,723.5714472571912
2018,процент,,г_Нур-Султан,,25-28,1019.0
2018,процент,,г_Нур-Султан,,29-34,1403.0
2018,процент,,г_Нур-Султан,,35-44,1654.0
2018,процент,,г_Нур-Султан,,45-54,1561.0
2018,процент,,г_Нур-Султан,,55-64,1460.9735161936449
2018,процент,,г_Нур-Султан,,65 и старше,1444.0
2018,процент,,г_Алматы,,16-24,729.2190398671223
2018,процент,,г_Алматы,,25-28,1021.0
2018,процент,,г_Алматы,,29-34,1380.0
2018,процент,,г_Алматы,,35-44,1726.0
2018,процент,,г_Алматы,,45-54,1357.0
2018,процент,,г_Алматы,,55-64,1245.5688414493034
2018,процент,,г_Алматы,,65 и старше,1359.0
2018,процент,,,мужчины,16-24,612.0
2018,процент,,,мужчины,25-28,827.0
2018,процент,,,мужчины,29-34,1100.0
2018,процент,,,мужчины,35-44,1347.0
2018,процент,,,мужчины,45-54,1205.0
2018,процент,,,мужчины,55-64,1107.0
2018,процент,,,мужчины,65 и старше,1276.0
2018,процент,,,женщины,16-24,532.0
2018,процент,,,женщины,25-28,680.0
2018,процент,,,женщины,29-34,788.0
2018,процент,,,женщины,35-44,868.0
2018,процент,,,женщины,45-54,793.0
2018,процент,,,женщины,55-64,758.0
2018,процент,,,женщины,65 и старше,968.0
2018,процент,всего,,,,958.515148513441
2018,процент,"сельское, лесное и рыбное хозяйство",,,,537.4819969475383
2018,процент,промышленность,,,,1382.4681137718335
2018,процент,строительство,,,,1336.9906282412574
2018,процент,оптовая и розничная торговля; ремонт автомобилей и мотоциклов,,,,934.6633223065245
2018,процент,транспорт и складирование,,,,1178.0562024307803
2018,процент,услуги по проживанию и питанию,,,,1294.7271988242935
2018,процент,информация и связь,,,,1371.4105549397304
2018,процент,финансовая и страховая деятельность,,,,2270.1905817276315
2018,процент,операции с недвижимым имуществом,,,,982.1758679607467
2018,процент,"Профессиональная, научная и техническая деятельность",,,,1548.1590584303633
2018,процент,деятельность в области администрированного и вспомогательного обслуживания,,,,886.3556560994358
2018,процент,государственное управление и оборона; обязательное социальное обеспечение,,,,719.5757327754739
2018,процент,Образование,,,,599.4805768453364
2018,процент,здравоохранение и социальные услуги,,,,643.6722283345781
2018,процент,"искусство, развлечение и отдых",,,,609.5812853694017
2018,процент,предоставление прочих видов услуг,,,,1548.5450989251553
2018,процент,всего,,мужчины,,1122.1057762496741
2018,процент,"сельское, лесное и рыбное хозяйство",,мужчины,,548.6417679992022
2018,процент,промышленность,,мужчины,,1490.3329961209893
2018,процент,строительство,,мужчины,,1345.8063705740572
2018,процент,оптовая и розничная торговля; ремонт автомобилей и мотоциклов,,мужчины,,972.3040195101905
2018,процент,транспорт и складирование,,мужчины,,1241.5308070361193
2018,процент,услуги по проживанию и питанию,,мужчины,,1837.0169254754246
2018,процент,информация и связь,,мужчины,,1423.0240517734917
2018,процент,финансовая и страховая деятельность,,мужчины,,2876.6998538358303
2018,процент,операции с недвижимым имуществом,,мужчины,,1035.4483693033962
2018,процент,"Профессиональная, научная и техническая деятельность",,мужчины,,1697.2655614312814
2018,процент,деятельность в области администрированного и вспомогательного обслуживания,,мужчины,,892.6716384886266
2018,процент,государственное управление и оборона; обязательное социальное обеспечение,,мужчины,,775.10395315742
2018,процент,Образование,,мужчины,,640.2261882986455
2018,процент,здравоохранение и социальные услуги,,мужчины,,717.4289922926318
2018,процент,"искусство, развлечение и отдых",,мужчины,,716.8430976567395
2018,процент,предоставление прочих видов услуг,,мужчины,,1624.236143492213
2018,процент,всего,,женщины,,784.8041675593731
2018,процент,"сельское, лесное и рыбное хозяйство",,женщины,,508.7102321501834
2018,процент,промышленность,,женщины,,1119.9442739094684
2018,процент,строительство,,женщины,,1298.0748719328026
2018,процент,оптовая и розничная торговля; ремонт автомобилей и мотоциклов,,женщины,,888.0069158756246
2018,процент,транспорт и складирование,,женщины,,1005.3222629440404
2018,процент,услуги по проживанию и питанию,,женщины,,917.0728700009095
2018,процент,информация и связь,,женщины,,1284.6604745622346
2018,процент,финансовая и страховая деятельность,,женщины,,1887.5442136502168
2018,процент,операции с недвижимым имуществом,,женщины,,913.1807804162172
2018,процент,"Профессиональная, научная и техническая деятельность",,женщины,,1327.5859868079358
2018,процент,деятельность в области администрированного и вспомогательного обслуживания,,женщины,,862.9841050131693
2018,процент,государственное управление и оборона; обязательное социальное обеспечение,,женщины,,622.0280226817159
2018,процент,Образование,,женщины,,585.0363840755344
2018,процент,здравоохранение и социальные услуги,,женщины,,619.0310573026434
2018,процент,"искусство, развлечение и отдых",,женщины,,521.6192074564475
2018,процент,предоставление прочих видов услуг,,женщины,,1451.7176165706878
2019,процент,,,,,1038.3052663604008
2019,процент,,Акмолинская,,,751.810515324525
2019,процент,,Актюбинская,,,849.2511612535703
2019,процент,,Алматинская,,,755.4771039067218
2019,процент,,Атырауская,,,1810.903726234045
2019,процент,,Западно-Казахстанская,,,979.6098783690733
2019,процент,,Жамбылская,,,705.2243325933412
2019,процент,,Карагандинская,,,998.8351575713892
2019,процент,,Костанайская,,,788.3211989784552
2019,процент,,Кызылординская,,,824.8159976827286
2019,процент,,Мангистауская,,,1602.877390226558
2019,процент,,Павлодарская,,,906.8298242405151
2019,процент,,Северо-Казахстанская,,,689.1777894285835
2019,процент,,Туркестанская,,,644.4986106617954
2019,процент,,Восточно-Казахстанская,,,871.9702721622285
2019,процент,,г_Нур-Султан,,,1435.950809618057
2019,процент,,г_Алматы,,,1404.7875309546025
2019,процент,,г_Шымкент,,,698.6597017781417
2019,процент,,,мужчины,,1229.204307294979
2019,процент,,Акмолинская,мужчины,,839.0676853339685
2019,процент,,Актюбинская,мужчины,,996.5111199833644
2019,процент,,Алматинская,мужчины,,837.4749129677715
2019,процент,,Атырауская,мужчины,,2217.414191523651
2019,процент,,Западно-Казахстанская,мужчины,,1208.7465403037202
2019,процент,,Жамбылская,мужчины,,765.727220961504
2019,процент,,Карагандинская,мужчины,,1224.361179046771
2019,процент,,Костанайская,мужчины,,882.6509505743583
2019,процент,,Кызылординская,мужчины,,944.7059634358127
2019,процент,,Мангистауская,мужчины,,2015.0853431574037
2019,процент,,Павлодарская,мужчины,,1038.5912030404784
2019,процент,,Северо-Казахстанская,мужчины,,745.4570378941771
2019,процент,,Туркестанская,мужчины,,725.6637871141685
2019,процент,,Восточно-Казахстанская,мужчины,,956.2084295871146
2019,процент,,г_Нур-Султан,мужчины,,1671.841845899449
2019,процент,,г_Алматы,мужчины,,1587.8594797646056
2019,процент,,г_Шымкент,мужчины,,761.3999698861653
2019,процент,,,женщины,,842.3060860861607
2019,процент,,Акмолинская,женщины,,667.0525917045906
2019,процент,,Актюбинская,женщины,,689.7416110601913
2019,процент,,Алматинская,женщины,,694.6756029997885
2019,процент,,Атырауская,женщины,,1173.0076221668096
2019,процент,,Западно-Казахстанская,женщины,,761.1296626927948
2019,процент,,Жамбылская,женщины,,656.7497095722814
2019,процент,,Карагандинская,женщины,,763.5438974519687
2019,процент,,Костанайская,женщины,,689.3556072725776
2019,процент,,Кызылординская,женщины,,699.3142807139899
2019,процент,,Мангистауская,женщины,,1051.195925193273
2019,процент,,Павлодарская,женщины,,756.3332422692396
2019,процент,,Северо-Казахстанская,женщины,,632.844283761588
2019,процент,,Туркестанская,женщины,,585.3401990598693
2019,процент,,Восточно-Казахстанская,женщины,,773.923752221786
2019,процент,,г_Нур-Султан,женщины,,1189.7994865157796
2019,процент,,г_Алматы,женщины,,1221.9402828270054
2019,процент,,г_Шымкент,женщины,,629.5503862002204
2019,процент,,,,16-24,671.1157787479409
2019,процент,,,,25-28,844.2664523042753
2019,процент,,,,29-34,1042.420374706924
2019,процент,,,,35-44,1180.8141774832777
2019,процент,,,,45-54,1061.8021743274849
2019,процент,,,,55-64,1014.9031650502202
2019,процент,,,,65 и старше,1139.943093664647
2019,процент,,Акмолинская,,16-24,573.8185209710609
2019,процент,,Акмолинская,,25-28,674.1655212762797
2019,процент,,Акмолинская,,29-34,768.7055017387752
2019,процент,,Акмолинская,,35-44,826.6640849746432
2019,процент,,Акмолинская,,45-54,745.6459606015369
2019,процент,,Акмолинская,,55-64,724.962063065689
2019,процент,,Акмолинская,,65 и старше,808.7846019342088
2019,процент,,Актюбинская,,16-24,586.8912646069126
2019,процент,,Актюбинская,,25-28,736.919421171285
2019,процент,,Актюбинская,,29-34,854.4998469629323
2019,процент,,Актюбинская,,35-44,894.1461336582056
2019,процент,,Актюбинская,,45-54,858.3119789320981
2019,процент,,Актюбинская,,55-64,903.2609113336174
2019,процент,,Актюбинская,,65 и старше,989.7379197234135
2019,процент,,Алматинская,,16-24,548.4447273342646
2019,процент,,Алматинская,,25-28,636.2156291392586
2019,процент,,Алматинская,,29-34,768.8464973383527
2019,процент,,Алматинская,,35-44,848.6572617936844
2019,процент,,Алматинская,,45-54,736.790347151232
2019,процент,,Алматинская,,55-64,755.1093807307675
2019,процент,,Алматинская,,65 и старше,791.6616390439967
2019,процент,,Атырауская,,16-24,904.0347169674686
2019,процент,,Атырауская,,25-28,1268.787700065271
2019,процент,,Атырауская,,29-34,1737.2905323057878
2019,процент,,Атырауская,,35-44,2052.7279880821816
2019,процент,,Атырауская,,45-54,2013.507298743143
2019,процент,,Атырауская,,55-64,2081.668570225941
2019,процент,,Атырауская,,65 и старше,3327.787275672471
2019,процент,,Западно-Казахстанская,,16-24,536.6878070047707
2019,процент,,Западно-Казахстанская,,25-28,652.7552094402992
2019,процент,,Западно-Казахстанская,,29-34,829.9674866235168
2019,процент,,Западно-Казахстанская,,35-44,1133.3554671246059
2019,процент,,Западно-Казахстанская,,45-54,1112.3813745459468
2019,процент,,Западно-Казахстанская,,55-64,994.5499504991219
2019,процент,,Западно-Казахстанская,,65 и старше,1067.6412296968615
2019,процент,,Жамбылская,,16-24,511.8888889776516
2019,процент,,Жамбылская,,25-28,581.1713595503987
2019,процент,,Жамбылская,,29-34,693.1802666899803
2019,процент,,Жамбылская,,35-44,731.2486346053458
2019,процент,,Жамбылская,,45-54,727.6493147474982
2019,процент,,Жамбылская,,55-64,758.3216002405386
2019,процент,,Жамбылская,,65 и старше,793.0777694251293
2019,процент,,Карагандинская,,16-24,778.0930595593699
2019,процент,,Карагандинская,,25-28,938.0884299363672
2019,процент,,Карагандинская,,29-34,1038.4380866448923
2019,процент,,Карагандинская,,35-44,1052.5503483126324
2019,процент,,Карагандинская,,45-54,1001.064428363691
2019,процент,,Карагандинская,,55-64,996.4769092617149
2019,процент,,Карагандинская,,65 и старше,810.1935456256554
2019,процент,,Костанайская,,16-24,568.8156823311228
2019,процент,,Костанайская,,25-28,708.1889919291857
2019,процент,,Костанайская,,29-34,838.1617066640242
2019,процент,,Костанайская,,35-44,863.5231143279639
2019,процент,,Костанайская,,45-54,767.7988035760773
2019,процент,,Костанайская,,55-64,765.2653045647575
2019,процент,,Костанайская,,65 и старше,844.5586451951497
2019,процент,,Кызылординская,,16-24,533.3781807260594
2019,процент,,Кызылординская,,25-28,648.5355190636194
2019,процент,,Кызылординская,,29-34,792.5693100047995
2019,процент,,Кызылординская,,35-44,900.5613231312293
2019,процент,,Кызылординская,,45-54,875.3845177915663
2019,процент,,Кызылординская,,55-64,896.4383118057381
2019,процент,,Кызылординская,,65 и старше,1001.1617241907443
2019,процент,,Мангистауская,,16-24,668.2351723297037
2019,процент,,Мангистауская,,25-28,896.287404933819
2019,процент,,Мангистауская,,29-34,1467.7926645102639
2019,процент,,Мангистауская,,35-44,1803.9617275329792
2019,процент,,Мангистауская,,45-54,1866.027587478401
2019,процент,,Мангистауская,,55-64,1853.4474720452072
2019,процент,,Мангистауская,,65 и старше,1330.7961934647328
2019,процент,,Павлодарская,,16-24,661.8391107840815
2019,процент,,Павлодарская,,25-28,819.3595071968397
2019,процент,,Павлодарская,,29-34,923.2874068656821
2019,процент,,Павлодарская,,35-44,968.0765314201508
2019,процент,,Павлодарская,,45-54,909.2084250749572
2019,процент,,Павлодарская,,55-64,912.4859340369426
2019,процент,,Павлодарская,,65 и старше,921.3854705750582
2019,процент,,Северо-Казахстанская,,16-24,534.5946642760338
2019,процент,,Северо-Казахстанская,,25-28,628.9917019995336
2019,процент,,Северо-Казахстанская,,29-34,713.852328582706
2019,процент,,Северо-Казахстанская,,35-44,736.1131980506921
2019,процент,,Северо-Казахстанская,,45-54,677.2366609602425
2019,процент,,Северо-Казахстанская,,55-64,672.5475188134915
2019,процент,,Северо-Казахстанская,,65 и старше,731.3546752584945
2019,процент,,Туркестанская,,16-24,455.4117581020356
2019,процент,,Туркестанская,,25-28,537.0918619244264
2019,процент,,Туркестанская,,29-34,610.3737381277725
2019,процент,,Туркестанская,,35-44,675.229136067534
2019,процент,,Туркестанская,,45-54,666.8194448479309
2019,процент,,Туркестанская,,55-64,685.3647412359186
2019,процент,,Туркестанская,,65 и старше,1482.1437900792964
2019,процент,,Восточно-Казахстанская,,16-24,639.3287107305229
2019,процент,,Восточно-Казахстанская,,25-28,762.0480565718512
2019,процент,,Восточно-Казахстанская,,29-34,886.6884727669478
2019,процент,,Восточно-Казахстанская,,35-44,947.9140453201821
2019,процент,,Восточно-Казахстанская,,45-54,905.0963747938255
2019,процент,,Восточно-Казахстанская,,55-64,809.3498607327332
2019,процент,,Восточно-Казахстанская,,65 и старше,1014.430706268389
2019,процент,,г_Нур-Султан,,16-24,763.6124892547872
2019,процент,,г_Нур-Султан,,25-28,1055.684487091699
2019,процент,,г_Нур-Султан,,29-34,1391.0479986089329
2019,процент,,г_Нур-Султан,,35-44,1737.8000990664516
2019,процент,,г_Нур-Султан,,45-54,1532.4211007035633
2019,процент,,г_Нур-Султан,,55-64,1422.9296637915565
2019,процент,,г_Нур-Султан,,65 и старше,1470.5172592929841
2019,процент,,г_Алматы,,16-24,778.0881127211165
2019,процент,,г_Алматы,,25-28,1075.9983994735446
2019,процент,,г_Алматы,,29-34,1411.2551876387754
2019,процент,,г_Алматы,,35-44,1807.342083289085
2019,процент,,г_Алматы,,45-54,1453.8724465285513
2019,процент,,г_Алматы,,55-64,1270.5797371311983
2019,процент,,г_Алматы,,65 и старше,1453.0797676607845
2019,процент,,г_Шымкент,,16-24,496.0265485155982
2019,процент,,г_Шымкент,,25-28,592.5582341972125
2019,процент,,г_Шымкент,,29-34,695.4833446286613
2019,процент,,г_Шымкент,,35-44,735.1899028048282
2019,процент,,г_Шымкент,,45-54,746.7541311753037
2019,процент,,г_Шымкент,,55-64,760.8662605304743
2019,процент,,г_Шымкент,,65 и старше,765.0186918686828
2019,процент,,,мужчины,16-24,728.8648271435493
2019,процент,,,мужчины,25-28,926.5733075492157
2019,процент,,,мужчины,29-34,1211.0905979305116
2019,процент,,,мужчины,35-44,1449.367382662971
2019,процент,,,мужчины,45-54,1326.4712059685824
2019,процент,,,мужчины,55-64,1184.6670570704769
2019,процент,,,мужчины,65 и старше,1314.1307986496247
2019,процент,,,женщины,16-24,603.4226807102713
2019,процент,,,женщины,25-28,733.9750040753604
2019,процент,,,женщины,29-34,838.378054113751
2019,процент,,,женщины,35-44,922.8393171378399
2019,процент,,,женщины,45-54,856.2033154677389
2019,процент,,,женщины,55-64,824.2539724109761
2019,процент,,,женщины,65 и старше,885.9790244857053
2019,процент,всего,,,,1038.3052663604008
2019,процент,"сельское, лесное и рыбное хозяйство",,,,599.0082766560066
2019,процент,промышленность,,,,1445.1615719763456
2019,процент,строительство,,,,1691.5257512974852
2019,процент,оптовая и розничная торговля; ремонт автомобилей и мотоциклов,,,,1106.1050442335286
2019,процент,транспорт и складирование,,,,1225.6556461309617
2019,процент,услуги по проживанию и питанию,,,,970.4864585278151
2019,процент,информация и связь,,,,1580.3226302918044
2019,процент,финансовая и страховая деятельность,,,,2337.7877390413873
2019,процент,операции с недвижимым имуществом,,,,1127.7771721912745
2019,процент,"Профессиональная, научная и техническая деятельность",,,,1867.197351923505
2019,процент,деятельность в области администрированного и вспомогательного обслуживания,,,,1054.1884758719111
2019,процент,государственное управление и оборона; обязательное социальное обеспечение,,,,768.0390769946371
2019,процент,Образование,,,,674.6766226160449
2019,процент,здравоохранение и социальные услуги,,,,693.0119197629233
2019,процент,"искусство, развлечение и отдых",,,,712.1287083687766
2019,процент,предоставление прочих видов услуг,,,,1822.421136017163
2019,процент,всего,,мужчины,,1229.204307294979
2019,процент,"сельское, лесное и рыбное хозяйство",,мужчины,,610.000568231281
2019,процент,промышленность,,мужчины,,1543.4976307892784
2019,процент,строительство,,мужчины,,1734.7124532951843
2019,процент,оптовая и розничная торговля; ремонт автомобилей и мотоциклов,,мужчины,,1171.7964677194243
2019,процент,транспорт и складирование,,мужчины,,1295.8879195307904
2019,процент,услуги по проживанию и питанию,,мужчины,,1134.4001181231004
2019,процент,информация и связь,,мужчины,,1658.1334061969278
2019,процент,финансовая и страховая деятельность,,мужчины,,3113.0005897172205
2019,процент,операции с недвижимым имуществом,,мужчины,,1158.0522078177817
2019,процент,"Профессиональная, научная и техническая деятельность",,мужчины,,2107.5472400022154
2019,процент,деятельность в области администрированного и вспомогательного обслуживания,,мужчины,,1047.5689550058084
2019,процент,государственное управление и оборона; обязательное социальное обеспечение,,мужчины,,814.4934334409835
2019,процент,Образование,,мужчины,,687.0967564208071
2019,процент,здравоохранение и социальные услуги,,мужчины,,783.7272285284783
2019,процент,"искусство, развлечение и отдых",,мужчины,,865.2562258750102
2019,процент,предоставление прочих видов услуг,,мужчины,,2135.0941293684405
2019,процент,всего,,женщины,,842.3060860861607
2019,процент,"сельское, лесное и рыбное хозяйство",,женщины,,571.3196213693569
2019,процент,промышленность,,женщины,,1193.6776231977112
2019,процент,строительство,,женщины,,1453.3839261675441
2019,процент,оптовая и розничная торговля; ремонт автомобилей и мотоциклов,,женщины,,1030.0811013617667
2019,процент,транспорт и складирование,,женщины,,1050.7664642291932
2019,процент,услуги по проживанию и питанию,,женщины,,858.984520094798
2019,процент,информация и связь,,женщины,,1459.3438471846246
2019,процент,финансовая и страховая деятельность,,женщины,,1853.595043687413
2019,процент,операции с недвижимым имуществом,,женщины,,1085.3767534172505
2019,процент,"Профессиональная, научная и техническая деятельность",,женщины,,1513.8463735208222
2019,процент,деятельность в области администрированного и вспомогательного обслуживания,,женщины,,1077.3218314373426
2019,процент,государственное управление и оборона; обязательное социальное обеспечение,,женщины,,685.2812554108455
2019,процент,Образование,,женщины,,670.2556115190943
2019,процент,здравоохранение и социальные услуги,,женщины,,663.1198583215952
2019,процент,"искусство, развлечение и отдых",,женщины,,572.770170654832
2019,процент,предоставление прочих видов услуг,,женщины,,1520.1029757986023
