Year,Units,Местность,Регионы,Value
2013,процент,,Актюбинская,100.0
2013,процент,,Алматинская,100.0
2013,процент,,Атырауская,100.0
2013,процент,,Западно-Казахстанская,99.8
2013,процент,,Жамбылская,99.8
2013,процент,,Карагандинская,99.8
2013,процент,,Костанайская,100.0
2013,процент,,Кызылординская,99.6
2013,процент,,Мангистауская,99.7
2013,процент,,Южно-Казахстанская,99.8
2013,процент,,Павлодарская,99.9
2013,процент,,Северо-Казахстанская,99.9
2013,процент,,Восточно-Казахстанская,99.8
2013,процент,,г.Нур-Султан,99.5
2013,процент,,г.Алматы,100.0
2013,процент,город,,99.8
2013,процент,город,Акмолинская,100.0
2013,процент,город,Актюбинская,100.0
2013,процент,город,Алматинская,100.0
2013,процент,город,Атырауская,100.0
2013,процент,город,Западно-Казахстанская,99.8
2013,процент,город,Жамбылская,100.0
2013,процент,город,Карагандинская,99.8
2013,процент,город,Костанайская,100.0
2013,процент,город,Кызылординская,99.4
2013,процент,город,Мангистауская,99.7
2013,процент,город,Южно-Казахстанская,99.7
2013,процент,город,Павлодарская,99.9
2013,процент,город,Северо-Казахстанская,100.0
2013,процент,город,Восточно-Казахстанская,99.8
2013,процент,город,г.Нур-Султан,99.5
2013,процент,город,г.Алматы,100.0
2013,процент,село,,99.8
2013,процент,село,Акмолинская,99.9
2013,процент,село,Актюбинская,99.9
2013,процент,село,Алматинская,100.0
2013,процент,село,Атырауская,99.8
2013,процент,село,Западно-Казахстанская,99.7
2013,процент,село,Жамбылская,99.4
2013,процент,село,Карагандинская,99.4
2013,процент,село,Костанайская,100.0
2013,процент,село,Кызылординская,99.8
2013,процент,село,Мангистауская,99.7
2013,процент,село,Южно-Казахстанская,99.9
2013,процент,село,Павлодарская,99.3
2013,процент,село,Северо-Казахстанская,99.8
2013,процент,село,Восточно-Казахстанская,99.8
2014,процент,,,99.7
2014,процент,,Акмолинская,99.9
2014,процент,,Актюбинская,100.0
2014,процент,,Алматинская,100.0
2014,процент,,Атырауская,99.9
2014,процент,,Западно-Казахстанская,99.8
2014,процент,,Жамбылская,99.7
2014,процент,,Карагандинская,99.8
2014,процент,,Костанайская,99.9
2014,процент,,Кызылординская,98.8
2014,процент,,Мангистауская,99.8
2014,процент,,Южно-Казахстанская,99.4
2014,процент,,Павлодарская,99.9
2014,процент,,Северо-Казахстанская,99.7
2014,процент,,Восточно-Казахстанская,99.9
2014,процент,,г.Нур-Султан,99.7
2014,процент,,г.Алматы,99.9
2014,процент,город,,99.8
2014,процент,город,Акмолинская,99.9
2014,процент,город,Актюбинская,100.0
2014,процент,город,Алматинская,100.0
2014,процент,город,Атырауская,99.9
2014,процент,город,Западно-Казахстанская,99.8
2014,процент,город,Жамбылская,99.7
2014,процент,город,Карагандинская,99.8
2014,процент,город,Костанайская,100.0
2014,процент,город,Кызылординская,98.6
2014,процент,город,Мангистауская,99.8
2014,процент,город,Южно-Казахстанская,99.4
2014,процент,город,Павлодарская,99.9
2014,процент,город,Северо-Казахстанская,99.8
2014,процент,город,Восточно-Казахстанская,99.9
2014,процент,город,г.Нур-Султан,99.7
2014,процент,город,г.Алматы,99.9
2014,процент,село,,99.5
2014,процент,село,Акмолинская,100.0
2014,процент,село,Актюбинская,99.9
2014,процент,село,Алматинская,100.0
2014,процент,село,Атырауская,99.9
2014,процент,село,Западно-Казахстанская,99.6
2014,процент,село,Жамбылская,99.6
2014,процент,село,Карагандинская,99.6
2014,процент,село,Костанайская,99.7
2014,процент,село,Кызылординская,99.0
2014,процент,село,Мангистауская,99.5
2014,процент,село,Южно-Казахстанская,99.3
2014,процент,село,Павлодарская,99.8
2014,процент,село,Северо-Казахстанская,99.4
2014,процент,село,Восточно-Казахстанская,99.4
2015,процент,,,99.5
2015,процент,,Акмолинская,100.0
2015,процент,,Актюбинская,100.0
2015,процент,,Алматинская,100.0
2015,процент,,Атырауская,99.9
2015,процент,,Западно-Казахстанская,99.8
2015,процент,,Жамбылская,99.8
2015,процент,,Карагандинская,99.7
2015,процент,,Костанайская,99.9
2015,процент,,Кызылординская,98.9
2015,процент,,Мангистауская,99.6
2015,процент,,Южно-Казахстанская,98.3
2015,процент,,Павлодарская,99.9
2015,процент,,Северо-Казахстанская,99.9
2015,процент,,Восточно-Казахстанская,99.9
2015,процент,,г.Нур-Султан,99.7
2015,процент,,г.Алматы,100.0
2015,процент,город,,99.8
2015,процент,город,Акмолинская,99.9
2015,процент,город,Актюбинская,100.0
2015,процент,город,Алматинская,100.0
2015,процент,город,Атырауская,99.9
2015,процент,город,Западно-Казахстанская,99.8
2015,процент,город,Жамбылская,99.8
2015,процент,город,Карагандинская,99.8
2015,процент,город,Костанайская,99.9
2015,процент,город,Кызылординская,99.1
2015,процент,город,Мангистауская,99.7
2015,процент,город,Южно-Казахстанская,99.8
2015,процент,город,Павлодарская,99.9
2015,процент,город,Северо-Казахстанская,99.9
2015,процент,город,Восточно-Казахстанская,99.9
2015,процент,город,г.Нур-Султан,99.7
2015,процент,город,г.Алматы,100.0
2015,процент,село,,98.2
2015,процент,село,Акмолинская,100.0
2015,процент,село,Актюбинская,100.0
2015,процент,село,Алматинская,100.0
2015,процент,село,Атырауская,99.4
2015,процент,село,Западно-Казахстанская,99.8
2015,процент,село,Жамбылская,99.7
2015,процент,село,Карагандинская,99.0
2015,процент,село,Костанайская,99.8
2015,процент,село,Кызылординская,98.7
2015,процент,село,Мангистауская,99.0
2015,процент,село,Южно-Казахстанская,96.2
2015,процент,село,Павлодарская,99.3
2015,процент,село,Северо-Казахстанская,99.9
2015,процент,село,Восточно-Казахстанская,99.4
2016,процент,,,99.9
2016,процент,,Акмолинская,99.9
2016,процент,,Актюбинская,100.0
2016,процент,,Алматинская,100.0
2016,процент,,Атырауская,99.9
2016,процент,,Западно-Казахстанская,99.7
2016,процент,,Жамбылская,99.7
2016,процент,,Карагандинская,99.7
2016,процент,,Костанайская,100.0
2016,процент,,Кызылординская,99.3
2016,процент,,Мангистауская,99.7
2016,процент,,Южно-Казахстанская,100.0
2016,процент,,Павлодарская,99.7
2016,процент,,Северо-Казахстанская,99.8
2016,процент,,Восточно-Казахстанская,99.9
2016,процент,,г.Нур-Султан,99.8
2016,процент,,г.Алматы,100.0
2016,процент,город,,99.8
2016,процент,город,Акмолинская,99.8
2016,процент,город,Актюбинская,100.0
2016,процент,город,Алматинская,99.9
2016,процент,город,Атырауская,99.9
2016,процент,город,Западно-Казахстанская,99.8
2016,процент,город,Жамбылская,99.8
2016,процент,город,Карагандинская,99.7
2016,процент,город,Костанайская,100.0
2016,процент,город,Кызылординская,98.7
2016,процент,город,Мангистауская,99.8
2016,процент,город,Южно-Казахстанская,100.0
2016,процент,город,Павлодарская,99.6
2016,процент,город,Северо-Казахстанская,99.9
2016,процент,город,Восточно-Казахстанская,99.9
2016,процент,город,г.Нур-Султан,100.0
2016,процент,город,г.Алматы,100.0
2016,процент,село,,99.9
2016,процент,село,Акмолинская,100.0
2016,процент,село,Актюбинская,99.9
2016,процент,село,Алматинская,99.9
2016,процент,село,Атырауская,99.9
2016,процент,село,Западно-Казахстанская,99.9
2016,процент,село,Жамбылская,99.9
2016,процент,село,Карагандинская,99.7
2016,процент,село,Костанайская,99.9
2016,процент,село,Кызылординская,99.8
2016,процент,село,Мангистауская,100.0
2016,процент,село,Южно-Казахстанская,99.1
2016,процент,село,Павлодарская,99.9
2016,процент,село,Северо-Казахстанская,99.7
2016,процент,село,Восточно-Казахстанская,99.9
2017,процент,,,99.9
2017,процент,,Акмолинская,99.8
2017,процент,,Актюбинская,100.0
2017,процент,,Алматинская,99.9
2017,процент,,Атырауская,100.0
2017,процент,,Западно-Казахстанская,99.7
2017,процент,,Жамбылская,99.9
2017,процент,,Карагандинская,99.7
2017,процент,,Костанайская,100.0
2017,процент,,Кызылординская,100.0
2017,процент,,Мангистауская,99.7
2017,процент,,Южно-Казахстанская,99.8
2017,процент,,Павлодарская,99.9
2017,процент,,Северо-Казахстанская,99.8
2017,процент,,Восточно-Казахстанская,99.9
2017,процент,,г.Нур-Султан,99.9
2017,процент,,г.Алматы,100.0
2017,процент,город,,99.9
2017,процент,город,Акмолинская,99.2
2017,процент,город,Актюбинская,99.9
2017,процент,город,Алматинская,99.9
2017,процент,город,Атырауская,99.9
2017,процент,город,Западно-Казахстанская,99.6
2017,процент,город,Жамбылская,99.9
2017,процент,город,Карагандинская,99.8
2017,процент,город,Костанайская,99.9
2017,процент,город,Кызылординская,99.9
2017,процент,город,Мангистауская,99.7
2017,процент,город,Южно-Казахстанская,99.7
2017,процент,город,Павлодарская,99.9
2017,процент,город,Северо-Казахстанская,99.8
2017,процент,город,Восточно-Казахстанская,100.0
2017,процент,город,г.Нур-Султан,100.0
2017,процент,город,г.Алматы,100.0
2017,процент,село,,99.9
2017,процент,село,Акмолинская,94.0
2017,процент,село,Актюбинская,100.0
2017,процент,село,Алматинская,99.9
2017,процент,село,Атырауская,99.8
2017,процент,село,Западно-Казахстанская,99.9
2017,процент,село,Жамбылская,99.9
2017,процент,село,Карагандинская,98.2
2017,процент,село,Костанайская,99.9
2017,процент,село,Кызылординская,99.9
2017,процент,село,Мангистауская,99.9
2017,процент,село,Южно-Казахстанская,99.9
2017,процент,село,Павлодарская,99.1
2017,процент,село,Северо-Казахстанская,99.3
2017,процент,село,Восточно-Казахстанская,99.4
2018,процент,,,99.9
2018,процент,,Акмолинская,99.9
2018,процент,,Актюбинская,100.0
2018,процент,,Алматинская,100.0
2018,процент,,Атырауская,100.0
2018,процент,,Западно-Казахстанская,99.8
2018,процент,,Жамбылская,99.9
2018,процент,,Карагандинская,99.8
2018,процент,,Костанайская,100.0
2018,процент,,Кызылординская,100.0
2018,процент,,Мангистауская,99.8
2018,процент,,Павлодарская,99.9
2018,процент,,Северо-Казахстанская,99.9
2018,процент,,Туркестанская,99.9
2018,процент,,Восточно-Казахстанская,100.0
2018,процент,,г.Нур-Султан,99.9
2018,процент,,г.Алматы,100.0
2018,процент,,г.Шымкент,99.9
2018,процент,город,,99.902853582859
2018,процент,город,Акмолинская,99.67732177069678
2018,процент,город,Актюбинская,99.57688453401627
2018,процент,город,Алматинская,99.95825360932336
2018,процент,город,Атырауская,99.66018123667378
2018,процент,город,Западно-Казахстанская,99.79395604395604
2018,процент,город,Жамбылская,99.92751603010872
2018,процент,город,Карагандинская,99.71934271875423
2018,процент,город,Костанайская,99.96871415163208
2018,процент,город,Кызылординская,99.76907362998492
2018,процент,город,Мангистауская,99.71410953528783
2018,процент,город,Павлодарская,99.83043284248104
2018,процент,город,Северо-Казахстанская,99.74137931034485
2018,процент,город,Туркестанская,99.15737211985596
2018,процент,город,Восточно-Казахстанская,99.8578102782856
2018,процент,город,г.Нур-Султан,99.8
2018,процент,город,г.Алматы,99.8
2018,процент,город,г.Шымкент,99.2
2018,процент,село,,99.8
2018,процент,село,Акмолинская,99.9
2018,процент,село,Актюбинская,99.9
2018,процент,село,Алматинская,100.0
2018,процент,село,Атырауская,100.0
2018,процент,село,Западно-Казахстанская,100.0
2018,процент,село,Жамбылская,99.9
2018,процент,село,Карагандинская,99.6
2018,процент,село,Костанайская,99.9
2018,процент,село,Кызылординская,99.7
2018,процент,село,Мангистауская,99.3
2018,процент,село,Павлодарская,99.8
2018,процент,село,Северо-Казахстанская,100.0
2018,процент,село,Туркестанская,99.7
2018,процент,село,Восточно-Казахстанская,100.0
2019,процент,,,99.9
2019,процент,,Акмолинская,99.9
2019,процент,,Актюбинская,100.0
2019,процент,,Алматинская,100.0
2019,процент,,Атырауская,100.0
2019,процент,,Западно-Казахстанская,99.8
2019,процент,,Жамбылская,99.9
2019,процент,,Карагандинская,99.9
2019,процент,,Костанайская,100.0
2019,процент,,Кызылординская,100.0
2019,процент,,Мангистауская,99.9
2019,процент,,Павлодарская,99.9
2019,процент,,Северо-Казахстанская,99.9
2019,процент,,Туркестанская,99.9
2019,процент,,Восточно-Казахстанская,100.0
2019,процент,,г.Нур-Султан,100.0
2019,процент,,г.Алматы,100.0
2019,процент,,г.Шымкент,99.9
2019,процент,город,,99.902853582859
2019,процент,город,Акмолинская,99.8
2019,процент,город,Актюбинская,99.7
2019,процент,город,Алматинская,99.95825360932336
2019,процент,город,Атырауская,99.8
2019,процент,город,Западно-Казахстанская,99.9
2019,процент,город,Жамбылская,99.92751603010872
2019,процент,город,Карагандинская,99.8
2019,процент,город,Костанайская,99.96871415163208
2019,процент,город,Кызылординская,99.9
2019,процент,город,Мангистауская,99.8
2019,процент,город,Павлодарская,99.9
2019,процент,город,Северо-Казахстанская,99.8
2019,процент,город,Туркестанская,99.4
2019,процент,город,Восточно-Казахстанская,99.8578102782856
2019,процент,город,г.Нур-Султан,99.9
2019,процент,город,г.Алматы,99.9
2019,процент,город,г.Шымкент,99.3
2019,процент,село,,99.8
2019,процент,село,Акмолинская,99.9
2019,процент,село,Актюбинская,99.9
2019,процент,село,Алматинская,100.0
2019,процент,село,Атырауская,100.0
2019,процент,село,Западно-Казахстанская,100.0
2019,процент,село,Жамбылская,99.9
2019,процент,село,Карагандинская,99.6
2019,процент,село,Костанайская,99.9
2019,процент,село,Кызылординская,99.8
2019,процент,село,Мангистауская,99.4
2019,процент,село,Павлодарская,99.9
2019,процент,село,Северо-Казахстанская,100.0
2019,процент,село,Туркестанская,99.8
2019,процент,село,Восточно-Казахстанская,100.0
